Site,Region,PlotMix,CodeOriginal,Code,Name,Native,Duration,Lifeform,SpeciesSeeded
Pleasant,Sonoran Central,None,PEPL,PEPL,Pectocarya platycarpa,Native,Annual,Forb,No
Pleasant,Sonoran Central,Warm,PERE,PERE,Pectocarya recurvata,Native,Annual,Forb,No
Pleasant,Sonoran Central,None,PERE,PERE,Pectocarya recurvata,Native,Annual,Forb,No
Pleasant,Sonoran Central,Cool,PERE,PERE,Pectocarya recurvata,Native,Annual,Forb,No
Pleasant,Sonoran Central,Cool,PLAR,PLAR,Plagiobothrys arizonicus,Native,Annual,Forb,No
Pleasant,Sonoran Central,Warm,PLAR,PLAR,Plagiobothrys arizonicus,Native,Annual,Forb,No
Pleasant,Sonoran Central,None,PLAR,PLAR,Plagiobothrys arizonicus,Native,Annual,Forb,No
Pleasant,Sonoran Central,Warm,PLPR3,PLPR3,Plagiobothrys pringlei,Native,Annual,Forb,No
Pleasant,Sonoran Central,Cool,PLPR3,PLPR3,Plagiobothrys pringlei,Native,Annual,Forb,No
Pleasant,Sonoran Central,None,PLPR3,PLPR3,Plagiobothrys pringlei,Native,Annual,Forb,No
Pleasant,Sonoran Central,Cool,PLOV,PLOV,Plantago ovata,Native,Annual,Forb,No
Pleasant,Sonoran Central,None,PLOV,PLOV,Plantago ovata,Native,Annual,Forb,No
Pleasant,Sonoran Central,Warm,PLPA2,PLPA2,Plantago patagonica,Native,Annual,Forb,No
Pleasant,Sonoran Central,Cool,PLPA2,PLPA2,Plantago patagonica,Native,Annual,Forb,No
Pleasant,Sonoran Central,None,SACO6,SACO6,Salvia columbariae,Native,Annual,Forb,No
Pleasant,Sonoran Central,Warm,SACO6,SACO6,Salvia columbariae,Native,Annual,Forb,No
Pleasant,Sonoran Central,Warm,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,No
Pleasant,Sonoran Central,None,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,No
Pleasant,Sonoran Central,Cool,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,No
Pleasant,Sonoran Central,Warm,VUOC,VUOC,Vulpia octoflora,Native,Annual,Grass,No
Preserve,Sonoran Central,Warm,ABPA3,ABPA3,Abutilon parvulum,Native,Perennial,Forb,No
Preserve,Sonoran Central,None,AMCO3,AMCO3,Ambrosia confertiflora,Native,Perennial,Forb,No
Preserve,Sonoran Central,Cool,AMSIN,AMSIN,Amsinckia,Native,Annual,Forb,No
Preserve,Sonoran Central,Warm,AMMEI2,AMMEI2,Amsinckia menziesii,Native,Annual,Forb,No
Preserve,Sonoran Central,Cool,ARAD,ARAD,Aristida adscensionis,Native,Annual,Grass,No
Preserve,Sonoran Central,Warm,ARAD,ARAD,Aristida adscensionis,Native,Annual,Grass,No
Preserve,Sonoran Central,Cool,BOAR,BOAR,Bouteloua aristidoides,Native,Annual,Grass,No
Preserve,Sonoran Central,None,BOAR,BOAR,Bouteloua aristidoides,Native,Annual,Grass,No
Preserve,Sonoran Central,Cool,BORO2,BORO2,Bouteloua rothrockii,Native,Perennial,Grass,No
Preserve,Sonoran Central,Cool,BRRU2,BRRU2,Bromus rubens,Introduced,Annual,Grass,No
Preserve,Sonoran Central,None,BRRU2,BRRU2,Bromus rubens,Introduced,Annual,Grass,No
Preserve,Sonoran Central,Warm,BRRU2,BRRU2,Bromus rubens,Introduced,Annual,Grass,No
Preserve,Sonoran Central,Cool,CHPO12,CHPO12,Chamaesyce polycarpa,Native,Unknown,Forb,No
Preserve,Sonoran Central,Warm,CHPO12,CHPO12,Chamaesyce polycarpa,Native,Unknown,Forb,No
Preserve,Sonoran Central,None,CHPO12,CHPO12,Chamaesyce polycarpa,Native,Unknown,Forb,No
Preserve,Sonoran Central,Cool,EUPO3,CHPO12,Chamaesyce polycarpa,Native,Unknown,Forb,No
Preserve,Sonoran Central,Warm,EUPO3,CHPO12,Chamaesyce polycarpa,Native,Unknown,Forb,No
Preserve,Sonoran Central,None,EUPO3,CHPO12,Chamaesyce polycarpa,Native,Unknown,Forb,No
Preserve,Sonoran Central,Warm,CHBR,CHBR,Chorizanthe brevicornu,Native,Annual,Forb,No
Preserve,Sonoran Central,Cool,CHBR,CHBR,Chorizanthe brevicornu,Native,Annual,Forb,No
Preserve,Sonoran Central,None,CHBR,CHBR,Chorizanthe brevicornu,Native,Annual,Forb,No
Preserve,Sonoran Central,Cool,CRCO34,CRCO34,Crassula connata,Native,Annual,Forb,No
Preserve,Sonoran Central,Warm,CRCO34,CRCO34,Crassula connata,Native,Annual,Forb,No
Preserve,Sonoran Central,Warm,CRBA5,CRBA5,Cryptantha barbigera,Native,Annual,Forb,No
Preserve,Sonoran Central,None,DAPU7,DAPU7,Dasyochloa pulchella,Native,Perennial,Grass,No
Preserve,Sonoran Central,Warm,DRCUI,DRCUI,Draba cuneifolia var. integrifolia,Native,Annual,Forb,No
Preserve,Sonoran Central,Cool,ERIAS,ERIAS,Eriastrum,Native,Unknown,Forb,No
Preserve,Sonoran Central,Warm,ERIAS,ERIAS,Eriastrum,Native,Unknown,Forb,No
Preserve,Sonoran Central,Cool,ERDI2,ERDI2,Eriastrum diffusum,Native,Annual,Forb,No
Preserve,Sonoran Central,Warm,ERDI2,ERDI2,Eriastrum diffusum,Native,Annual,Forb,No
Preserve,Sonoran Central,None,ERDI2,ERDI2,Eriastrum diffusum,Native,Annual,Forb,No
Preserve,Sonoran Central,Cool,ERER2,ERER2,Eriastrum eremicum,Native,Annual,Forb,No
Preserve,Sonoran Central,Warm,ERER2,ERER2,Eriastrum eremicum,Native,Annual,Forb,No
Preserve,Sonoran Central,Cool,ERPA11,ERPA11,Eriogonum palmerianum,Native,Annual,Forb,No
Preserve,Sonoran Central,Warm,ERPA11,ERPA11,Eriogonum palmerianum,Native,Annual,Forb,No
Preserve,Sonoran Central,None,ERPA11,ERPA11,Eriogonum palmerianum,Native,Annual,Forb,No
Preserve,Sonoran Central,Cool,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,No
Preserve,Sonoran Central,None,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,No
Preserve,Sonoran Central,Warm,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,No
Preserve,Sonoran Central,Cool,HEHIC,HEHIC,Herniaria hirsuta,Introduced,Annual,Forb,No
Preserve,Sonoran Central,Warm,HEHIC,HEHIC,Herniaria hirsuta,Introduced,Annual,Forb,No
Preserve,Sonoran Central,None,HEHIC,HEHIC,Herniaria hirsuta,Introduced,Annual,Forb,No
Preserve,Sonoran Central,Warm,LACA7,LACA7,Lasthenia californica,Native,Unknown,Forb,No
Preserve,Sonoran Central,Cool,LACA7,LACA7,Lasthenia californica,Native,Unknown,Forb,No
Preserve,Sonoran Central,Cool,LAGR10,LAGR10,Lasthenia gracilis,Native,Annual,Forb,No
Preserve,Sonoran Central,Warm,LAGR10,LAGR10,Lasthenia gracilis,Native,Annual,Forb,No
Preserve,Sonoran Central,None,LAGR10,LAGR10,Lasthenia gracilis,Native,Annual,Forb,No
Preserve,Sonoran Central,Warm,LELA,LELA,Lepidium lasiocarpum,Native,Annual,Forb,No
Preserve,Sonoran Central,Cool,LELA,LELA,Lepidium lasiocarpum,Native,Annual,Forb,No
Preserve,Sonoran Central,None,LIBI2,LIBI2,Linanthus bigelovii,Native,Annual,Forb,No
Preserve,Sonoran Central,Cool,LOSQ,LOSQ,Loeflingia squarrosa,Native,Annual,Forb,No
Preserve,Sonoran Central,None,LOSQ,LOSQ,Loeflingia squarrosa,Native,Annual,Forb,No
Preserve,Sonoran Central,Warm,LOSQ,LOSQ,Loeflingia squarrosa,Native,Annual,Forb,No
Preserve,Sonoran Central,Cool,LOAR12,LOAR12,Logfia arizonica,Native,Annual,Forb,No
Preserve,Sonoran Central,None,LOAR12,LOAR12,Logfia arizonica,Native,Annual,Forb,No
Preserve,Sonoran Central,Warm,LOAR12,LOAR12,Logfia arizonica,Native,Annual,Forb,No
Preserve,Sonoran Central,Warm,LOHU2,LOHU2,Lotus humistratus,Native,Annual,Forb,No
Preserve,Sonoran Central,Cool,LOHU2,LOHU2,Lotus humistratus,Native,Annual,Forb,No
Preserve,Sonoran Central,None,LOHU2,LOHU2,Lotus humistratus,Native,Annual,Forb,No
Preserve,Sonoran Central,Warm,LOSTT,LOSTT,Lotus strigosus,Native,Annual,Forb,No
Preserve,Sonoran Central,Cool,LOSTT,LOSTT,Lotus strigosus,Native,Annual,Forb,No
Preserve,Sonoran Central,Warm,LUCO,LUCO,Lupinus concinnus,Native,Annual,Forb,No
Preserve,Sonoran Central,Cool,LUCO,LUCO,Lupinus concinnus,Native,Annual,Forb,No
Preserve,Sonoran Central,Warm,LUSP2,LUSP2,Lupinus sparsiflorus,Native,Annual,Forb,No
Preserve,Sonoran Central,None,PECTO,PECTO,Pectocarya,Native,Annual,Forb,No
Preserve,Sonoran Central,Warm,PECTO,PECTO,Pectocarya,Native,Annual,Forb,No
Preserve,Sonoran Central,Cool,PEHE,PEHE,Pectocarya heterocarpa,Native,Annual,Forb,No
Preserve,Sonoran Central,None,PEHE,PEHE,Pectocarya heterocarpa,Native,Annual,Forb,No
Preserve,Sonoran Central,Warm,PEHE,PEHE,Pectocarya heterocarpa,Native,Annual,Forb,No
Preserve,Sonoran Central,Cool,PEPL,PEPL,Pectocarya platycarpa,Native,Annual,Forb,No
Preserve,Sonoran Central,None,PEPL,PEPL,Pectocarya platycarpa,Native,Annual,Forb,No
Preserve,Sonoran Central,Warm,PEPL,PEPL,Pectocarya platycarpa,Native,Annual,Forb,No
Preserve,Sonoran Central,Cool,PERE,PERE,Pectocarya recurvata,Native,Annual,Forb,No
Preserve,Sonoran Central,Warm,PERE,PERE,Pectocarya recurvata,Native,Annual,Forb,No
Preserve,Sonoran Central,Warm,PLAR,PLAR,Plagiobothrys arizonicus,Native,Annual,Forb,No
Preserve,Sonoran Central,Cool,PLAR,PLAR,Plagiobothrys arizonicus,Native,Annual,Forb,No
Preserve,Sonoran Central,Cool,PLPR3,PLPR3,Plagiobothrys pringlei,Native,Annual,Forb,No
Preserve,Sonoran Central,Warm,PLPR3,PLPR3,Plagiobothrys pringlei,Native,Annual,Forb,No
Preserve,Sonoran Central,None,PLPR3,PLPR3,Plagiobothrys pringlei,Native,Annual,Forb,No
Preserve,Sonoran Central,Cool,PLPA2,PLPA2,Plantago patagonica,Native,Annual,Forb,No
Preserve,Sonoran Central,Warm,PLPA2,PLPA2,Plantago patagonica,Native,Annual,Forb,No
Preserve,Sonoran Central,None,PLPA2,PLPA2,Plantago patagonica,Native,Annual,Forb,No
Preserve,Sonoran Central,Cool,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,No
Preserve,Sonoran Central,None,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,No
Preserve,Sonoran Central,Warm,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,No
Preserve,Sonoran Central,Cool,SIAN2,SIAN2,Silene antirrhina,Native,Annual,Forb,No
Preserve,Sonoran Central,Cool,STGN,STGN,Stylocline gnaphalioides,Native,Annual,Forb,No
Preserve,Sonoran Central,None,STGN,STGN,Stylocline gnaphalioides,Native,Annual,Forb,No
Preserve,Sonoran Central,Warm,STGN,STGN,Stylocline gnaphalioides,Native,Annual,Forb,No
Preserve,Sonoran Central,Cool,STMI2,STMI2,Stylocline micropoides,Native,Annual,Forb,No
Preserve,Sonoran Central,None,STMI2,STMI2,Stylocline micropoides,Native,Annual,Forb,No
Preserve,Sonoran Central,Warm,STMI2,STMI2,Stylocline micropoides,Native,Annual,Forb,No
Preserve,Sonoran Central,Cool,VUOC,VUOC,Vulpia octoflora,Native,Annual,Grass,No
Preserve,Sonoran Central,Warm,VUOC,VUOC,Vulpia octoflora,Native,Annual,Grass,No
Preserve,Sonoran Central,None,VUOC,VUOC,Vulpia octoflora,Native,Annual,Grass,No
Roosevelt,Sonoran Central,Warm,AMMEI2,AMMEI2,Amsinckia menziesii,Native,Annual,Forb,No
Roosevelt,Sonoran Central,Cool,AMMEI2,AMMEI2,Amsinckia menziesii,Native,Annual,Forb,No
Roosevelt,Sonoran Central,Cool,ANOC2,ANOC2,Androsace occidentalis,Native,Annual,Forb,No
Roosevelt,Sonoran Central,Warm,ANOC2,ANOC2,Androsace occidentalis,Native,Annual,Forb,No
Roosevelt,Sonoran Central,Warm,ASNU4,ASNU4,Astragalus nuttallianus,Native,Unknown,Forb,No
Roosevelt,Sonoran Central,None,ASNU4,ASNU4,Astragalus nuttallianus,Native,Unknown,Forb,No
Roosevelt,Sonoran Central,Cool,ASNU4,ASNU4,Astragalus nuttallianus,Native,Unknown,Forb,No
Roosevelt,Sonoran Central,Cool,BOIN3,BOIN3,Bowlesia incana,Native,Annual,Forb,No
Roosevelt,Sonoran Central,Cool,BRRU2,BRRU2,Bromus rubens,Introduced,Annual,Grass,No
Roosevelt,Sonoran Central,Warm,BRRU2,BRRU2,Bromus rubens,Introduced,Annual,Grass,No
Roosevelt,Sonoran Central,None,BRRU2,BRRU2,Bromus rubens,Introduced,Annual,Grass,No
Roosevelt,Sonoran Central,Warm,CHAL11,CHAL11,Chamaesyce albomarginata,Native,Perennial,Forb,No
Roosevelt,Sonoran Central,Cool,CHAL11,CHAL11,Chamaesyce albomarginata,Native,Perennial,Forb,No
Roosevelt,Sonoran Central,Warm,EUPO3,CHPO12,Chamaesyce polycarpa,Native,Unknown,Forb,No
Roosevelt,Sonoran Central,Cool,CHPO12,CHPO12,Chamaesyce polycarpa,Native,Unknown,Forb,No
Roosevelt,Sonoran Central,Warm,CHPO12,CHPO12,Chamaesyce polycarpa,Native,Unknown,Forb,No
Roosevelt,Sonoran Central,Warm,CRCO34,CRCO34,Crassula connata,Native,Annual,Forb,No
Roosevelt,Sonoran Central,Cool,CRYPT,CRYPT.Roosevelt,"Cryptantha spp., Roosevelt",Native,Unknown,Forb,No
Roosevelt,Sonoran Central,Warm,CRYPT,CRYPT.Roosevelt,"Cryptantha spp., Roosevelt",Native,Unknown,Forb,No
Roosevelt,Sonoran Central,Cool,DAPU7,DAPU7,Dasyochloa pulchella,Native,Perennial,Grass,No
Roosevelt,Sonoran Central,Cool,DAPU3,DAPU3,Daucus pusillus,Native,Annual,Forb,No
Roosevelt,Sonoran Central,Warm,DAPU3,DAPU3,Daucus pusillus,Native,Annual,Forb,No
Roosevelt,Sonoran Central,Warm,DICA14,DICA14,Dichelostemma capitatum,Native,Perennial,Forb,No
Roosevelt,Sonoran Central,Cool,DICA14,DICA14,Dichelostemma capitatum,Native,Perennial,Forb,No
Roosevelt,Sonoran Central,None,DICA14,DICA14,Dichelostemma capitatum,Native,Perennial,Forb,No
Roosevelt,Sonoran Central,Warm,DRCUI,DRCUI,Draba cuneifolia var. integrifolia,Native,Annual,Forb,No
Roosevelt,Sonoran Central,Cool,DRCUI,DRCUI,Draba cuneifolia var. integrifolia,Native,Annual,Forb,No
Roosevelt,Sonoran Central,Cool,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,No
Roosevelt,Sonoran Central,Warm,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,No
Roosevelt,Sonoran Central,None,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,No
Roosevelt,Sonoran Central,Warm,HAPAA,HAPAA,Harpagonella palmeri,Native,Annual,Forb,No
Roosevelt,Sonoran Central,Cool,HAPAA,HAPAA,Harpagonella palmeri,Native,Annual,Forb,No
Roosevelt,Sonoran Central,Warm,HEHIC,HEHIC,Herniaria hirsuta,Introduced,Annual,Forb,No
Roosevelt,Sonoran Central,Cool,HEHIC,HEHIC,Herniaria hirsuta,Introduced,Annual,Forb,No
Roosevelt,Sonoran Central,Cool,LACA7,LACA7,Lasthenia californica,Native,Unknown,Forb,No
Roosevelt,Sonoran Central,Warm,LACA7,LACA7,Lasthenia californica,Native,Unknown,Forb,No
Roosevelt,Sonoran Central,Warm,LAGR10,LAGR10,Lasthenia gracilis,Native,Annual,Forb,No
Roosevelt,Sonoran Central,Cool,LAGR10,LAGR10,Lasthenia gracilis,Native,Annual,Forb,No
Roosevelt,Sonoran Central,None,LAGR10,LAGR10,Lasthenia gracilis,Native,Annual,Forb,No
Roosevelt,Sonoran Central,None,LELA,LELA,Lepidium lasiocarpum,Native,Annual,Forb,No
Roosevelt,Sonoran Central,Cool,LELA,LELA,Lepidium lasiocarpum,Native,Annual,Forb,No
Roosevelt,Sonoran Central,Warm,LELA,LELA,Lepidium lasiocarpum,Native,Annual,Forb,No
Roosevelt,Sonoran Central,Warm,LIBI2,LIBI2,Linanthus bigelovii,Native,Annual,Forb,No
Roosevelt,Sonoran Central,Cool,LIBI2,LIBI2,Linanthus bigelovii,Native,Annual,Forb,No
Roosevelt,Sonoran Central,Cool,LOAR12,LOAR12,Logfia arizonica,Native,Annual,Forb,No
Roosevelt,Sonoran Central,Warm,LOAR12,LOAR12,Logfia arizonica,Native,Annual,Forb,No
Roosevelt,Sonoran Central,None,LOAR12,LOAR12,Logfia arizonica,Native,Annual,Forb,No
Roosevelt,Sonoran Central,Warm,LOHU2,LOHU2,Lotus humistratus,Native,Annual,Forb,No
Roosevelt,Sonoran Central,Cool,LOHU2,LOHU2,Lotus humistratus,Native,Annual,Forb,No
Roosevelt,Sonoran Central,None,LOHU2,LOHU2,Lotus humistratus,Native,Annual,Forb,No
Roosevelt,Sonoran Central,Cool,LOSTT,LOSTT,Lotus strigosus,Native,Annual,Forb,No
Roosevelt,Sonoran Central,Warm,LOSTT,LOSTT,Lotus strigosus,Native,Annual,Forb,No
Roosevelt,Sonoran Central,Warm,LUSP2,LUSP2,Lupinus sparsiflorus,Native,Annual,Forb,No
Roosevelt,Sonoran Central,Warm,MEIN2,MEIN2,Melilotus indicus,Introduced,Annual,Forb,No
Roosevelt,Sonoran Central,Cool,PECTO,PECTO,Pectocarya,Native,Annual,Forb,No
Roosevelt,Sonoran Central,Warm,PEHE,PEHE,Pectocarya heterocarpa,Native,Annual,Forb,No
Roosevelt,Sonoran Central,Cool,PERE,PERE,Pectocarya recurvata,Native,Annual,Forb,No
Roosevelt,Sonoran Central,None,PERE,PERE,Pectocarya recurvata,Native,Annual,Forb,No
Roosevelt,Sonoran Central,Warm,PERE,PERE,Pectocarya recurvata,Native,Annual,Forb,No
Roosevelt,Sonoran Central,Cool,PLAR,PLAR,Plagiobothrys arizonicus,Native,Annual,Forb,No
Roosevelt,Sonoran Central,Warm,PLAR,PLAR,Plagiobothrys arizonicus,Native,Annual,Forb,No
Roosevelt,Sonoran Central,Warm,PLPR3,PLPR3,Plagiobothrys pringlei,Native,Annual,Forb,No
Roosevelt,Sonoran Central,None,PLPR3,PLPR3,Plagiobothrys pringlei,Native,Annual,Forb,No
Roosevelt,Sonoran Central,Cool,PLPR3,PLPR3,Plagiobothrys pringlei,Native,Annual,Forb,No
Roosevelt,Sonoran Central,Warm,PLANT,PLANT,Plantago,Unknown,Unknown,Forb,No
Roosevelt,Sonoran Central,Warm,PLPA2,PLPA2,Plantago patagonica,Native,Annual,Forb,No
Roosevelt,Sonoran Central,Cool,PLPA2,PLPA2,Plantago patagonica,Native,Annual,Forb,No
Roosevelt,Sonoran Central,Cool,POBI,POBI,Poa bigelovii,Native,Annual,Grass,No
Roosevelt,Sonoran Central,Warm,POBI,POBI,Poa bigelovii,Native,Annual,Grass,No
Roosevelt,Sonoran Central,Warm,SACO6,SACO6,Salvia columbariae,Native,Annual,Forb,No
Roosevelt,Sonoran Central,Cool,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,No
Roosevelt,Sonoran Central,Warm,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,No
Roosevelt,Sonoran Central,None,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,No
Roosevelt,Sonoran Central,Warm,SIAN2,SIAN2,Silene antirrhina,Native,Annual,Forb,No
Roosevelt,Sonoran Central,Cool,SIAN2,SIAN2,Silene antirrhina,Native,Annual,Forb,No
Roosevelt,Sonoran Central,Cool,SOOL,SOOL,Sonchus oleraceus,Introduced,Annual,Forb,No
Roosevelt,Sonoran Central,Warm,SOOL,SOOL,Sonchus oleraceus,Introduced,Annual,Forb,No
Roosevelt,Sonoran Central,Cool,VEPEX2,VEPEX2,Veronica peregrina ssp. xalapensis,Native,Annual,Forb,No
Roosevelt,Sonoran Central,Cool,VUOC,VUOC,Vulpia octoflora,Native,Annual,Grass,No
Roosevelt,Sonoran Central,Warm,VUOC,VUOC,Vulpia octoflora,Native,Annual,Grass,No
SCC,Sonoran Central,Cool,BOIN,BOIN,Boerhavia intermedia,Native,Annual,Forb,No
SCC,Sonoran Central,Warm,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,No
SCC,Sonoran Central,Cool,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,No
SCC,Sonoran Central,Cool,MAPA5,MAPA5,Malva parviflora,Introduced,Unknown,Forb,No
SCC,Sonoran Central,None,MAPA5,MAPA5,Malva parviflora,Introduced,Unknown,Forb,No
SCC,Sonoran Central,Warm,MAPA5,MAPA5,Malva parviflora,Introduced,Unknown,Forb,No
SCC,Sonoran Central,Warm,MONU,MONU,Monolepis nuttalliana,Native,Annual,Forb,No
SCC,Sonoran Central,Cool,MONU,MONU,Monolepis nuttalliana,Native,Annual,Forb,No
SCC,Sonoran Central,Cool,ONPI,ONPI,Oncosiphon piluliferum,Introduced,Annual,Forb,No
SCC,Sonoran Central,Cool,POOL,POOL,Portulaca oleracea,Unknown,Annual,Forb,No
SCC,Sonoran Central,Cool,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,No
SCC,Sonoran Central,None,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,No
SCC,Sonoran Central,Warm,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,No
SCC,Sonoran Central,Cool,SIIR,SIIR,Sisymbrium irio,Introduced,Annual,Forb,No
SCC,Sonoran Central,Warm,SIIR,SIIR,Sisymbrium irio,Introduced,Annual,Forb,No
SCC,Sonoran Central,None,SIIR,SIIR,Sisymbrium irio,Introduced,Annual,Forb,No
SCC,Sonoran Central,Cool,TRTE,TRTE,Tribulus terrestris,Introduced,Annual,Forb,No
SCC,Sonoran Central,Warm,TRTE,TRTE,Tribulus terrestris,Introduced,Annual,Forb,No
SCC,Sonoran Central,None,TRTE,TRTE,Tribulus terrestris,Introduced,Annual,Forb,No
Patagonia,Sonoran SE,None,ARPU9,ARPU9,Aristida purpurea,Native,Perennial,Grass,No
