Date,ppt_mm,tmin,tmean,tmax,Site,Region
2019-12-08,9.23,10.3,14.3,18.3,Preserve,Sonoran Central
2019-12-09,4.52,11.1,12.3,13.6,Preserve,Sonoran Central
2019-12-10,4.96,8,12.3,16.5,Preserve,Sonoran Central
2019-12-11,0,8.3,12.8,17.3,Preserve,Sonoran Central
2019-12-12,0,8,12.9,17.8,Preserve,Sonoran Central
2019-12-13,0,7.7,12.7,17.7,Preserve,Sonoran Central
2019-12-14,0,8.2,13.4,18.6,Preserve,Sonoran Central
2019-12-15,0,8.1,12.9,17.8,Preserve,Sonoran Central
2019-12-16,0,5.5,9.8,14.2,Preserve,Sonoran Central
2019-12-17,0,4.2,8.2,12.3,Preserve,Sonoran Central
2019-12-18,0,4.1,8.8,13.5,Preserve,Sonoran Central
2019-12-19,0,5.8,10.8,15.7,Preserve,Sonoran Central
2019-12-20,0,5,10,15,Preserve,Sonoran Central
2019-12-21,0,6.1,12.2,18.4,Preserve,Sonoran Central
2019-12-22,0,8.5,14.2,19.9,Preserve,Sonoran Central
2019-12-23,0,11.1,15.1,19.2,Preserve,Sonoran Central
2019-12-24,3.74,10.2,13.1,16.1,Preserve,Sonoran Central
2019-12-25,12.23,8.6,9.7,10.8,Preserve,Sonoran Central
2019-12-26,8.09,5.5,7.7,9.8,Preserve,Sonoran Central
2019-12-27,8.5,5.3,8.7,12,Preserve,Sonoran Central
2019-12-28,7.52,5.5,6.7,7.8,Preserve,Sonoran Central
2019-12-29,0.55,1.4,4.5,7.6,Preserve,Sonoran Central
2019-12-30,0,0.7,4.7,8.8,Preserve,Sonoran Central
2019-12-31,0,4.9,8,11,Preserve,Sonoran Central
2020-01-01,0,5.4,9,12.6,Preserve,Sonoran Central
2020-01-02,0,3.9,8.3,12.7,Preserve,Sonoran Central
2020-01-03,0,5.5,9.9,14.4,Preserve,Sonoran Central
2020-01-04,0,4.9,10.6,16.2,Preserve,Sonoran Central
2020-01-05,0,6.1,12,17.9,Preserve,Sonoran Central
2020-01-06,0,5.8,12.5,19.3,Preserve,Sonoran Central
2020-01-07,0,6.7,12.7,18.7,Preserve,Sonoran Central
2020-01-08,0,7,13.6,20.2,Preserve,Sonoran Central
2020-01-09,0,4.6,10.2,15.8,Preserve,Sonoran Central
2020-01-10,0,5.9,9.6,13.4,Preserve,Sonoran Central
2020-01-11,0,3.8,8.7,13.7,Preserve,Sonoran Central
2020-01-12,0,3,7.8,12.5,Preserve,Sonoran Central
2020-01-13,0,3.2,8.9,14.6,Preserve,Sonoran Central
2020-01-14,0,3.5,10,16.5,Preserve,Sonoran Central
2020-01-15,0,5.1,11.5,17.8,Preserve,Sonoran Central
2020-01-16,0,6.2,12.4,18.5,Preserve,Sonoran Central
2020-01-17,0,8.3,12.3,16.4,Preserve,Sonoran Central
2020-01-18,0,6,10.8,15.6,Preserve,Sonoran Central
2020-01-19,0,6.1,12.7,19.4,Preserve,Sonoran Central
2020-01-20,0,9.1,15.4,21.6,Preserve,Sonoran Central
2020-01-21,0.86,13.2,16.3,19.5,Preserve,Sonoran Central
2020-01-22,3.06,9.4,10.4,11.4,Preserve,Sonoran Central
2020-01-23,0,7.5,11.7,16,Preserve,Sonoran Central
2020-01-24,0,8.1,13.9,19.6,Preserve,Sonoran Central
2020-01-25,0,7.9,13.8,19.7,Preserve,Sonoran Central
2020-01-26,0,8.1,14.1,20.1,Preserve,Sonoran Central
2020-01-27,0,8.2,13.7,19.2,Preserve,Sonoran Central
2020-01-28,0,9.4,14.4,19.4,Preserve,Sonoran Central
2020-01-29,0,7.9,13.2,18.5,Preserve,Sonoran Central
2020-01-30,0,7.6,11.8,16,Preserve,Sonoran Central
2020-01-31,0,8,12.9,17.8,Preserve,Sonoran Central
2020-02-01,0,7.5,13.9,20.2,Preserve,Sonoran Central
2020-02-02,0,9.1,16.2,23.3,Preserve,Sonoran Central
2020-02-03,0,9.4,15.7,22,Preserve,Sonoran Central
2020-02-04,0,0.5,7,13.6,Preserve,Sonoran Central
2020-02-05,0,0.4,4.7,9,Preserve,Sonoran Central
2020-02-06,0,-0.2,4.9,9.9,Preserve,Sonoran Central
2020-02-07,0,1.8,7.2,12.6,Preserve,Sonoran Central
2020-02-08,0,4.4,10.7,16.9,Preserve,Sonoran Central
2020-02-09,0,4.9,11.9,18.9,Preserve,Sonoran Central
2020-02-10,0,8.5,13.5,18.5,Preserve,Sonoran Central
2020-02-11,31.28,6.8,12.7,18.7,Preserve,Sonoran Central
2020-02-12,0.11,4,7.9,11.8,Preserve,Sonoran Central
2020-02-13,0,3.9,8.9,13.9,Preserve,Sonoran Central
2020-02-14,0,4.3,10.4,16.4,Preserve,Sonoran Central
2020-02-15,0,7,12.6,18.3,Preserve,Sonoran Central
2020-02-16,0,6.3,12.2,18.1,Preserve,Sonoran Central
2020-02-17,0,6.4,12.9,19.4,Preserve,Sonoran Central
2020-02-18,0,7.4,13.8,20.3,Preserve,Sonoran Central
2020-02-19,0,9.1,15.2,21.4,Preserve,Sonoran Central
2020-02-20,0,9.8,15.7,21.6,Preserve,Sonoran Central
2020-02-21,0,10.5,16.7,23,Preserve,Sonoran Central
2020-02-22,6.73,14.1,17.8,21.5,Preserve,Sonoran Central
2020-02-23,25.01,8.6,11.8,15,Preserve,Sonoran Central
2020-02-24,0,7.1,10.4,13.8,Preserve,Sonoran Central
2020-02-25,0,6.5,12.6,18.6,Preserve,Sonoran Central
2020-02-26,0,6.2,10.6,15.1,Preserve,Sonoran Central
2020-02-27,0,4.1,10.7,17.3,Preserve,Sonoran Central
2020-02-28,0,7.6,14.6,21.6,Preserve,Sonoran Central
2020-02-29,0,9.2,15.5,21.8,Preserve,Sonoran Central
2020-03-01,0,8.6,14.9,21.3,Preserve,Sonoran Central
2020-03-02,0,7.9,13.5,19.1,Preserve,Sonoran Central
2020-03-03,1.91,7.9,12,16.1,Preserve,Sonoran Central
2020-03-04,0,8.7,15.1,21.5,Preserve,Sonoran Central
2020-03-05,0,8.5,14.2,19.9,Preserve,Sonoran Central
2020-03-06,0,10.1,17.9,25.6,Preserve,Sonoran Central
2020-03-07,0,14.6,19.7,24.8,Preserve,Sonoran Central
2020-03-08,0,13,18.3,23.7,Preserve,Sonoran Central
2020-03-09,0,9.8,14.5,19.2,Preserve,Sonoran Central
2020-03-10,1,8.9,15,21.2,Preserve,Sonoran Central
2020-03-11,10.72,12.4,15.3,18.2,Preserve,Sonoran Central
2020-03-12,19.2,14,15.6,17.1,Preserve,Sonoran Central
2020-03-13,28.02,8.8,13.4,18,Preserve,Sonoran Central
2020-03-14,7.69,8.9,11.4,14,Preserve,Sonoran Central
2020-03-15,0,9.2,13.6,18,Preserve,Sonoran Central
2020-03-16,0,10.2,15.4,20.6,Preserve,Sonoran Central
2020-03-17,0,10.2,15.6,21,Preserve,Sonoran Central
2020-03-18,0,10.4,14.5,18.6,Preserve,Sonoran Central
2020-03-19,15.66,7.3,10.9,14.4,Preserve,Sonoran Central
2020-03-20,0,6.2,9.6,13,Preserve,Sonoran Central
2020-03-21,0,7.1,12.4,17.8,Preserve,Sonoran Central
2020-03-22,0,8.9,13.9,18.9,Preserve,Sonoran Central
2020-03-23,0,9.6,14.3,19.1,Preserve,Sonoran Central
2020-03-24,0,9.4,14.4,19.4,Preserve,Sonoran Central
2020-03-25,0,9.1,14.9,20.7,Preserve,Sonoran Central
2020-03-26,0,10.4,15.2,20,Preserve,Sonoran Central
2020-03-27,0,8,12.5,16.9,Preserve,Sonoran Central
2020-03-28,0,4.8,9.1,13.3,Preserve,Sonoran Central
2020-03-29,0,5.2,11.4,17.6,Preserve,Sonoran Central
2020-03-30,0,8.1,14.1,20,Preserve,Sonoran Central
2020-03-31,0,8.5,15,21.5,Preserve,Sonoran Central
2020-04-01,0,11.5,17.6,23.7,Preserve,Sonoran Central
2020-04-02,0,13.2,19.1,25,Preserve,Sonoran Central
2020-04-03,0,11.4,17.8,24.2,Preserve,Sonoran Central
2020-04-04,0,11.3,17.9,24.5,Preserve,Sonoran Central
2020-04-05,0,11.8,18,24.2,Preserve,Sonoran Central
2020-04-06,0,11.6,18.1,24.6,Preserve,Sonoran Central
2020-04-07,0,11.5,17.8,24.1,Preserve,Sonoran Central
2020-04-08,0,11.1,17.8,24.4,Preserve,Sonoran Central
2020-04-09,0.23,8.9,16.5,24.1,Preserve,Sonoran Central
2020-04-10,0,7.5,13.4,19.2,Preserve,Sonoran Central
2020-04-11,0,8.3,14.9,21.6,Preserve,Sonoran Central
2020-04-12,0,8.8,13.6,18.3,Preserve,Sonoran Central
2020-04-13,0,8.8,14,19.1,Preserve,Sonoran Central
2020-04-14,2.18,11.1,15.4,19.8,Preserve,Sonoran Central
2020-04-15,0,10.6,16.5,22.4,Preserve,Sonoran Central
2020-04-16,0,10.5,17.3,24.1,Preserve,Sonoran Central
2020-04-17,0,10.9,18.1,25.4,Preserve,Sonoran Central
2020-04-18,0,10.7,18.6,26.5,Preserve,Sonoran Central
2020-04-19,0,11.2,16.6,22,Preserve,Sonoran Central
2020-04-20,0,11.2,17.8,24.4,Preserve,Sonoran Central
2020-04-21,0,13.4,19.8,26.2,Preserve,Sonoran Central
2020-04-22,0,12.8,18.4,24,Preserve,Sonoran Central
2020-04-23,0,14.8,21.9,28.9,Preserve,Sonoran Central
2020-04-24,0,16.5,24,31.4,Preserve,Sonoran Central
2020-04-25,0,16.9,24.8,32.6,Preserve,Sonoran Central
2020-04-26,0,18.3,25.9,33.6,Preserve,Sonoran Central
2020-04-27,0,18.4,26.5,34.5,Preserve,Sonoran Central
2020-04-28,0,20,26.9,33.9,Preserve,Sonoran Central
2020-04-29,0,19.2,26.9,34.7,Preserve,Sonoran Central
2020-04-30,0,21.2,28.6,36.1,Preserve,Sonoran Central
2020-05-01,0,19,26.6,34.2,Preserve,Sonoran Central
2020-05-02,0,18.1,26.1,34.1,Preserve,Sonoran Central
2020-05-03,0,17.9,25.4,32.9,Preserve,Sonoran Central
2020-05-04,0,17.6,24.5,31.3,Preserve,Sonoran Central
2020-05-05,0,17.4,25.4,33.4,Preserve,Sonoran Central
2020-05-06,0,20.4,27.9,35.4,Preserve,Sonoran Central
2020-05-07,0,20.3,28.4,36.6,Preserve,Sonoran Central
2020-05-08,0,20.1,28.3,36.5,Preserve,Sonoran Central
2020-05-09,0,21.2,28,34.9,Preserve,Sonoran Central
2020-05-10,0,22.1,28.1,34.2,Preserve,Sonoran Central
2020-05-11,1.09,22,27.7,33.4,Preserve,Sonoran Central
2020-05-12,0,20.5,26.6,32.8,Preserve,Sonoran Central
2020-05-13,0,18.5,24.4,30.4,Preserve,Sonoran Central
2020-05-14,0,16.4,22.2,28.1,Preserve,Sonoran Central
2020-05-15,0,16.2,22.4,28.5,Preserve,Sonoran Central
2020-05-16,0,17.3,23.8,30.3,Preserve,Sonoran Central
2020-05-17,0,19.6,26.3,33,Preserve,Sonoran Central
2020-05-18,0,19.4,26.4,33.3,Preserve,Sonoran Central
2020-05-19,0,19,26,33,Preserve,Sonoran Central
2020-05-20,0,13.8,21.3,28.8,Preserve,Sonoran Central
2020-05-21,0,13.2,19.7,26.3,Preserve,Sonoran Central
2020-05-22,0,15.4,22.4,29.4,Preserve,Sonoran Central
2020-05-23,0,16.7,23.5,30.3,Preserve,Sonoran Central
2020-05-24,0,17.7,23.5,29.4,Preserve,Sonoran Central
2020-05-25,0,18.5,24.5,30.4,Preserve,Sonoran Central
2020-05-26,0,18.9,25.7,32.5,Preserve,Sonoran Central
2020-05-27,0,21.4,28.4,35.5,Preserve,Sonoran Central
2020-05-28,0,22.4,30.3,38.2,Preserve,Sonoran Central
2020-05-29,0,24.5,32,39.5,Preserve,Sonoran Central
2020-05-30,0,25,32.6,40.1,Preserve,Sonoran Central
2020-05-31,0,25.1,32.1,39.1,Preserve,Sonoran Central
2020-06-01,0,23.7,30.6,37.6,Preserve,Sonoran Central
2020-06-02,0,23.7,30.2,36.8,Preserve,Sonoran Central
2020-06-03,0,26.4,32.4,38.4,Preserve,Sonoran Central
2020-06-04,0,27.4,33.4,39.5,Preserve,Sonoran Central
2020-06-05,0,27,33.3,39.6,Preserve,Sonoran Central
2020-06-06,0,19.5,27.9,36.3,Preserve,Sonoran Central
2020-06-07,0,19.3,24.6,29.8,Preserve,Sonoran Central
2020-06-08,0,19.9,24.9,30,Preserve,Sonoran Central
2020-06-09,0,17.8,22.6,27.5,Preserve,Sonoran Central
2020-06-10,0,17.2,24.2,31.3,Preserve,Sonoran Central
2020-06-11,0,20.6,28.3,36,Preserve,Sonoran Central
2020-06-12,0,22.1,30.4,38.6,Preserve,Sonoran Central
2020-06-13,0,23.7,31,38.3,Preserve,Sonoran Central
2020-06-14,0,20.3,28.3,36.4,Preserve,Sonoran Central
2020-06-15,0,21,28.3,35.6,Preserve,Sonoran Central
2020-06-16,0,21.2,28.7,36.2,Preserve,Sonoran Central
2020-06-17,0,22,28.9,35.9,Preserve,Sonoran Central
2020-06-18,0,22.2,28.3,34.5,Preserve,Sonoran Central
2020-06-19,0,21.7,28.2,34.7,Preserve,Sonoran Central
2020-06-20,0,21.4,28.3,35.1,Preserve,Sonoran Central
2020-06-21,0,22.6,29.7,36.9,Preserve,Sonoran Central
2020-06-22,0,24,31.1,38.3,Preserve,Sonoran Central
2020-06-23,0,24.4,31.5,38.5,Preserve,Sonoran Central
2020-06-24,0,24.4,31.5,38.7,Preserve,Sonoran Central
2020-06-25,0,24.6,32.1,39.5,Preserve,Sonoran Central
2020-06-26,0,25.1,31.8,38.5,Preserve,Sonoran Central
2020-06-27,0,25.1,32,38.9,Preserve,Sonoran Central
2020-06-28,0,25,31.2,37.3,Preserve,Sonoran Central
2020-06-29,0,24,29.4,34.8,Preserve,Sonoran Central
2020-06-30,0,21.2,26.8,32.4,Preserve,Sonoran Central
2020-07-01,0,20.2,26.6,33,Preserve,Sonoran Central
2020-07-02,0,21.4,28.2,35,Preserve,Sonoran Central
2020-07-03,0,23.1,29.4,35.6,Preserve,Sonoran Central
2020-07-04,0,25.5,30.8,36.1,Preserve,Sonoran Central
2020-07-05,0,26,32.7,39.4,Preserve,Sonoran Central
2020-07-06,0,25,32.8,40.5,Preserve,Sonoran Central
2020-07-07,0,24.9,32.6,40.4,Preserve,Sonoran Central
2020-07-08,0,25.1,32.5,39.9,Preserve,Sonoran Central
2020-07-09,0,27.6,33.4,39.2,Preserve,Sonoran Central
2020-07-10,0,27.2,33.3,39.3,Preserve,Sonoran Central
2020-07-11,0,28.5,34.8,41.2,Preserve,Sonoran Central
2020-07-12,0,29.5,36.3,43.1,Preserve,Sonoran Central
2020-07-13,0,29.8,36.4,42.9,Preserve,Sonoran Central
2020-07-14,0,29.1,34.7,40.4,Preserve,Sonoran Central
2020-07-15,0,27.8,33.6,39.4,Preserve,Sonoran Central
2020-07-16,0,27.3,33.3,39.3,Preserve,Sonoran Central
2020-07-17,0,27.3,33.2,39,Preserve,Sonoran Central
2020-07-18,0,27.6,33,38.3,Preserve,Sonoran Central
2020-07-19,0,27.8,33.9,40.1,Preserve,Sonoran Central
2020-07-20,0,30.3,35,39.7,Preserve,Sonoran Central
2020-07-21,0,29.9,33.2,36.5,Preserve,Sonoran Central
2020-07-22,0,28.2,33.3,38.3,Preserve,Sonoran Central
2020-07-23,2.66,27.1,32.2,37.2,Preserve,Sonoran Central
2020-07-24,0,25.5,29.1,32.8,Preserve,Sonoran Central
2020-07-25,7.71,24,29.3,34.7,Preserve,Sonoran Central
2020-07-26,0,24.5,30,35.5,Preserve,Sonoran Central
2020-07-27,0,26.6,32.6,38.6,Preserve,Sonoran Central
2020-07-28,0,27.8,33.6,39.3,Preserve,Sonoran Central
2020-07-29,0,27.7,34.4,41.1,Preserve,Sonoran Central
2020-07-30,0,28.8,35.4,42,Preserve,Sonoran Central
2020-07-31,0,29.9,36.9,44,Preserve,Sonoran Central
2020-08-01,0,31.6,37.3,43,Preserve,Sonoran Central
2020-08-02,0,29,34.4,39.9,Preserve,Sonoran Central
2020-08-03,0,28.5,33.7,38.9,Preserve,Sonoran Central
2020-08-04,0,26.4,33.5,40.6,Preserve,Sonoran Central
2020-08-05,0,26,32.6,39.3,Preserve,Sonoran Central
2020-08-06,0,26.6,32.9,39.2,Preserve,Sonoran Central
2020-08-07,0,24.7,31.6,38.5,Preserve,Sonoran Central
2020-08-08,0,25.3,31.8,38.3,Preserve,Sonoran Central
2020-08-09,0,27,33.3,39.7,Preserve,Sonoran Central
2020-08-10,0,27.1,33.7,40.2,Preserve,Sonoran Central
2020-08-11,0,27.6,33.9,40.2,Preserve,Sonoran Central
2020-08-12,0,28.1,33.8,39.5,Preserve,Sonoran Central
2020-08-13,0,27.3,33.9,40.4,Preserve,Sonoran Central
2020-08-14,0,30.6,36.4,42.3,Preserve,Sonoran Central
2020-08-15,0,30.8,36.9,43,Preserve,Sonoran Central
2020-08-16,0,28.9,35.3,41.6,Preserve,Sonoran Central
2020-08-17,0,29.8,35.9,41.9,Preserve,Sonoran Central
2020-08-18,0,29.8,35.8,41.7,Preserve,Sonoran Central
2020-08-19,0.2,31.9,36.7,41.5,Preserve,Sonoran Central
2020-08-20,0,32.3,37,41.8,Preserve,Sonoran Central
2020-08-21,3.65,25.8,32.9,39.9,Preserve,Sonoran Central
2020-08-22,0,27.2,31.2,35.1,Preserve,Sonoran Central
2020-08-23,0,27.6,32.7,37.8,Preserve,Sonoran Central
2020-08-24,0,28.1,34,39.8,Preserve,Sonoran Central
2020-08-25,0,31.1,36.6,42.1,Preserve,Sonoran Central
2020-08-26,0,30.5,35.5,40.6,Preserve,Sonoran Central
2020-08-27,0,29.7,35,40.3,Preserve,Sonoran Central
2020-08-28,0,29.7,35.2,40.8,Preserve,Sonoran Central
2020-08-29,0,30,35.1,40.2,Preserve,Sonoran Central
2020-08-30,4.39,22.8,29.1,35.3,Preserve,Sonoran Central
2020-08-31,5.59,21.5,28.3,35.1,Preserve,Sonoran Central
2020-09-01,0,21.5,27.7,33.9,Preserve,Sonoran Central
2020-09-02,0,25.1,29.9,34.7,Preserve,Sonoran Central
2020-09-03,0,24.8,30.2,35.6,Preserve,Sonoran Central
2020-09-04,0,25,31.8,38.6,Preserve,Sonoran Central
2020-09-05,0,29.6,35.8,42,Preserve,Sonoran Central
2020-09-06,0,31.6,36.9,42.2,Preserve,Sonoran Central
2020-09-07,0,27.2,34.1,41.1,Preserve,Sonoran Central
2020-09-08,0,26,32.2,38.4,Preserve,Sonoran Central
2020-09-09,0,19,25.8,32.6,Preserve,Sonoran Central
2020-09-10,0,18,23.4,28.7,Preserve,Sonoran Central
2020-09-11,0,17.3,23.4,29.6,Preserve,Sonoran Central
2020-09-12,0,22.3,26.3,30.3,Preserve,Sonoran Central
2020-09-13,0,22.4,28,33.6,Preserve,Sonoran Central
2020-09-14,0,24.9,30.5,36.1,Preserve,Sonoran Central
2020-09-15,0,26.2,31.3,36.4,Preserve,Sonoran Central
2020-09-16,0,25.2,30.8,36.4,Preserve,Sonoran Central
2020-09-17,0,26.1,32.2,38.4,Preserve,Sonoran Central
2020-09-18,0,27.3,32.8,38.2,Preserve,Sonoran Central
2020-09-19,0,27.5,32.4,37.3,Preserve,Sonoran Central
2020-09-20,0,26.7,31.6,36.6,Preserve,Sonoran Central
2020-09-21,0,26.6,31.9,37.1,Preserve,Sonoran Central
2020-09-22,0,26.5,31.5,36.4,Preserve,Sonoran Central
2020-09-23,0,24.8,29.8,34.7,Preserve,Sonoran Central
2020-09-24,0,24.7,30.6,36.5,Preserve,Sonoran Central
2020-09-25,0,24.4,30.9,37.3,Preserve,Sonoran Central
2020-09-26,0,23.7,30.3,36.9,Preserve,Sonoran Central
2020-09-27,0,22.8,29.1,35.4,Preserve,Sonoran Central
2020-09-28,0,22,28.6,35.1,Preserve,Sonoran Central
2020-09-29,0,24.9,30.5,36,Preserve,Sonoran Central
2020-09-30,0,23.5,29.6,35.6,Preserve,Sonoran Central
2020-10-01,0,24.5,30.5,36.5,Preserve,Sonoran Central
2020-10-02,0,25.3,31.3,37.4,Preserve,Sonoran Central
2020-10-03,0,23.9,30.6,37.4,Preserve,Sonoran Central
2020-10-04,0,22.9,29.6,36.2,Preserve,Sonoran Central
2020-10-05,0,23.7,30,36.4,Preserve,Sonoran Central
2020-10-06,0,24.5,30.5,36.4,Preserve,Sonoran Central
2020-10-07,0,23.5,29.8,36.2,Preserve,Sonoran Central
2020-10-08,0,23.2,29.5,35.7,Preserve,Sonoran Central
2020-10-09,0,22.5,28.3,34.1,Preserve,Sonoran Central
2020-10-10,0,20.4,26.8,33.1,Preserve,Sonoran Central
2020-10-11,0,18.6,25,31.3,Preserve,Sonoran Central
2020-10-12,0,18.1,24.4,30.7,Preserve,Sonoran Central
2020-10-13,0,21.7,27.8,33.8,Preserve,Sonoran Central
2020-10-14,0,21.6,28.4,35.3,Preserve,Sonoran Central
2020-10-15,0,20.4,27.3,34.3,Preserve,Sonoran Central
2020-10-16,0,22.4,27.9,33.5,Preserve,Sonoran Central
2020-10-17,0,23.3,29.6,35.9,Preserve,Sonoran Central
2020-10-18,0,19.9,26.1,32.3,Preserve,Sonoran Central
2020-10-19,0,20.2,26.1,31.9,Preserve,Sonoran Central
2020-10-20,0,20.4,26.4,32.4,Preserve,Sonoran Central
2020-10-21,0,20.8,26.4,32,Preserve,Sonoran Central
2020-10-22,0,18.8,25.5,32.3,Preserve,Sonoran Central
2020-10-23,0,18.3,24.4,30.5,Preserve,Sonoran Central
2020-10-24,0,19,24.4,29.8,Preserve,Sonoran Central
2020-10-25,0,18,22.5,27,Preserve,Sonoran Central
2020-10-26,0,15,20.6,26.1,Preserve,Sonoran Central
2020-10-27,0,7.5,11.9,16.3,Preserve,Sonoran Central
2020-10-28,0,5.9,11.1,16.3,Preserve,Sonoran Central
2020-10-29,0,5.8,12,18.3,Preserve,Sonoran Central
2020-10-30,0,13.2,19.7,26.2,Preserve,Sonoran Central
2020-10-31,0,17,22.4,27.7,Preserve,Sonoran Central
2020-11-01,0,19.4,23.7,28,Preserve,Sonoran Central
2020-11-02,0,22.6,27.4,32.2,Preserve,Sonoran Central
2020-11-03,0,23.3,27.4,31.5,Preserve,Sonoran Central
2020-11-04,0,20,25.3,30.7,Preserve,Sonoran Central
2020-11-05,0,21.4,25.9,30.5,Preserve,Sonoran Central
2020-11-06,0,23.9,28.6,33.2,Preserve,Sonoran Central
2020-11-07,0.31,22.9,26.3,29.7,Preserve,Sonoran Central
2020-11-08,0,9.4,15.9,22.5,Preserve,Sonoran Central
2020-11-09,1.58,7.4,10.9,14.5,Preserve,Sonoran Central
2020-11-10,0,6,9.8,13.6,Preserve,Sonoran Central
2020-11-11,0,6.6,11.4,16.2,Preserve,Sonoran Central
2020-11-12,0,8.3,13.6,18.9,Preserve,Sonoran Central
2020-11-13,0,9.9,14.9,19.9,Preserve,Sonoran Central
2020-11-14,0,9.1,15.4,21.7,Preserve,Sonoran Central
2020-11-15,0,9.4,15.4,21.4,Preserve,Sonoran Central
2020-11-16,0,14,20.3,26.6,Preserve,Sonoran Central
2020-11-17,0,18.2,24.5,30.7,Preserve,Sonoran Central
2020-11-18,0,18.5,24.5,30.4,Preserve,Sonoran Central
2020-11-19,0,15,21.7,28.5,Preserve,Sonoran Central
2020-11-20,0,14.5,20.9,27.4,Preserve,Sonoran Central
2020-11-21,0,18.7,23.5,28.3,Preserve,Sonoran Central
2020-11-22,0,17.3,21.8,26.4,Preserve,Sonoran Central
2020-11-23,0,14.2,19.8,25.4,Preserve,Sonoran Central
2020-11-24,0,9.2,15.6,22,Preserve,Sonoran Central
2020-11-25,0,7.7,13,18.4,Preserve,Sonoran Central
2020-11-26,0,7.4,13,18.6,Preserve,Sonoran Central
2020-11-27,0,5.5,11.9,18.3,Preserve,Sonoran Central
2020-11-28,0,5.8,10.3,14.8,Preserve,Sonoran Central
2020-11-29,0,9.2,14,18.7,Preserve,Sonoran Central
2020-11-30,0,10.7,16,21.2,Preserve,Sonoran Central
2020-12-01,0,10.3,15.6,20.9,Preserve,Sonoran Central
2020-12-02,0,7.7,13.7,19.6,Preserve,Sonoran Central
2020-12-03,0,9.8,13.9,18,Preserve,Sonoran Central
2020-12-04,0,6.1,11.4,16.6,Preserve,Sonoran Central
2020-12-05,0,7.5,12.1,16.8,Preserve,Sonoran Central
2020-12-06,0,9,14.1,19.2,Preserve,Sonoran Central
2020-12-07,0,10.9,15.9,21,Preserve,Sonoran Central
2020-12-08,0,12.3,18,23.7,Preserve,Sonoran Central
2020-12-09,0,15.8,19.9,24,Preserve,Sonoran Central
2020-12-10,3.96,12.5,18.7,25,Preserve,Sonoran Central
2020-12-11,11.21,7,9.7,12.4,Preserve,Sonoran Central
2020-12-12,0,6.8,10.6,14.3,Preserve,Sonoran Central
2020-12-13,0,6,10.7,15.3,Preserve,Sonoran Central
2020-12-14,0,5.5,9.4,13.3,Preserve,Sonoran Central
2020-12-15,0,5.2,8.8,12.4,Preserve,Sonoran Central
2020-12-16,0,4.6,9.4,14.2,Preserve,Sonoran Central
2020-12-17,0,6.8,11,15.3,Preserve,Sonoran Central
2020-12-18,0,4.4,10.4,16.5,Preserve,Sonoran Central
2020-12-19,0,4.1,10,15.9,Preserve,Sonoran Central
2020-12-20,0,7.9,12.4,16.8,Preserve,Sonoran Central
2020-12-21,0,9.7,15.4,21.1,Preserve,Sonoran Central
2020-12-22,0,10.5,17,23.5,Preserve,Sonoran Central
2020-12-23,0,7.1,13.1,19.1,Preserve,Sonoran Central
2020-12-24,0,7.8,12.5,17.2,Preserve,Sonoran Central
2020-12-25,0,7.5,10.5,13.5,Preserve,Sonoran Central
2020-12-26,0,8.4,13.6,18.8,Preserve,Sonoran Central
2020-12-27,0,8.2,13.4,18.7,Preserve,Sonoran Central
2020-12-28,0,11.2,15.1,19,Preserve,Sonoran Central
2020-12-29,0,4.3,10.5,16.6,Preserve,Sonoran Central
2020-12-30,0,4.4,8.4,12.5,Preserve,Sonoran Central
2020-12-31,0,5.2,9.8,14.4,Preserve,Sonoran Central
2021-01-01,0,5.5,9.1,12.3,Preserve,Sonoran Central
2021-01-02,0,4.5,10.2,15.8,Preserve,Sonoran Central
2021-01-03,0,4.6,9.3,13.9,Preserve,Sonoran Central
2021-01-04,0,6.3,10.6,14.6,Preserve,Sonoran Central
2021-01-05,0,7.8,13.2,18.2,Preserve,Sonoran Central
2021-01-06,0,7.1,13,18.6,Preserve,Sonoran Central
2021-01-07,0,9.4,14.6,19.5,Preserve,Sonoran Central
2021-01-08,0,9.8,14.6,19.1,Preserve,Sonoran Central
2021-01-09,0,6,12.5,18.8,Preserve,Sonoran Central
2021-01-10,0,4.4,11.2,18,Preserve,Sonoran Central
2021-01-11,0,7.5,12,16.2,Preserve,Sonoran Central
2021-01-12,0,7.7,12.6,17.2,Preserve,Sonoran Central
2021-01-13,0,6.4,12,17.2,Preserve,Sonoran Central
2021-01-14,0,6.6,12.3,17.8,Preserve,Sonoran Central
2021-01-15,0,6.5,14,21.4,Preserve,Sonoran Central
2021-01-16,0,12.8,18.6,24.1,Preserve,Sonoran Central
2021-01-17,0,12.4,18,23.2,Preserve,Sonoran Central
2021-01-18,0,9.5,16.8,23.8,Preserve,Sonoran Central
2021-01-19,0.41,11.4,16,20.2,Preserve,Sonoran Central
2021-01-20,0.53,11.2,14.2,16.9,Preserve,Sonoran Central
2021-01-21,0,13.6,16.9,20,Preserve,Sonoran Central
2021-01-22,0,10.9,14.6,18.2,Preserve,Sonoran Central
2021-01-23,0.43,11.4,13.8,15.9,Preserve,Sonoran Central
2021-01-24,4.91,8.4,10.9,13.2,Preserve,Sonoran Central
2021-01-25,9.7,5.7,7,8.2,Preserve,Sonoran Central
2021-01-26,19.53,1.3,4.4,7.4,Preserve,Sonoran Central
