Region,Site,Date_Seeded,Date_Monitored,SiteDateID,Plot,Treatment,PlotMix,PlotMix_Climate,SitePlotID,SiteDatePlotID,CodeOriginal,Code,Name,Native,Duration,Lifeform,SpeciesSeeded,PlantSource,PlantSource2,Weedy,Count,Height,raw.row,Seasonality
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,16,Pits,Cool,Current,824,5457,LUSP2,LUSP2,Lupinus sparsiflorus,Native,Annual,Forb,Yes,Seeded,Seeded,Desirable,1,35,15593,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,16,Pits,Cool,Current,824,5457,LACA7,LACA7,Lasthenia californica,Native,Unknown,Forb,No,Native_recruit,Native recruit,Desirable,1,15,15594,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,16,Pits,Cool,Current,824,5457,PLAR,PLAR,Plagiobothrys arizonicus,Native,Annual,Forb,No,Native_recruit,Native recruit,Desirable,1,30,15595,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,16,Pits,Cool,Current,824,5457,SACO6,SACO6,Salvia columbariae,Native,Annual,Forb,Yes,Seeded,Seeded,Desirable,2,20,15596,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,16,Pits,Cool,Current,824,5457,LOAR12,LOAR12,Logfia arizonica,Native,Annual,Forb,No,Native_recruit,Native recruit,Desirable,1,8,15597,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,16,Pits,Cool,Current,824,5457,LELA,LELA,Lepidium lasiocarpum,Native,Annual,Forb,No,Native_recruit,Native recruit,Desirable,1,12,15598,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,16,Pits,Cool,Current,824,5457,BRRU2,BRRU2,Bromus rubens,Introduced,Annual,Grass,No,Introduced/Invasive,Introduced/Invasive,Weedy,3,10,15599,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,17,ConMod,Warm,Projected,825,5458,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,No,Introduced/Invasive,Introduced/Invasive,Weedy,24,25,15600,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,17,ConMod,Warm,Projected,825,5458,BRRU2,BRRU2,Bromus rubens,Introduced,Annual,Grass,No,Introduced/Invasive,Introduced/Invasive,Weedy,5,20,15601,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,17,ConMod,Warm,Projected,825,5458,PLAR,PLAR,Plagiobothrys arizonicus,Native,Annual,Forb,No,Native_recruit,Native recruit,Desirable,1,35,15602,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,17,ConMod,Warm,Projected,825,5458,LOAR12,LOAR12,Logfia arizonica,Native,Annual,Forb,No,Native_recruit,Native recruit,Desirable,3,5,15603,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,17,ConMod,Warm,Projected,825,5458,CHBR,CHBR,Chorizanthe brevicornu,Native,Annual,Forb,No,Native_recruit,Native recruit,Desirable,1,3,15604,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,18,Pits,Warm,Projected,826,5459,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,No,Introduced/Invasive,Introduced/Invasive,Weedy,1,25,15605,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,18,Pits,Warm,Projected,826,5459,BRRU2,BRRU2,Bromus rubens,Introduced,Annual,Grass,No,Introduced/Invasive,Introduced/Invasive,Weedy,29,60,15606,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,18,Pits,Warm,Projected,826,5459,PLAR,PLAR,Plagiobothrys arizonicus,Native,Annual,Forb,No,Native_recruit,Native recruit,Desirable,1,30,15607,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,18,Pits,Warm,Projected,826,5459,LOHU2,LOHU2,Lotus humistratus,Native,Annual,Forb,No,Native_recruit,Native recruit,Desirable,2,15,15608,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,18,Pits,Warm,Projected,826,5459,ERPA11,ERPA11,Eriogonum palmerianum,Native,Annual,Forb,No,Native_recruit,Native recruit,Desirable,1,10,15609,Unknown
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,19,Mulch,Warm,Projected,827,5460,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,No,Introduced/Invasive,Introduced/Invasive,Weedy,11,15,15610,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,19,Mulch,Warm,Projected,827,5460,BRRU2,BRRU2,Bromus rubens,Introduced,Annual,Grass,No,Introduced/Invasive,Introduced/Invasive,Weedy,77,30,15611,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,19,Mulch,Warm,Projected,827,5460,EUPO3,CHPO12,Chamaesyce polycarpa,Native,Unknown,Forb,No,Native_recruit,Native recruit,Desirable,1,65,15612,Year round
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,20,ConMod,Cool,Current,828,5461,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,No,Introduced/Invasive,Introduced/Invasive,Weedy,32,25,15613,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,20,ConMod,Cool,Current,828,5461,PLAR,PLAR,Plagiobothrys arizonicus,Native,Annual,Forb,No,Native_recruit,Native recruit,Desirable,2,25,15614,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,20,ConMod,Cool,Current,828,5461,VUOC,VUOC,Vulpia octoflora,Native,Annual,Grass,No,Native_recruit,Native recruit,Desirable,1,20,15615,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,20,ConMod,Cool,Current,828,5461,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,No,Introduced/Invasive,Introduced/Invasive,Weedy,3,20,15616,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,20,ConMod,Cool,Current,828,5461,BRRU2,BRRU2,Bromus rubens,Introduced,Annual,Grass,No,Introduced/Invasive,Introduced/Invasive,Weedy,2,25,15617,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,21,Seed,Warm,Projected,829,5462,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,No,Introduced/Invasive,Introduced/Invasive,Weedy,24,25,15618,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,21,Seed,Warm,Projected,829,5462,BRRU2,BRRU2,Bromus rubens,Introduced,Annual,Grass,No,Introduced/Invasive,Introduced/Invasive,Weedy,2,25,15619,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,21,Seed,Warm,Projected,829,5462,PEHE,PEHE,Pectocarya heterocarpa,Native,Annual,Forb,No,Native_recruit,Native recruit,Desirable,1,35,15620,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,21,Seed,Warm,Projected,829,5462,PEPL,PEPL,Pectocarya platycarpa,Native,Annual,Forb,No,Native_recruit,Native recruit,Desirable,1,30,15621,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,22,Pits,Cool,Current,830,5463,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,No,Introduced/Invasive,Introduced/Invasive,Weedy,15,20,15622,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,22,Pits,Cool,Current,830,5463,BRRU2,BRRU2,Bromus rubens,Introduced,Annual,Grass,No,Introduced/Invasive,Introduced/Invasive,Weedy,13,15,15623,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,22,Pits,Cool,Current,830,5463,SACO6,SACO6,Salvia columbariae,Native,Annual,Forb,Yes,Seeded,Seeded,Desirable,1,25,15624,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,22,Pits,Cool,Current,830,5463,LUSP2,LUSP2,Lupinus sparsiflorus,Native,Annual,Forb,Yes,Seeded,Seeded,Desirable,3,30,15625,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,22,Pits,Cool,Current,830,5463,PLAR,PLAR,Plagiobothrys arizonicus,Native,Annual,Forb,No,Native_recruit,Native recruit,Desirable,1,25,15626,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,22,Pits,Cool,Current,830,5463,VUOC,VUOC,Vulpia octoflora,Native,Annual,Grass,No,Native_recruit,Native recruit,Desirable,2,20,15627,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,22,Pits,Cool,Current,830,5463,LOHU2,LOHU2,Lotus humistratus,Native,Annual,Forb,No,Native_recruit,Native recruit,Desirable,1,25,15628,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,23,Seed,Cool,Current,831,5464,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,No,Introduced/Invasive,Introduced/Invasive,Weedy,32,15,15629,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,23,Seed,Cool,Current,831,5464,BRRU2,BRRU2,Bromus rubens,Introduced,Annual,Grass,No,Introduced/Invasive,Introduced/Invasive,Weedy,22,15,15630,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,23,Seed,Cool,Current,831,5464,ERDI2,ERDI2,Eriastrum diffusum,Native,Annual,Forb,No,Native_recruit,Native recruit,Desirable,3,15,15631,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,23,Seed,Cool,Current,831,5464,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,No,Introduced/Invasive,Introduced/Invasive,Weedy,1,10,15632,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,24,ConMod,Warm,Projected,832,5465,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,No,Introduced/Invasive,Introduced/Invasive,Weedy,69,30,15633,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,24,ConMod,Warm,Projected,832,5465,LOHU2,LOHU2,Lotus humistratus,Native,Annual,Forb,No,Native_recruit,Native recruit,Desirable,1,15,15634,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,24,ConMod,Warm,Projected,832,5465,BRRU2,BRRU2,Bromus rubens,Introduced,Annual,Grass,No,Introduced/Invasive,Introduced/Invasive,Weedy,1,30,15635,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,25,Mulch,Cool,Current,833,5466,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,No,Introduced/Invasive,Introduced/Invasive,Weedy,34,20,15636,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,25,Mulch,Cool,Current,833,5466,BRRU2,BRRU2,Bromus rubens,Introduced,Annual,Grass,No,Introduced/Invasive,Introduced/Invasive,Weedy,17,20,15637,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,25,Mulch,Cool,Current,833,5466,SACO6,SACO6,Salvia columbariae,Native,Annual,Forb,Yes,Seeded,Seeded,Desirable,2,25,15638,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,25,Mulch,Cool,Current,833,5466,PLAR,PLAR,Plagiobothrys arizonicus,Native,Annual,Forb,No,Native_recruit,Native recruit,Desirable,2,30,15639,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,25,Mulch,Cool,Current,833,5466,LOHU2,LOHU2,Lotus humistratus,Native,Annual,Forb,No,Native_recruit,Native recruit,Desirable,1,15,15640,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,25,Mulch,Cool,Current,833,5466,LUSP2,LUSP2,Lupinus sparsiflorus,Native,Annual,Forb,Yes,Seeded,Seeded,Desirable,1,10,15641,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,26,ConMod,Cool,Current,834,5467,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,No,Introduced/Invasive,Introduced/Invasive,Weedy,13,20,15642,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,26,ConMod,Cool,Current,834,5467,BRRU2,BRRU2,Bromus rubens,Introduced,Annual,Grass,No,Introduced/Invasive,Introduced/Invasive,Weedy,16,25,15643,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,26,ConMod,Cool,Current,834,5467,EUPO3,CHPO12,Chamaesyce polycarpa,Native,Unknown,Forb,No,Native_recruit,Native recruit,Desirable,2,35,15644,Year round
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,26,ConMod,Cool,Current,834,5467,SACO6,SACO6,Salvia columbariae,Native,Annual,Forb,Yes,Seeded,Seeded,Desirable,2,12,15645,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,27,Pits,Warm,Projected,835,5468,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,No,Introduced/Invasive,Introduced/Invasive,Weedy,2,20,15646,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,27,Pits,Warm,Projected,835,5468,BRRU2,BRRU2,Bromus rubens,Introduced,Annual,Grass,No,Introduced/Invasive,Introduced/Invasive,Weedy,29,20,15647,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,27,Pits,Warm,Projected,835,5468,VUOC,VUOC,Vulpia octoflora,Native,Annual,Grass,No,Native_recruit,Native recruit,Desirable,3,25,15648,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,27,Pits,Warm,Projected,835,5468,SCBA,SCBA,Schismus barbatus,Introduced,Annual,Grass,No,Introduced/Invasive,Introduced/Invasive,Weedy,3,25,15649,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,27,Pits,Warm,Projected,835,5468,LOAR12,LOAR12,Logfia arizonica,Native,Annual,Forb,No,Native_recruit,Native recruit,Desirable,1,5,15650,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,27,Pits,Warm,Projected,835,5468,LOHU2,LOHU2,Lotus humistratus,Native,Annual,Forb,No,Native_recruit,Native recruit,Desirable,1,15,15651,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,27,Pits,Warm,Projected,835,5468,ERDI2,ERDI2,Eriastrum diffusum,Native,Annual,Forb,No,Native_recruit,Native recruit,Desirable,1,20,15652,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,28,Mulch,Warm,Projected,836,5469,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,No,Introduced/Invasive,Introduced/Invasive,Weedy,12,25,15653,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,28,Mulch,Warm,Projected,836,5469,BRRU2,BRRU2,Bromus rubens,Introduced,Annual,Grass,No,Introduced/Invasive,Introduced/Invasive,Weedy,21,20,15654,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,28,Mulch,Warm,Projected,836,5469,LOHU2,LOHU2,Lotus humistratus,Native,Annual,Forb,No,Native_recruit,Native recruit,Desirable,1,5,15655,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,29,Control,None,None,837,5470,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,No,Introduced/Invasive,Introduced/Invasive,Weedy,17,25,15656,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,29,Control,None,None,837,5470,BRRU2,BRRU2,Bromus rubens,Introduced,Annual,Grass,No,Introduced/Invasive,Introduced/Invasive,Weedy,15,20,15657,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,29,Control,None,None,837,5470,EUPO3,CHPO12,Chamaesyce polycarpa,Native,Unknown,Forb,No,Native_recruit,Native recruit,Desirable,3,30,15658,Year round
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,29,Control,None,None,837,5470,VUOC,VUOC,Vulpia octoflora,Native,Annual,Grass,No,Native_recruit,Native recruit,Desirable,3,10,15659,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,30,Pits,Cool,Current,838,5471,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,No,Introduced/Invasive,Introduced/Invasive,Weedy,15,25,15660,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,30,Pits,Cool,Current,838,5471,BRRU2,BRRU2,Bromus rubens,Introduced,Annual,Grass,No,Introduced/Invasive,Introduced/Invasive,Weedy,45,20,15661,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,30,Pits,Cool,Current,838,5471,PLAR,PLAR,Plagiobothrys arizonicus,Native,Annual,Forb,No,Native_recruit,Native recruit,Desirable,2,10,15662,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,30,Pits,Cool,Current,838,5471,VUOC,VUOC,Vulpia octoflora,Native,Annual,Grass,No,Native_recruit,Native recruit,Desirable,1,15,15663,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,30,Pits,Cool,Current,838,5471,LUSP2,LUSP2,Lupinus sparsiflorus,Native,Annual,Forb,Yes,Seeded,Seeded,Desirable,1,25,15664,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,31,Mulch,Cool,Current,839,5472,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,No,Introduced/Invasive,Introduced/Invasive,Weedy,35,20,15665,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,31,Mulch,Cool,Current,839,5472,BRRU2,BRRU2,Bromus rubens,Introduced,Annual,Grass,No,Introduced/Invasive,Introduced/Invasive,Weedy,12,25,15666,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,31,Mulch,Cool,Current,839,5472,LUSP2,LUSP2,Lupinus sparsiflorus,Native,Annual,Forb,Yes,Seeded,Seeded,Desirable,1,30,15667,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,31,Mulch,Cool,Current,839,5472,LOHU2,LOHU2,Lotus humistratus,Native,Annual,Forb,No,Native_recruit,Native recruit,Desirable,3,20,15668,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,31,Mulch,Cool,Current,839,5472,EUPO3,CHPO12,Chamaesyce polycarpa,Native,Unknown,Forb,No,Native_recruit,Native recruit,Desirable,1,40,15669,Year round
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,31,Mulch,Cool,Current,839,5472,SACO6,SACO6,Salvia columbariae,Native,Annual,Forb,Yes,Seeded,Seeded,Desirable,1,20,15670,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,32,Seed,Warm,Projected,840,5473,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,No,Introduced/Invasive,Introduced/Invasive,Weedy,23,30,15671,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,32,Seed,Warm,Projected,840,5473,BRRU2,BRRU2,Bromus rubens,Introduced,Annual,Grass,No,Introduced/Invasive,Introduced/Invasive,Weedy,8,35,15672,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,32,Seed,Warm,Projected,840,5473,PEHE,PEHE,Pectocarya heterocarpa,Native,Annual,Forb,No,Native_recruit,Native recruit,Desirable,1,45,15673,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,32,Seed,Warm,Projected,840,5473,LOHU2,LOHU2,Lotus humistratus,Native,Annual,Forb,No,Native_recruit,Native recruit,Desirable,1,5,15674,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,33,Mulch,Warm,Projected,841,5474,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,No,Introduced/Invasive,Introduced/Invasive,Weedy,12,25,15675,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,33,Mulch,Warm,Projected,841,5474,BRRU2,BRRU2,Bromus rubens,Introduced,Annual,Grass,No,Introduced/Invasive,Introduced/Invasive,Weedy,76,45,15676,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,33,Mulch,Warm,Projected,841,5474,LOHU2,LOHU2,Lotus humistratus,Native,Annual,Forb,No,Native_recruit,Native recruit,Desirable,4,15,15677,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,33,Mulch,Warm,Projected,841,5474,PLAR,PLAR,Plagiobothrys arizonicus,Native,Annual,Forb,No,Native_recruit,Native recruit,Desirable,1,25,15678,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,33,Mulch,Warm,Projected,841,5474,EUPO3,CHPO12,Chamaesyce polycarpa,Native,Unknown,Forb,No,Native_recruit,Native recruit,Desirable,1,50,15679,Year round
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,34,ConMod,Warm,Projected,842,5475,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,No,Introduced/Invasive,Introduced/Invasive,Weedy,25,30,15680,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,34,ConMod,Warm,Projected,842,5475,BRRU2,BRRU2,Bromus rubens,Introduced,Annual,Grass,No,Introduced/Invasive,Introduced/Invasive,Weedy,22,35,15681,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,34,ConMod,Warm,Projected,842,5475,PLPA2,PLPA2,Plantago patagonica,Native,Annual,Forb,No,Native_recruit,Native recruit,Desirable,1,30,15682,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,34,ConMod,Warm,Projected,842,5475,LOHU2,LOHU2,Lotus humistratus,Native,Annual,Forb,No,Native_recruit,Native recruit,Desirable,6,15,15683,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,35,Control,None,None,843,5476,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,No,Introduced/Invasive,Introduced/Invasive,Weedy,28,25,15684,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,35,Control,None,None,843,5476,BRRU2,BRRU2,Bromus rubens,Introduced,Annual,Grass,No,Introduced/Invasive,Introduced/Invasive,Weedy,42,30,15685,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,35,Control,None,None,843,5476,LOHU2,LOHU2,Lotus humistratus,Native,Annual,Forb,No,Native_recruit,Native recruit,Desirable,7,20,15686,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,35,Control,None,None,843,5476,ERDI2,ERDI2,Eriastrum diffusum,Native,Annual,Forb,No,Native_recruit,Native recruit,Desirable,1,30,15687,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,35,Control,None,None,843,5476,EUPO3,CHPO12,Chamaesyce polycarpa,Native,Unknown,Forb,No,Native_recruit,Native recruit,Desirable,3,45,15688,Year round
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,35,Control,None,None,843,5476,VUOC,VUOC,Vulpia octoflora,Native,Annual,Grass,No,Native_recruit,Native recruit,Desirable,1,15,15689,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,35,Control,None,None,843,5476,AMCO3,AMCO3,Ambrosia confertiflora,Native,Perennial,Forb,No,Native_recruit,Native recruit,Desirable,1,30,15690,Warm
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,35,Control,None,None,843,5476,PEPL,PEPL,Pectocarya platycarpa,Native,Annual,Forb,No,Native_recruit,Native recruit,Desirable,1,45,15691,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,36,Pits,Warm,Projected,844,5477,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,No,Introduced/Invasive,Introduced/Invasive,Weedy,12,30,15692,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,36,Pits,Warm,Projected,844,5477,BRRU2,BRRU2,Bromus rubens,Introduced,Annual,Grass,No,Introduced/Invasive,Introduced/Invasive,Weedy,120,40,15693,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,36,Pits,Warm,Projected,844,5477,LOHU2,LOHU2,Lotus humistratus,Native,Annual,Forb,No,Native_recruit,Native recruit,Desirable,2,20,15694,Cool
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,36,Pits,Warm,Projected,844,5477,EUPO3,CHPO12,Chamaesyce polycarpa,Native,Unknown,Forb,No,Native_recruit,Native recruit,Desirable,1,55,15695,Year round
Sonoran Central,Preserve,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,128,36,Pits,Warm,Projected,844,5477,VUOC,VUOC,Vulpia octoflora,Native,Annual,Grass,No,Native_recruit,Native recruit,Desirable,1,30,15696,Cool
Sonoran Central,Roosevelt,2019-11-22T00:00:00Z,2021-04-01T00:00:00Z,133,1,Pits,Cool,Current,773,5478,ERCI6,ERCI6,Erodium cicutarium,Introduced,Annual,Forb,No,Introduced/Invasive,Introduced/Invasive,Weedy,22,13,15697,Cool
