Date,ppt_mm,tmin,tmean,tmax,Site,Region
2020-08-05,0,19.8,28.6,37.3,Creosote,Chihuahuan
2020-08-06,0.72,20.6,28.9,37.2,Creosote,Chihuahuan
2020-08-07,3.32,21.9,28.8,35.8,Creosote,Chihuahuan
2020-08-08,0,19.2,26.2,33.2,Creosote,Chihuahuan
2020-08-09,0.47,19.2,27.4,35.5,Creosote,Chihuahuan
2020-08-10,0,19.8,28.1,36.3,Creosote,Chihuahuan
2020-08-11,0,19.2,28.7,38.3,Creosote,Chihuahuan
2020-08-12,0,19.4,29,38.7,Creosote,Chihuahuan
2020-08-13,0,20.4,29.8,39.1,Creosote,Chihuahuan
2020-08-14,1.98,21.9,30.5,39.1,Creosote,Chihuahuan
2020-08-15,0.01,22.2,30.6,39,Creosote,Chihuahuan
2020-08-16,0.03,22,30.2,38.4,Creosote,Chihuahuan
2020-08-17,0,20.5,28.3,36.1,Creosote,Chihuahuan
2020-08-18,0.08,16.6,25.4,34.2,Creosote,Chihuahuan
2020-08-19,0,16.4,25.4,34.5,Creosote,Chihuahuan
2020-08-20,0,17.2,26.7,36.1,Creosote,Chihuahuan
2020-08-21,0,19.2,28.5,37.7,Creosote,Chihuahuan
2020-08-22,0,19.5,28.7,37.9,Creosote,Chihuahuan
2020-08-23,0,20.4,29,37.6,Creosote,Chihuahuan
2020-08-24,2.76,19,28.2,37.4,Creosote,Chihuahuan
2020-08-25,0.07,18,26.5,34.9,Creosote,Chihuahuan
2020-08-26,0,17.9,26,34.1,Creosote,Chihuahuan
2020-08-27,0,17.2,25.9,34.6,Creosote,Chihuahuan
2020-08-28,0,17.5,26.9,36.3,Creosote,Chihuahuan
2020-08-29,0,18.8,28.5,38.3,Creosote,Chihuahuan
2020-08-30,0,23.3,30.3,37.3,Creosote,Chihuahuan
2020-08-31,0,23.1,28.2,33.3,Creosote,Chihuahuan
2020-09-01,0,19.9,26.8,33.7,Creosote,Chihuahuan
2020-09-02,0.53,15.3,24.3,33.2,Creosote,Chihuahuan
2020-09-03,0,14,23.8,33.6,Creosote,Chihuahuan
2020-09-04,0,15.3,25.9,36.4,Creosote,Chihuahuan
2020-09-05,0,19,27.4,35.8,Creosote,Chihuahuan
2020-09-06,0,17.5,26,34.4,Creosote,Chihuahuan
2020-09-07,0,16.6,25.2,33.7,Creosote,Chihuahuan
2020-09-08,0,17.6,27,36.3,Creosote,Chihuahuan
2020-09-09,17.4,9.8,22.4,34.9,Creosote,Chihuahuan
2020-09-10,2.65,8.6,11.6,14.7,Creosote,Chihuahuan
2020-09-11,0,8.8,12.7,16.6,Creosote,Chihuahuan
2020-09-12,0,11,16.8,22.7,Creosote,Chihuahuan
2020-09-13,0,12.1,18.9,25.7,Creosote,Chihuahuan
2020-09-14,0,12.7,20.4,28.1,Creosote,Chihuahuan
2020-09-15,0,12.3,19.2,26.2,Creosote,Chihuahuan
2020-09-16,0,12.1,20.1,28.1,Creosote,Chihuahuan
2020-09-17,0,12.6,21.9,31.3,Creosote,Chihuahuan
2020-09-18,0,13.4,21.4,29.5,Creosote,Chihuahuan
2020-09-19,0,12.2,20.4,28.6,Creosote,Chihuahuan
2020-09-20,0,11.8,20.2,28.5,Creosote,Chihuahuan
2020-09-21,0,11.3,20.6,29.8,Creosote,Chihuahuan
2020-09-22,0,11.8,21.2,30.7,Creosote,Chihuahuan
2020-09-23,0,11.1,21.6,32.1,Creosote,Chihuahuan
2020-09-24,0,12.7,22.5,32.4,Creosote,Chihuahuan
2020-09-25,0,13,23.1,33.1,Creosote,Chihuahuan
2020-09-26,0,13.3,23.7,34.1,Creosote,Chihuahuan
2020-09-27,0,14.2,24.4,34.7,Creosote,Chihuahuan
2020-09-28,0,11.8,22.7,33.7,Creosote,Chihuahuan
2020-09-29,0,6.9,15,23.1,Creosote,Chihuahuan
2020-09-30,0,6.4,16.1,25.7,Creosote,Chihuahuan
2020-10-01,0,7.3,19.1,30.8,Creosote,Chihuahuan
2020-10-02,0,8.6,20,31.5,Creosote,Chihuahuan
2020-10-03,0,9.1,19.8,30.5,Creosote,Chihuahuan
2020-10-04,0,8.8,20.1,31.5,Creosote,Chihuahuan
2020-10-05,0,9.2,19.2,29.2,Creosote,Chihuahuan
2020-10-06,0,8.6,20.4,32.2,Creosote,Chihuahuan
2020-10-07,0,8.9,20.8,32.6,Creosote,Chihuahuan
2020-10-08,0,8.9,20.5,32.1,Creosote,Chihuahuan
2020-10-09,0,8.8,20.6,32.3,Creosote,Chihuahuan
2020-10-10,0,8.3,20.3,32.2,Creosote,Chihuahuan
2020-10-11,0,8.9,20,31.1,Creosote,Chihuahuan
2020-10-12,0,9.1,19.7,30.3,Creosote,Chihuahuan
2020-10-13,0,7.9,18.5,29,Creosote,Chihuahuan
2020-10-14,0,8.3,19.7,31,Creosote,Chihuahuan
2020-10-15,0,8.8,21.1,33.4,Creosote,Chihuahuan
2020-10-16,0,7.9,18.3,28.7,Creosote,Chihuahuan
2020-10-17,0,6,15,24.1,Creosote,Chihuahuan
2020-10-18,0,5.6,18.5,31.4,Creosote,Chihuahuan
2020-10-19,0,7.4,19.1,30.8,Creosote,Chihuahuan
2020-10-20,0,6.7,18.8,30.9,Creosote,Chihuahuan
2020-10-21,0,6.6,18.5,30.4,Creosote,Chihuahuan
2020-10-22,0,6.4,18.6,30.7,Creosote,Chihuahuan
2020-10-23,0,8.1,18.6,29.1,Creosote,Chihuahuan
2020-10-24,0,7.8,17.9,28,Creosote,Chihuahuan
2020-10-25,0,9,18.1,27.2,Creosote,Chihuahuan
2020-10-26,0,10.9,19.2,27.5,Creosote,Chihuahuan
2020-10-27,8.65,-3.9,8,19.8,Creosote,Chihuahuan
2020-10-28,7.81,-4.3,-2,0.4,Creosote,Chihuahuan
2020-10-29,0.08,-1.6,4.4,10.5,Creosote,Chihuahuan
2020-10-30,0,0.6,8.8,17,Creosote,Chihuahuan
2020-10-31,0,2.3,11.3,20.4,Creosote,Chihuahuan
2020-11-01,0,4.1,14,23.9,Creosote,Chihuahuan
2020-11-02,0,5.5,13.9,22.3,Creosote,Chihuahuan
2020-11-03,0,4.8,13.6,22.5,Creosote,Chihuahuan
2020-11-04,0,4.6,14.1,23.6,Creosote,Chihuahuan
2020-11-05,0,5.5,15.9,26.3,Creosote,Chihuahuan
2020-11-06,0,6.8,17.2,27.6,Creosote,Chihuahuan
2020-11-07,0,8.1,17,25.9,Creosote,Chihuahuan
2020-11-08,0,9.1,17.7,26.3,Creosote,Chihuahuan
2020-11-09,0,10.1,16.3,22.6,Creosote,Chihuahuan
2020-11-10,0,1.2,9.8,18.4,Creosote,Chihuahuan
2020-11-11,0,-2.1,6,14.2,Creosote,Chihuahuan
2020-11-12,0,-1.5,7.8,17.1,Creosote,Chihuahuan
2020-11-13,0,0.9,9.7,18.5,Creosote,Chihuahuan
2020-11-14,0,3.3,12.5,21.8,Creosote,Chihuahuan
2020-11-15,0,2.4,12.2,22.1,Creosote,Chihuahuan
2020-11-16,0,1,10.6,20.2,Creosote,Chihuahuan
2020-11-17,0,0.6,12.1,23.7,Creosote,Chihuahuan
2020-11-18,0,2.8,13.5,24.3,Creosote,Chihuahuan
2020-11-19,0,4.4,14.9,25.4,Creosote,Chihuahuan
2020-11-20,0,6.4,16.8,27.2,Creosote,Chihuahuan
2020-11-21,0,6.6,16.4,26.3,Creosote,Chihuahuan
2020-11-22,0,6,14.9,23.9,Creosote,Chihuahuan
2020-11-23,0,6,14.4,22.8,Creosote,Chihuahuan
2020-11-24,0,6.2,14.3,22.5,Creosote,Chihuahuan
2020-11-25,0,-1.7,7.7,17.1,Creosote,Chihuahuan
2020-11-26,0,-2.1,7.7,17.5,Creosote,Chihuahuan
2020-11-27,0,0.3,9.8,19.3,Creosote,Chihuahuan
2020-11-28,0,-1.9,7.3,16.4,Creosote,Chihuahuan
2020-11-29,0,-3.9,4.2,12.2,Creosote,Chihuahuan
2020-11-30,0,-4.1,5.6,15.3,Creosote,Chihuahuan
2020-12-01,0,-5.1,2.9,10.8,Creosote,Chihuahuan
2020-12-02,0,-5.9,5,15.9,Creosote,Chihuahuan
2020-12-03,0,-5,1.3,7.7,Creosote,Chihuahuan
2020-12-04,0,-8.6,-0.5,7.7,Creosote,Chihuahuan
2020-12-05,0,-8.6,1.7,12.1,Creosote,Chihuahuan
2020-12-06,0,-6,4.2,14.5,Creosote,Chihuahuan
2020-12-07,0,-5.7,4.8,15.3,Creosote,Chihuahuan
2020-12-08,0,-4.9,6.1,17,Creosote,Chihuahuan
2020-12-09,0,-4,7,18,Creosote,Chihuahuan
2020-12-10,0.82,-3.7,7.2,18.2,Creosote,Chihuahuan
2020-12-11,4.2,2.1,7.6,13,Creosote,Chihuahuan
2020-12-12,0,0.9,7.5,14,Creosote,Chihuahuan
2020-12-13,0,-0.1,7.3,14.8,Creosote,Chihuahuan
2020-12-14,0,-6.4,0.8,8,Creosote,Chihuahuan
2020-12-15,0,-6.1,2.1,10.3,Creosote,Chihuahuan
2020-12-16,0,-5,2.4,9.8,Creosote,Chihuahuan
2020-12-17,0,-5.8,2.6,10.9,Creosote,Chihuahuan
2020-12-18,0,-5.5,4,13.5,Creosote,Chihuahuan
2020-12-19,0,-1.6,6.9,15.4,Creosote,Chihuahuan
2020-12-20,0,-4.3,4.2,12.7,Creosote,Chihuahuan
2020-12-21,0,-4.6,5,14.6,Creosote,Chihuahuan
2020-12-22,0,-4.5,5.9,16.3,Creosote,Chihuahuan
2020-12-23,0,-5.5,5.7,16.9,Creosote,Chihuahuan
2020-12-24,0,-7.9,3.6,15,Creosote,Chihuahuan
2020-12-25,0,-9.2,-1,7.1,Creosote,Chihuahuan
2020-12-26,0,-7.1,1.6,10.3,Creosote,Chihuahuan
2020-12-27,0,-7,3.5,13.9,Creosote,Chihuahuan
2020-12-28,0,-2.5,7.5,17.6,Creosote,Chihuahuan
2020-12-29,0,1.1,10.5,19.9,Creosote,Chihuahuan
2020-12-30,0,0.8,7.2,13.5,Creosote,Chihuahuan
2020-12-31,0,-7.4,0.6,8.5,Creosote,Chihuahuan
2021-01-01,0,-6.1,-0.3,8.8,Creosote,Chihuahuan
2021-01-02,0,-7.3,-0.3,9.2,Creosote,Chihuahuan
2021-01-03,0,-7.6,1,12,Creosote,Chihuahuan
2021-01-04,0,-4.7,3.5,13.8,Creosote,Chihuahuan
2021-01-05,0,-2.3,5.7,16.7,Creosote,Chihuahuan
2021-01-06,0,-2.2,6.4,17.3,Creosote,Chihuahuan
2021-01-07,0,-3.9,3,13,Creosote,Chihuahuan
2021-01-08,0,-5,3.3,14,Creosote,Chihuahuan
2021-01-09,0,-3.5,5.2,16.2,Creosote,Chihuahuan
2021-01-10,0,-2.7,4.8,14.4,Creosote,Chihuahuan
2021-01-11,0,-5.8,-0.7,6,Creosote,Chihuahuan
2021-01-12,0,-7.8,-1.6,6.9,Creosote,Chihuahuan
2021-01-13,0,-8.2,-0.1,10.3,Creosote,Chihuahuan
2021-01-14,0,-7.2,2.2,13.7,Creosote,Chihuahuan
2021-01-15,0,-1.4,7.1,17.7,Creosote,Chihuahuan
2021-01-16,0,-3.1,5.5,17,Creosote,Chihuahuan
2021-01-17,0,-3.6,5.1,16.8,Creosote,Chihuahuan
2021-01-18,0,-3.3,6.2,17.9,Creosote,Chihuahuan
2021-01-19,0,-2.8,7.9,20,Creosote,Chihuahuan
2021-01-20,1.02,2.5,5.5,9.8,Creosote,Chihuahuan
2021-01-21,0,2.7,5.5,9.5,Creosote,Chihuahuan
2021-01-22,0.08,2.7,6.7,12.1,Creosote,Chihuahuan
2021-01-23,0,0.7,7.5,15.2,Creosote,Chihuahuan
2021-01-24,0,0.3,7.7,16.1,Creosote,Chihuahuan
2021-01-25,0,-1.2,6.7,15.7,Creosote,Chihuahuan
2021-01-26,1.47,-0.5,3.3,9.6,Creosote,Chihuahuan
2021-01-27,0,-5.8,-1.4,6.2,Creosote,Chihuahuan
2021-01-28,0,-6.9,0,9.8,Creosote,Chihuahuan
2021-01-29,0,-0.1,6.3,14.5,Creosote,Chihuahuan
2021-01-30,0,2.2,7.2,13.9,Creosote,Chihuahuan
2021-01-31,0,-0,5.2,13.7,Creosote,Chihuahuan
2021-02-01,0,-3.2,5.6,15.2,Creosote,Chihuahuan
2021-02-02,0,-1,7.2,16,Creosote,Chihuahuan
2021-02-03,0,3.4,11.9,20.9,Creosote,Chihuahuan
2021-02-04,0,3.4,13.2,23.5,Creosote,Chihuahuan
2021-02-05,0,1.6,10.5,20.2,Creosote,Chihuahuan
2021-02-06,0,-0.8,7.8,17.4,Creosote,Chihuahuan
2021-02-07,0,-0.7,7.6,16.4,Creosote,Chihuahuan
2021-02-08,0,-0.4,10.1,21.2,Creosote,Chihuahuan
2021-02-09,0,2,12,22.4,Creosote,Chihuahuan
2021-02-10,0,2.5,11.9,21.5,Creosote,Chihuahuan
2021-02-11,0,1.9,10.8,20.2,Creosote,Chihuahuan
2021-02-12,0,0.2,9.6,19.7,Creosote,Chihuahuan
2021-02-13,0,0.4,8.2,16.1,Creosote,Chihuahuan
2021-02-14,1.01,-0.5,7.3,15.1,Creosote,Chihuahuan
2021-02-15,2.58,-9.9,-2.9,4,Creosote,Chihuahuan
2021-02-16,0,-9.9,-5.6,-1.3,Creosote,Chihuahuan
2021-02-17,0.56,-4.6,1.6,7.8,Creosote,Chihuahuan
2021-02-18,0,-2.6,3.3,9.6,Creosote,Chihuahuan
2021-02-19,0,-5.7,0.9,8,Creosote,Chihuahuan
2021-02-20,0,-6.1,3.4,13.3,Creosote,Chihuahuan
2021-02-21,0,-1.1,10.6,22.2,Creosote,Chihuahuan
2021-02-22,0,-3.6,4.9,14.2,Creosote,Chihuahuan
2021-02-23,0,-4.2,6.4,17.7,Creosote,Chihuahuan
2021-02-24,0,-3.7,8.9,22.3,Creosote,Chihuahuan
2021-02-25,0,-1.8,9.7,22.1,Creosote,Chihuahuan
2021-02-26,0,-3.5,8.4,20.5,Creosote,Chihuahuan
2021-02-27,0,-3.8,6.9,18.3,Creosote,Chihuahuan
2021-02-28,0,-1,9.1,19.5,Creosote,Chihuahuan
2021-03-01,0,0,8.3,16.8,Creosote,Chihuahuan
2021-03-02,0,-4.6,3.8,12.6,Creosote,Chihuahuan
2021-03-03,0,-5.7,4.5,15,Creosote,Chihuahuan
2021-03-04,0,-3.3,9.3,22.3,Creosote,Chihuahuan
2021-03-05,0,3.6,11.3,19.6,Creosote,Chihuahuan
2021-03-06,0,1.6,10.6,20.2,Creosote,Chihuahuan
2021-03-07,0,0.8,9.1,17.7,Creosote,Chihuahuan
2021-03-08,0,-0.4,10.6,22.1,Creosote,Chihuahuan
2021-03-09,0,3.9,14.6,25.6,Creosote,Chihuahuan
2021-03-10,0,9.8,17.6,25.4,Creosote,Chihuahuan
2021-03-11,0,2.2,12.1,22.2,Creosote,Chihuahuan
2021-03-12,0,0.3,11.2,22.4,Creosote,Chihuahuan
2021-03-13,0,4.9,13.9,23.3,Creosote,Chihuahuan
2021-03-14,0,0.4,6.1,12,Creosote,Chihuahuan
2021-03-15,0,1,7.4,13.9,Creosote,Chihuahuan
2021-03-16,0,0.6,10,19.9,Creosote,Chihuahuan
2021-03-17,0,-2,8.8,20,Creosote,Chihuahuan
2021-03-18,0,-2.7,7.4,18,Creosote,Chihuahuan
2021-03-19,0,0.4,10,20.2,Creosote,Chihuahuan
2021-03-20,0,0.6,11.3,22.6,Creosote,Chihuahuan
2021-03-21,0,2.2,14,26.3,Creosote,Chihuahuan
2021-03-22,0,7.6,15.8,24.2,Creosote,Chihuahuan
2021-03-23,0,1.8,9.1,16.6,Creosote,Chihuahuan
2021-03-24,0,1.4,10.3,19.3,Creosote,Chihuahuan
2021-03-25,2.72,-1.7,4.4,11,Creosote,Chihuahuan
2021-03-26,0,-1.1,7.1,15.7,Creosote,Chihuahuan
2021-03-27,0,3.3,11,18.9,Creosote,Chihuahuan
2021-03-28,0.01,1,8.5,16.5,Creosote,Chihuahuan
2021-03-29,0,0.8,10.6,20.9,Creosote,Chihuahuan
2021-03-30,0,2.5,13.7,25.3,Creosote,Chihuahuan
2021-03-31,0,4.7,15.2,26.4,Creosote,Chihuahuan
2021-04-01,0,-0,10.7,20.4,Creosote,Chihuahuan
2021-04-02,0,6.1,12.9,21,Creosote,Chihuahuan
2021-04-03,0,5.1,16.9,28.1,Creosote,Chihuahuan
2021-04-04,0,9.7,18.5,28.5,Creosote,Chihuahuan
2021-04-05,0,9.6,19,29,Creosote,Chihuahuan
2021-04-06,0,12.3,21.2,30.8,Creosote,Chihuahuan
2021-04-07,0,4.2,16.9,27.6,Creosote,Chihuahuan
2021-04-08,0,3.3,15.5,26.4,Creosote,Chihuahuan
2021-04-09,0,6.3,18.4,29.2,Creosote,Chihuahuan
2021-04-10,0,3.5,16.2,26.8,Creosote,Chihuahuan
2021-04-11,0,3.3,16.1,27.5,Creosote,Chihuahuan
2021-04-12,0,6.6,17.4,28.1,Creosote,Chihuahuan
2021-04-13,0,12.4,19.8,28,Creosote,Chihuahuan
2021-04-14,0,10.9,17.4,24.8,Creosote,Chihuahuan
2021-04-15,0,11.6,18.8,26.5,Creosote,Chihuahuan
2021-04-16,0,10,17.7,26,Creosote,Chihuahuan
2021-04-17,0,9.3,15,21.9,Creosote,Chihuahuan
2021-04-18,0,7.5,11.8,17,Creosote,Chihuahuan
2021-04-19,0,3.6,9.8,15.1,Creosote,Chihuahuan
2021-04-20,0,4,12.2,21.4,Creosote,Chihuahuan
2021-04-21,0,5.9,15.8,26.3,Creosote,Chihuahuan
2021-04-22,0,6.1,13.8,22.3,Creosote,Chihuahuan
2021-04-23,0,7.8,15.7,24.8,Creosote,Chihuahuan
2021-04-24,0,7.1,14.7,22.6,Creosote,Chihuahuan
2021-04-25,0,5.8,15.9,26,Creosote,Chihuahuan
2021-04-26,0,10.4,20,30,Creosote,Chihuahuan
2021-04-27,0,16.1,21.9,27.6,Creosote,Chihuahuan
2021-04-28,0,11.6,15.9,21.7,Creosote,Chihuahuan
2021-04-29,1.92,5.1,10.8,16.7,Creosote,Chihuahuan
2021-04-30,1.05,6.3,10.8,15.6,Creosote,Chihuahuan
2021-05-01,0,5.8,13.2,20.8,Creosote,Chihuahuan
2021-05-02,0,6.6,17.2,28,Creosote,Chihuahuan
2021-05-03,0,14,22,30.1,Creosote,Chihuahuan
2021-05-04,0,8.5,16.8,25.5,Creosote,Chihuahuan
2021-05-05,0,8.4,16.6,25.1,Creosote,Chihuahuan
2021-05-06,0,9.1,19.6,30.1,Creosote,Chihuahuan
2021-05-07,0,11,21.7,32.2,Creosote,Chihuahuan
2021-05-08,0,12.9,22.9,33.1,Creosote,Chihuahuan
2021-05-09,0,10.5,19.9,29.5,Creosote,Chihuahuan
2021-05-10,0,10.5,19.8,29.2,Creosote,Chihuahuan
2021-05-11,0,12.8,21.2,29.7,Creosote,Chihuahuan
2021-05-12,0,10.8,20.1,29.6,Creosote,Chihuahuan
2021-05-13,0,10,17.9,26.2,Creosote,Chihuahuan
2021-05-14,0,11,20.5,30.3,Creosote,Chihuahuan
2021-05-15,0.02,13.2,22.2,31.5,Creosote,Chihuahuan
2021-05-16,0.45,14.6,22.5,30.6,Creosote,Chihuahuan
2021-05-17,0,13.1,21.8,30.4,Creosote,Chihuahuan
2021-05-18,0,9.4,18.2,27.4,Creosote,Chihuahuan
2021-05-19,0,8.7,18.1,27.1,Creosote,Chihuahuan
2021-05-20,0,13.2,21.8,30.6,Creosote,Chihuahuan
2021-05-21,0,13.4,22.8,32.3,Creosote,Chihuahuan
2021-05-22,0,13.2,21,28.7,Creosote,Chihuahuan
2021-05-23,0,13.8,23.2,32.3,Creosote,Chihuahuan
2021-05-24,0,8.6,20.1,30.7,Creosote,Chihuahuan
2021-05-25,0,9.1,20.6,31.8,Creosote,Chihuahuan
2021-05-26,0,9.7,21.3,32.5,Creosote,Chihuahuan
2021-05-27,0,9.7,21.8,32.7,Creosote,Chihuahuan
2021-05-28,0,9.6,21.9,32.8,Creosote,Chihuahuan
2021-05-29,0,10.6,22.4,33.6,Creosote,Chihuahuan
2021-05-30,0,13,24.1,34.1,Creosote,Chihuahuan
2021-05-31,0,17.1,24.9,32.7,Creosote,Chihuahuan
2021-06-01,0,14.7,22.9,31.3,Creosote,Chihuahuan
2021-06-02,0,13.5,21.4,29.6,Creosote,Chihuahuan
2021-06-03,0,13.8,22.5,31.7,Creosote,Chihuahuan
2021-06-04,0,15.9,23,30.2,Creosote,Chihuahuan
2021-06-05,0,14,21.8,29.8,Creosote,Chihuahuan
2021-06-06,0,14.4,24.8,35.5,Creosote,Chihuahuan
2021-06-07,0,18.7,27.5,36.5,Creosote,Chihuahuan
2021-06-08,0,17.9,26.2,34.9,Creosote,Chihuahuan
2021-06-09,0,15.4,24.6,34.3,Creosote,Chihuahuan
2021-06-10,0,15.6,25.9,36.7,Creosote,Chihuahuan
2021-06-11,0,16.7,27.3,38.3,Creosote,Chihuahuan
2021-06-12,0,17.5,28,38.9,Creosote,Chihuahuan
2021-06-13,0,18.4,29,40.1,Creosote,Chihuahuan
2021-06-14,0,21.9,29.8,38,Creosote,Chihuahuan
2021-06-15,0,21.3,30,38.8,Creosote,Chihuahuan
2021-06-16,0,19.9,28,36.3,Creosote,Chihuahuan
2021-06-17,0,19.3,28,37,Creosote,Chihuahuan
2021-06-18,0,18.5,26.9,35.7,Creosote,Chihuahuan
2021-06-19,0,18.2,27.2,36.3,Creosote,Chihuahuan
2021-06-20,0,19.1,28.7,38.4,Creosote,Chihuahuan
2021-06-21,0.01,21.7,30.8,40.1,Creosote,Chihuahuan
2021-06-22,0.09,20.7,29.6,38.7,Creosote,Chihuahuan
2021-06-23,0,20.5,28.3,36.3,Creosote,Chihuahuan
2021-06-24,0,21.4,29.4,37.6,Creosote,Chihuahuan
2021-06-25,0,21.1,28.8,36.7,Creosote,Chihuahuan
2021-06-26,0,19.9,28.1,36.7,Creosote,Chihuahuan
2021-06-27,0,19.1,27.4,36,Creosote,Chihuahuan
2021-06-28,10.15,16.7,23.1,29.6,Creosote,Chihuahuan
2021-06-29,17.99,16.4,18,19.8,Creosote,Chihuahuan
2021-06-30,20.02,16.8,19.6,22.5,Creosote,Chihuahuan
2021-07-01,5.13,17.1,21.2,25.3,Creosote,Chihuahuan
2021-07-02,0.88,18.8,23.6,28.4,Creosote,Chihuahuan
2021-07-03,3.03,18.6,24,29.3,Creosote,Chihuahuan
2021-07-04,0.11,19.6,25.8,32,Creosote,Chihuahuan
2021-07-05,3.2,19.9,27.1,34.3,Creosote,Chihuahuan
2021-07-06,4.99,19.9,26.7,33.4,Creosote,Chihuahuan
2021-07-07,13.97,18.4,25.2,32,Creosote,Chihuahuan
2021-07-08,4.48,18,22.8,27.6,Creosote,Chihuahuan
2021-07-09,0,18.3,25.3,32.3,Creosote,Chihuahuan
2021-07-10,0,19.4,27.2,34.9,Creosote,Chihuahuan
2021-07-11,0,19.6,28.1,36.6,Creosote,Chihuahuan
2021-07-12,13.36,17.8,26.2,34.5,Creosote,Chihuahuan
2021-07-13,0,17.6,24.4,31.1,Creosote,Chihuahuan
2021-07-14,0,19.3,25.8,32.3,Creosote,Chihuahuan
2021-07-15,0,19.3,26.1,33,Creosote,Chihuahuan
2021-07-16,0,20.2,27,33.7,Creosote,Chihuahuan
2021-07-17,0,20.2,26.9,33.6,Creosote,Chihuahuan
2021-07-18,11.36,20.5,27.3,34.1,Creosote,Chihuahuan
2021-07-19,4.22,19.7,25.3,30.8,Creosote,Chihuahuan
2021-07-20,0,19.3,25.4,31.4,Creosote,Chihuahuan
2021-07-21,0,19.7,25.9,32.2,Creosote,Chihuahuan
2021-07-22,0,18.7,25.3,31.8,Creosote,Chihuahuan
2021-07-23,0,18.2,25.3,32.4,Creosote,Chihuahuan
2021-07-24,9.85,16.3,24.1,31.9,Creosote,Chihuahuan
2021-07-25,0.35,16.5,23.2,29.8,Creosote,Chihuahuan
2021-07-26,0,18.3,24.6,31,Creosote,Chihuahuan
2021-07-27,1.61,18.6,25.2,31.8,Creosote,Chihuahuan
2021-07-28,0,19.1,26.4,33.7,Creosote,Chihuahuan
2021-07-29,0.61,20,27.1,34.2,Creosote,Chihuahuan
2021-07-30,0,17.4,24.8,32.2,Creosote,Chihuahuan
2021-07-31,0,17.5,25.1,32.7,Creosote,Chihuahuan
2021-08-01,0.96,20.5,26.4,32.2,Creosote,Chihuahuan
2021-08-02,1.18,19.7,25.3,31,Creosote,Chihuahuan
2021-08-03,0.42,18.2,24,29.8,Creosote,Chihuahuan
2021-08-04,0,17.9,25.1,32.2,Creosote,Chihuahuan
2021-08-05,0,19.4,26,32.6,Creosote,Chihuahuan
2021-08-06,0,18.1,25.9,33.8,Creosote,Chihuahuan
2021-08-07,0,18,26.6,35.2,Creosote,Chihuahuan
2021-08-08,4.99,18.3,27.3,36.4,Creosote,Chihuahuan
2021-08-09,8.92,18.1,27.4,36.7,Creosote,Chihuahuan
2021-08-10,2.29,20.5,28.3,36.1,Creosote,Chihuahuan
2021-08-11,0.48,19.4,26,32.6,Creosote,Chihuahuan
2021-08-12,0,19.3,25.1,30.9,Creosote,Chihuahuan
2021-08-13,13.97,18.8,24.9,31,Creosote,Chihuahuan
2021-08-14,11.62,18.7,22.5,26.4,Creosote,Chihuahuan
2021-08-15,12.2,18.5,21.2,24,Creosote,Chihuahuan
2021-08-16,0.2,17.3,22,26.7,Creosote,Chihuahuan
2021-08-17,0.42,17,22.5,28,Creosote,Chihuahuan
2021-08-18,0,17.6,23.6,29.6,Creosote,Chihuahuan
2021-08-19,0,18.3,24.8,31.4,Creosote,Chihuahuan
2021-08-20,0,17.8,24.8,31.8,Creosote,Chihuahuan
2021-08-21,0,16.8,24.6,32.5,Creosote,Chihuahuan
2021-08-22,0,17.3,25.3,33.3,Creosote,Chihuahuan
2021-08-23,0,18.1,25.3,32.6,Creosote,Chihuahuan
2021-08-24,1.67,19.6,26.9,34.1,Creosote,Chihuahuan
2021-08-25,4.23,18.3,26.3,34.3,Creosote,Chihuahuan
2021-08-26,0,17.5,26.3,35.1,Creosote,Chihuahuan
2021-08-27,0,18.4,26,33.6,Creosote,Chihuahuan
2021-08-28,8.64,18,25.6,33.3,Creosote,Chihuahuan
2021-08-29,0,18.1,25.6,33.1,Creosote,Chihuahuan
2021-08-30,0,18.3,25.5,32.6,Creosote,Chihuahuan
2021-08-31,0.03,18.6,25.2,31.9,Creosote,Chihuahuan
2021-09-01,4.88,18.7,25.9,33.2,Creosote,Chihuahuan
2021-09-02,2.06,18.2,22.9,27.6,Creosote,Chihuahuan
2021-09-03,0,17.9,24.6,31.3,Creosote,Chihuahuan
2021-09-04,1.09,18.6,25.8,33,Creosote,Chihuahuan
2021-09-05,0.36,19.8,25.4,31.1,Creosote,Chihuahuan
2021-09-06,0.1,17.5,22.7,28,Creosote,Chihuahuan
2021-09-07,0,17.2,24.7,32.3,Creosote,Chihuahuan
2021-09-08,3.16,17.1,25.9,34.6,Creosote,Chihuahuan
2021-09-09,0,17.1,25.5,33.9,Creosote,Chihuahuan
2021-09-10,0,16.2,24.7,33.3,Creosote,Chihuahuan
2021-09-11,0,15.5,24.8,34.1,Creosote,Chihuahuan
2021-09-12,0,14.9,24.6,34.3,Creosote,Chihuahuan
2021-09-13,0,13.5,23.4,33.3,Creosote,Chihuahuan
2021-09-14,0,12.8,23.2,33.6,Creosote,Chihuahuan
2021-09-15,0,15.2,25.4,35.7,Creosote,Chihuahuan
2021-09-16,0.73,15.9,24.6,33.4,Creosote,Chihuahuan
2021-09-17,0.66,14.6,24.2,33.8,Creosote,Chihuahuan
2021-09-18,0,14.3,24.4,34.6,Creosote,Chihuahuan
2021-09-19,0,15,24.7,34.4,Creosote,Chihuahuan
