Region,Site,SiteDateID,Date_Seeded,Date_Monitored,Cum_precip,Seed_estimate,Monitor_estimate,ppt_mm,Perc_deviation,Deviation_mm
Sonoran Central,SCC,136,2019-11-21T00:00:00Z,2020-03-27T00:00:00Z,177.75,2019-12-01T00:00:00Z,2020-03-30T00:00:00Z,108.28999999999999,0.6414258010896667,-69.46000000000001
Sonoran Central,SCC,137,2019-11-21T00:00:00Z,2020-10-13T00:00:00Z,191.55,2019-12-01T00:00:00Z,2020-10-15T00:00:00Z,198.07,-0.03291765537436251,6.519999999999982
Sonoran Central,SCC,138,2019-11-21T00:00:00Z,2021-03-31T00:00:00Z,234.79,2019-12-01T00:00:00Z,2021-03-31T00:00:00Z,328.59000000000003,-0.2854621260537449,93.80000000000004
Sonoran Central,SCC,139,2019-11-21T00:00:00Z,2021-10-13T00:00:00Z,428.96,2019-12-01T00:00:00Z,2021-10-15T00:00:00Z,401.53000000000003,0.06831370009712835,-27.42999999999995
Sonoran SE,Patagonia,140,2019-08-09T00:00:00Z,2019-11-12T00:00:00Z,149.27,2019-08-01T00:00:00Z,2019-10-15T00:00:00Z,154.3,-0.03259883344134803,5.030000000000001
Sonoran SE,Patagonia,141,2019-08-09T00:00:00Z,2020-03-30T00:00:00Z,432.6,2019-08-01T00:00:00Z,2020-03-31T00:00:00Z,296.55,0.4587759231158321,-136.05
Sonoran SE,Patagonia,142,2019-08-09T00:00:00Z,2020-10-01T00:00:00Z,589.18,2019-08-01T00:00:00Z,2020-09-30T00:00:00Z,579.44,0.016809333149247367,-9.739999999999895
Sonoran SE,Patagonia,143,2019-08-09T00:00:00Z,2020-10-04T00:00:00Z,589.18,2019-08-01T00:00:00Z,2020-09-30T00:00:00Z,579.44,0.016809333149247367,-9.739999999999895
Sonoran SE,Patagonia,144,2019-08-09T00:00:00Z,2021-03-12T00:00:00Z,649.79,2019-08-01T00:00:00Z,2021-03-15T00:00:00Z,722.265,-0.10034405654434318,72.47500000000002
Sonoran SE,Patagonia,145,2019-08-09T00:00:00Z,2021-10-13T00:00:00Z,1074.64,2019-08-01T00:00:00Z,2021-10-15T00:00:00Z,1026,0.0474074074074075,-48.6400000000001
Sonoran SE,Patagonia,146,2019-08-09T00:00:00Z,2021-10-14T00:00:00Z,1074.64,2019-08-01T00:00:00Z,2021-10-15T00:00:00Z,1026,0.0474074074074075,-48.6400000000001
Sonoran SE,Patagonia,147,2019-08-09T00:00:00Z,2022-03-30T00:00:00Z,1143.87,2019-08-01T00:00:00Z,2022-03-31T00:00:00Z,1168.25,-0.020868820885940602,24.38000000000011
Sonoran SE,Patagonia,148,2019-08-09T00:00:00Z,2022-03-31T00:00:00Z,1143.87,2019-08-01T00:00:00Z,2022-03-31T00:00:00Z,1168.25,-0.020868820885940602,24.38000000000011
Sonoran SE,SRER,149,2019-08-09T00:00:00Z,2019-11-07T00:00:00Z,142.96,2019-08-01T00:00:00Z,2019-10-31T00:00:00Z,173.88,-0.17782378651943861,30.919999999999987
Sonoran SE,SRER,150,2019-08-09T00:00:00Z,2020-04-02T00:00:00Z,406.98,2019-08-01T00:00:00Z,2020-03-31T00:00:00Z,327.84,0.24139824304538815,-79.14000000000004
Sonoran SE,SRER,151,2019-08-09T00:00:00Z,2020-09-30T00:00:00Z,537.7,2019-08-01T00:00:00Z,2020-09-30T00:00:00Z,603.79,-0.10945858659467683,66.08999999999992
Sonoran SE,SRER,152,2019-08-09T00:00:00Z,2021-03-10T00:00:00Z,589.12,2019-08-01T00:00:00Z,2021-03-15T00:00:00Z,769.355,-0.23426766577197783,180.235
Sonoran SE,SRER,153,2019-08-09T00:00:00Z,2021-03-11T00:00:00Z,589.12,2019-08-01T00:00:00Z,2021-03-15T00:00:00Z,769.355,-0.23426766577197783,180.235
Sonoran SE,SRER,154,2019-08-09T00:00:00Z,2021-10-06T00:00:00Z,1036.96,2019-08-01T00:00:00Z,2021-09-30T00:00:00Z,1058.53,-0.020377315711411048,21.569999999999936
Sonoran SE,SRER,155,2019-08-09T00:00:00Z,2021-10-07T00:00:00Z,1036.96,2019-08-01T00:00:00Z,2021-09-30T00:00:00Z,1058.53,-0.020377315711411048,21.569999999999936
Sonoran SE,SRER,156,2019-08-09T00:00:00Z,2021-10-08T00:00:00Z,1036.96,2019-08-01T00:00:00Z,2021-09-30T00:00:00Z,1058.53,-0.020377315711411048,21.569999999999936
Sonoran SE,SRER,157,2019-08-09T00:00:00Z,2021-10-09T00:00:00Z,1036.96,2019-08-01T00:00:00Z,2021-09-30T00:00:00Z,1058.53,-0.020377315711411048,21.569999999999936
Sonoran SE,SRER,158,2019-08-09T00:00:00Z,2022-03-23T00:00:00Z,1102.04,2019-08-01T00:00:00Z,2022-03-31T00:00:00Z,1237.32,-0.10933307470985677,135.27999999999997
Sonoran SE,SRER,159,2019-08-09T00:00:00Z,2022-03-24T00:00:00Z,1102.04,2019-08-01T00:00:00Z,2022-03-31T00:00:00Z,1237.32,-0.10933307470985677,135.27999999999997
Sonoran SE,SRER,160,2019-08-09T00:00:00Z,2022-03-28T00:00:00Z,1102.04,2019-08-01T00:00:00Z,2022-03-31T00:00:00Z,1237.32,-0.10933307470985677,135.27999999999997
Utah,CRC,161,2018-10-17T00:00:00Z,2018-11-02T00:00:00Z,14.19,2018-10-15T00:00:00Z,2018-10-31T00:00:00Z,14.47,-0.01935038009675198,0.28000000000000114
Utah,CRC,162,2018-10-17T00:00:00Z,2018-11-16T00:00:00Z,14.19,2018-10-15T00:00:00Z,2018-11-15T00:00:00Z,23.16,-0.38730569948186533,8.97
Utah,CRC,163,2018-10-17T00:00:00Z,2018-12-11T00:00:00Z,23.14,2018-10-15T00:00:00Z,2018-12-15T00:00:00Z,40.295,-0.4257352028787691,17.155
Utah,CRC,164,2018-10-17T00:00:00Z,2019-03-22T00:00:00Z,144.62,2018-10-15T00:00:00Z,2019-03-31T00:00:00Z,97.94,0.476618337757811,-46.68000000000001
Utah,CRC,165,2018-10-17T00:00:00Z,2019-04-05T00:00:00Z,146.34,2018-10-15T00:00:00Z,2019-03-31T00:00:00Z,97.94,0.4941801102715949,-48.400000000000006
Utah,CRC,166,2018-10-17T00:00:00Z,2019-04-25T00:00:00Z,152.29,2018-10-15T00:00:00Z,2019-04-30T00:00:00Z,118.69,0.28309040357233123,-33.599999999999994
Utah,CRC,167,2018-10-17T00:00:00Z,2019-05-17T00:00:00Z,174.34,2018-10-15T00:00:00Z,2019-05-15T00:00:00Z,128.04,0.36160574820368646,-46.30000000000001
Utah,CRC,168,2018-10-17T00:00:00Z,2019-06-13T00:00:00Z,202.59,2018-10-15T00:00:00Z,2019-06-15T00:00:00Z,141.74,0.4293071821645265,-60.849999999999994
Utah,CRC,169,2018-10-17T00:00:00Z,2019-07-24T00:00:00Z,221.43,2018-10-15T00:00:00Z,2019-07-31T00:00:00Z,168.57,0.31357892863498854,-52.860000000000014
Utah,CRC,170,2018-10-17T00:00:00Z,2021-06-28T00:00:00Z,498.91,2018-10-15T00:00:00Z,2021-06-30T00:00:00Z,613.79,-0.1871649912836637,114.87999999999994
Utah,Salt_Desert,171,2018-10-31T00:00:00Z,2018-11-27T00:00:00Z,0.33,2018-11-01T00:00:00Z,2018-11-30T00:00:00Z,18.44,-0.9821041214750543,18.110000000000003
Utah,Salt_Desert,172,2018-10-31T00:00:00Z,2018-12-12T00:00:00Z,8.32,2018-11-01T00:00:00Z,2018-12-15T00:00:00Z,28.655,-0.7096492758680859,20.335
Utah,Salt_Desert,173,2018-10-31T00:00:00Z,2019-03-29T00:00:00Z,140.42,2018-11-01T00:00:00Z,2019-03-31T00:00:00Z,97.36,0.44227608874281005,-43.05999999999999
Utah,Salt_Desert,174,2018-10-31T00:00:00Z,2019-04-19T00:00:00Z,142.42,2018-11-01T00:00:00Z,2019-04-15T00:00:00Z,109.115,0.3052284287219905,-33.30499999999999
Utah,Salt_Desert,175,2018-10-31T00:00:00Z,2019-05-09T00:00:00Z,178.09,2018-11-01T00:00:00Z,2019-04-30T00:00:00Z,120.87,0.4734011748159179,-57.22
Utah,Salt_Desert,176,2018-10-31T00:00:00Z,2019-05-28T00:00:00Z,204.38,2018-11-01T00:00:00Z,2019-05-31T00:00:00Z,145.81,0.4016871270831904,-58.56999999999999
Utah,Salt_Desert,177,2018-10-31T00:00:00Z,2019-07-01T00:00:00Z,224.96,2018-11-01T00:00:00Z,2019-06-30T00:00:00Z,159.59,0.40961213108590766,-65.37
Utah,Salt_Desert,178,2018-10-31T00:00:00Z,2019-08-07T00:00:00Z,244.63,2018-11-01T00:00:00Z,2019-07-31T00:00:00Z,177.7,0.37664603263927976,-66.93
Utah,Salt_Desert,179,2018-10-31T00:00:00Z,2021-06-29T00:00:00Z,530.05,2018-11-01T00:00:00Z,2021-06-30T00:00:00Z,681.13,-0.22180787808494715,151.08000000000004
Utah,UtahPJ,180,2018-10-29T00:00:00Z,2018-11-16T00:00:00Z,3.79,2018-11-01T00:00:00Z,2018-11-15T00:00:00Z,12.86,-0.7052877138413687,9.07
Utah,UtahPJ,181,2018-10-29T00:00:00Z,2018-11-28T00:00:00Z,3.79,2018-11-01T00:00:00Z,2018-11-30T00:00:00Z,25.72,-0.8526438569206843,21.93
Utah,UtahPJ,182,2018-10-29T00:00:00Z,2019-04-26T00:00:00Z,222.08,2018-11-01T00:00:00Z,2019-04-30T00:00:00Z,177.92,0.248201438848921,-44.160000000000025
Utah,UtahPJ,183,2018-10-29T00:00:00Z,2019-05-16T00:00:00Z,258.36,2018-11-01T00:00:00Z,2019-05-15T00:00:00Z,191.82999999999998,0.3468174946567275,-66.53000000000003
Utah,UtahPJ,184,2018-10-29T00:00:00Z,2019-05-29T00:00:00Z,301.96,2018-11-01T00:00:00Z,2019-05-31T00:00:00Z,205.74,0.46767765140468537,-96.21999999999997
Utah,UtahPJ,185,2018-10-29T00:00:00Z,2019-07-02T00:00:00Z,313.85,2018-11-01T00:00:00Z,2019-06-30T00:00:00Z,223.82,0.4022428737378252,-90.03000000000003
Utah,UtahPJ,186,2018-10-29T00:00:00Z,2019-08-06T00:00:00Z,359.97,2018-11-01T00:00:00Z,2019-07-31T00:00:00Z,262.69,0.3703224332863833,-97.28000000000003
Utah,UtahPJ,187,2018-10-29T00:00:00Z,2021-06-29T00:00:00Z,787.55,2018-11-01T00:00:00Z,2021-06-30T00:00:00Z,984.6800000000001,-0.2001970183206728,197.1300000000001
