Region,Site,SiteDateID,Date_Seeded,Date_Monitored,Since_last_precip,Seed_estimate,Monitor_estimate,ppt_mm,Perc_deviation,Deviation_mm
Sonoran Central,SCC,136,2019-11-21T00:00:00Z,2020-03-27T00:00:00Z,177.75,2019-12-01T00:00:00Z,2020-03-30T00:00:00Z,108.28999999999999,0.6414258010896667,-69.46000000000001
Sonoran Central,SCC,137,2019-11-21T00:00:00Z,2020-10-13T00:00:00Z,13.8,2019-12-01T00:00:00Z,2020-10-15T00:00:00Z,89.78,-0.8462909333927379,75.98
Sonoran Central,SCC,138,2019-11-21T00:00:00Z,2021-03-31T00:00:00Z,43.24,2019-12-01T00:00:00Z,2021-03-31T00:00:00Z,130.53,-0.6687351566689649,87.28999999999999
Sonoran Central,SCC,139,2019-11-21T00:00:00Z,2021-10-13T00:00:00Z,194.17,2019-12-01T00:00:00Z,2021-10-15T00:00:00Z,89.78,1.1627311205168187,-104.38999999999999
Sonoran SE,Patagonia,140,2019-08-09T00:00:00Z,2019-11-12T00:00:00Z,149.27,2019-08-01T00:00:00Z,2019-10-15T00:00:00Z,154.3,-0.03259883344134803,5.030000000000001
Sonoran SE,Patagonia,141,2019-08-09T00:00:00Z,2020-03-30T00:00:00Z,283.33,2019-08-01T00:00:00Z,2020-03-31T00:00:00Z,142.25,0.991775043936731,-141.07999999999998
Sonoran SE,Patagonia,142,2019-08-09T00:00:00Z,2020-10-01T00:00:00Z,156.58,2019-08-01T00:00:00Z,2020-09-30T00:00:00Z,282.89,-0.44649863904697934,126.30999999999997
Sonoran SE,Patagonia,143,2019-08-09T00:00:00Z,2020-10-04T00:00:00Z,156.58,2019-08-01T00:00:00Z,2020-09-30T00:00:00Z,282.89,-0.44649863904697934,126.30999999999997
Sonoran SE,Patagonia,144,2019-08-09T00:00:00Z,2021-03-12T00:00:00Z,60.61,2019-08-01T00:00:00Z,2021-03-15T00:00:00Z,142.825,-0.5756345177664974,82.21499999999999
Sonoran SE,Patagonia,145,2019-08-09T00:00:00Z,2021-10-13T00:00:00Z,424.85,2019-08-01T00:00:00Z,2021-10-15T00:00:00Z,303.735,0.3987522017548192,-121.11500000000001
Sonoran SE,Patagonia,146,2019-08-09T00:00:00Z,2021-10-14T00:00:00Z,424.85,2019-08-01T00:00:00Z,2021-10-15T00:00:00Z,303.735,0.3987522017548192,-121.11500000000001
Sonoran SE,Patagonia,147,2019-08-09T00:00:00Z,2022-03-30T00:00:00Z,69.23,2019-08-01T00:00:00Z,2022-03-31T00:00:00Z,142.25,-0.5133216168717047,73.02
Sonoran SE,Patagonia,148,2019-08-09T00:00:00Z,2022-03-31T00:00:00Z,69.23,2019-08-01T00:00:00Z,2022-03-31T00:00:00Z,142.25,-0.5133216168717047,73.02
Sonoran SE,SRER,149,2019-08-09T00:00:00Z,2019-11-07T00:00:00Z,142.96,2019-08-01T00:00:00Z,2019-10-31T00:00:00Z,161.465,-0.11460688074814972,18.504999999999995
Sonoran SE,SRER,150,2019-08-09T00:00:00Z,2020-04-02T00:00:00Z,264.52,2019-08-01T00:00:00Z,2020-03-31T00:00:00Z,166.375,0.5899023290758827,-98.14499999999998
Sonoran SE,SRER,151,2019-08-09T00:00:00Z,2020-09-30T00:00:00Z,130.72,2019-08-01T00:00:00Z,2020-09-30T00:00:00Z,275.93,-0.526256659297648,145.21
Sonoran SE,SRER,152,2019-08-09T00:00:00Z,2021-03-10T00:00:00Z,51.42,2019-08-01T00:00:00Z,2021-03-15T00:00:00Z,165.565,-0.6894271132183735,114.145
Sonoran SE,SRER,153,2019-08-09T00:00:00Z,2021-03-11T00:00:00Z,51.42,2019-08-01T00:00:00Z,2021-03-15T00:00:00Z,165.565,-0.6894271132183735,114.145
Sonoran SE,SRER,154,2019-08-09T00:00:00Z,2021-10-06T00:00:00Z,447.84,2019-08-01T00:00:00Z,2021-09-30T00:00:00Z,289.15500000000003,0.5487887119365044,-158.68499999999995
Sonoran SE,SRER,155,2019-08-09T00:00:00Z,2021-10-07T00:00:00Z,447.84,2019-08-01T00:00:00Z,2021-09-30T00:00:00Z,289.15500000000003,0.5487887119365044,-158.68499999999995
Sonoran SE,SRER,156,2019-08-09T00:00:00Z,2021-10-08T00:00:00Z,447.84,2019-08-01T00:00:00Z,2021-09-30T00:00:00Z,289.15500000000003,0.5487887119365044,-158.68499999999995
Sonoran SE,SRER,157,2019-08-09T00:00:00Z,2021-10-09T00:00:00Z,447.84,2019-08-01T00:00:00Z,2021-09-30T00:00:00Z,289.15500000000003,0.5487887119365044,-158.68499999999995
Sonoran SE,SRER,158,2019-08-09T00:00:00Z,2022-03-23T00:00:00Z,65.08,2019-08-01T00:00:00Z,2022-03-31T00:00:00Z,178.79,-0.635997539012249,113.71
Sonoran SE,SRER,159,2019-08-09T00:00:00Z,2022-03-24T00:00:00Z,65.08,2019-08-01T00:00:00Z,2022-03-31T00:00:00Z,178.79,-0.635997539012249,113.71
Sonoran SE,SRER,160,2019-08-09T00:00:00Z,2022-03-28T00:00:00Z,65.08,2019-08-01T00:00:00Z,2022-03-31T00:00:00Z,178.79,-0.635997539012249,113.71
Utah,CRC,161,2018-10-17T00:00:00Z,2018-11-02T00:00:00Z,14.19,2018-10-15T00:00:00Z,2018-10-31T00:00:00Z,14.47,-0.01935038009675198,0.28000000000000114
Utah,CRC,162,2018-10-17T00:00:00Z,2018-11-16T00:00:00Z,0,2018-10-15T00:00:00Z,2018-11-15T00:00:00Z,8.69,-1,8.69
Utah,CRC,163,2018-10-17T00:00:00Z,2018-12-11T00:00:00Z,8.950000000000001,2018-10-15T00:00:00Z,2018-12-15T00:00:00Z,17.134999999999998,-0.4776772687481761,8.184999999999997
Utah,CRC,164,2018-10-17T00:00:00Z,2019-03-22T00:00:00Z,121.48,2018-10-15T00:00:00Z,2019-03-31T00:00:00Z,57.645,1.1073813860699107,-63.835
Utah,CRC,165,2018-10-17T00:00:00Z,2019-04-05T00:00:00Z,9.91,2018-10-15T00:00:00Z,2019-03-31T00:00:00Z,0,Inf,-9.91
Utah,CRC,166,2018-10-17T00:00:00Z,2019-04-25T00:00:00Z,5.95,2018-10-15T00:00:00Z,2019-04-30T00:00:00Z,20.75,-0.7132530120481928,14.8
Utah,CRC,167,2018-10-17T00:00:00Z,2019-05-17T00:00:00Z,22.05,2018-10-15T00:00:00Z,2019-05-15T00:00:00Z,9.35,1.358288770053476,-12.700000000000001
Utah,CRC,168,2018-10-17T00:00:00Z,2019-06-13T00:00:00Z,28.25,2018-10-15T00:00:00Z,2019-06-15T00:00:00Z,13.7,1.062043795620438,-14.55
Utah,CRC,169,2018-10-17T00:00:00Z,2019-07-24T00:00:00Z,18.84,2018-10-15T00:00:00Z,2019-07-31T00:00:00Z,26.83,-0.29780096906448,7.989999999999998
Utah,CRC,170,2018-10-17T00:00:00Z,2021-06-28T00:00:00Z,281.9,2018-10-15T00:00:00Z,2021-06-30T00:00:00Z,211.35,0.3338064821386325,-70.54999999999998
Utah,Salt_Desert,171,2018-10-31T00:00:00Z,2018-11-27T00:00:00Z,0.33,2018-11-01T00:00:00Z,2018-11-30T00:00:00Z,18.44,-0.9821041214750543,18.110000000000003
Utah,Salt_Desert,172,2018-10-31T00:00:00Z,2018-12-12T00:00:00Z,7.989999999999999,2018-11-01T00:00:00Z,2018-12-15T00:00:00Z,10.215,-0.21781693587860995,2.2250000000000005
Utah,Salt_Desert,173,2018-10-31T00:00:00Z,2019-03-29T00:00:00Z,132.1,2018-11-01T00:00:00Z,2019-03-31T00:00:00Z,68.705,0.9227130485408631,-63.394999999999996
Utah,Salt_Desert,174,2018-10-31T00:00:00Z,2019-04-19T00:00:00Z,2,2018-11-01T00:00:00Z,2019-04-15T00:00:00Z,11.755,-0.8298596341982135,9.755
Utah,Salt_Desert,175,2018-10-31T00:00:00Z,2019-05-09T00:00:00Z,35.67,2018-11-01T00:00:00Z,2019-04-30T00:00:00Z,11.755,2.0344534240748615,-23.915
Utah,Salt_Desert,176,2018-10-31T00:00:00Z,2019-05-28T00:00:00Z,27.28,2018-11-01T00:00:00Z,2019-05-31T00:00:00Z,24.94,0.09382518043303928,-2.34
Utah,Salt_Desert,177,2018-10-31T00:00:00Z,2019-07-01T00:00:00Z,22.17,2018-11-01T00:00:00Z,2019-06-30T00:00:00Z,13.78,0.6088534107402034,-8.390000000000002
Utah,Salt_Desert,178,2018-10-31T00:00:00Z,2019-08-07T00:00:00Z,19.67,2018-11-01T00:00:00Z,2019-07-31T00:00:00Z,18.11,0.08614025400331321,-1.5600000000000023
Utah,Salt_Desert,179,2018-10-31T00:00:00Z,2021-06-29T00:00:00Z,285.42,2018-11-01T00:00:00Z,2021-06-30T00:00:00Z,503.45,-0.4330718045486145,218.02999999999997
Utah,UtahPJ,180,2018-10-29T00:00:00Z,2018-11-16T00:00:00Z,3.79,2018-11-01T00:00:00Z,2018-11-15T00:00:00Z,12.86,-0.7052877138413687,9.07
Utah,UtahPJ,181,2018-10-29T00:00:00Z,2018-11-28T00:00:00Z,0,2018-11-01T00:00:00Z,2018-11-30T00:00:00Z,12.86,-1,12.86
Utah,UtahPJ,182,2018-10-29T00:00:00Z,2019-04-26T00:00:00Z,218.29,2018-11-01T00:00:00Z,2019-04-30T00:00:00Z,152.2,0.4342312746386334,-66.09
Utah,UtahPJ,183,2018-10-29T00:00:00Z,2019-05-16T00:00:00Z,36.28,2018-11-01T00:00:00Z,2019-05-15T00:00:00Z,13.91,1.6081955427749821,-22.37
Utah,UtahPJ,184,2018-10-29T00:00:00Z,2019-05-29T00:00:00Z,43.6,2018-11-01T00:00:00Z,2019-05-31T00:00:00Z,13.91,2.134435657800144,-29.69
Utah,UtahPJ,185,2018-10-29T00:00:00Z,2019-07-02T00:00:00Z,14.73,2018-11-01T00:00:00Z,2019-06-30T00:00:00Z,18.08,-0.18528761061946894,3.349999999999998
Utah,UtahPJ,186,2018-10-29T00:00:00Z,2019-08-06T00:00:00Z,46.63,2018-11-01T00:00:00Z,2019-07-31T00:00:00Z,38.87,0.1996398250578854,-7.760000000000005
Utah,UtahPJ,187,2018-10-29T00:00:00Z,2021-06-29T00:00:00Z,427.58,2018-11-01T00:00:00Z,2021-06-30T00:00:00Z,721.99,-0.4077757309658029,294.41
