Region,Site,SiteDateID,Date_Seeded,Date_Monitored,Since_last_precip,Seed_estimate,Monitor_estimate,ppt_mm,Perc_deviation,Deviation_mm
Mojave,AVRCD,118,2022-01-15T00:00:00Z,2022-04-13T00:00:00Z,20.26,2022-01-15T00:00:00Z,2022-04-15T00:00:00Z,122.155,-0.8341451434652695,101.895
Mojave,AVRCD,119,2020-03-17T00:00:00Z,2022-04-13T00:00:00Z,154.58,2020-03-15T00:00:00Z,2022-04-15T00:00:00Z,224.755,-0.31222887143778777,70.17499999999998
Sonoran Central,Pleasant,120,2019-12-19T00:00:00Z,2020-03-30T00:00:00Z,187.46,2019-12-15T00:00:00Z,2020-03-30T00:00:00Z,132.56,0.4141520820760411,-54.900000000000006
Sonoran Central,Pleasant,121,2019-12-19T00:00:00Z,2020-10-14T00:00:00Z,33.74,2019-12-15T00:00:00Z,2020-10-15T00:00:00Z,108.625,-0.6893901035673187,74.88499999999999
Sonoran Central,Pleasant,122,2019-12-19T00:00:00Z,2021-04-02T00:00:00Z,75.3,2019-12-15T00:00:00Z,2021-03-31T00:00:00Z,177.155,-0.5749484914340549,101.855
Sonoran Central,Pleasant,123,2019-12-19T00:00:00Z,2021-10-04T00:00:00Z,174.67,2019-12-15T00:00:00Z,2021-09-30T00:00:00Z,99.61999999999999,0.7533627785585224,-75.05
Sonoran Central,Pleasant,124,2019-12-19T00:00:00Z,2022-03-29T00:00:00Z,93.05,2019-12-15T00:00:00Z,2022-03-31T00:00:00Z,186.16,-0.5001611516974646,93.11
Sonoran Central,Pleasant,125,2019-12-19T00:00:00Z,2023-03-24T00:00:00Z,402.36,2019-12-15T00:00:00Z,2023-03-31T00:00:00Z,285.77,0.40798544283864663,-116.59000000000003
Sonoran Central,Preserve,126,2019-11-25T00:00:00Z,2020-03-26T00:00:00Z,237.68,2019-12-01T00:00:00Z,2020-03-30T00:00:00Z,177.22,0.34115788285746534,-60.46000000000001
Sonoran Central,Preserve,127,2019-11-25T00:00:00Z,2020-10-12T00:00:00Z,27.7,2019-12-01T00:00:00Z,2020-10-15T00:00:00Z,122.315,-0.7735355434738176,94.615
Sonoran Central,Preserve,128,2019-11-25T00:00:00Z,2021-03-30T00:00:00Z,72.45,2019-12-01T00:00:00Z,2021-03-31T00:00:00Z,212.095,-0.6584077889624932,139.64499999999998
Sonoran Central,Preserve,129,2019-11-25T00:00:00Z,2021-10-06T00:00:00Z,285.68,2019-12-01T00:00:00Z,2021-09-30T00:00:00Z,107.65,1.6537854156990246,-178.03
Sonoran Central,Preserve,130,2019-11-25T00:00:00Z,2022-03-31T00:00:00Z,137.61,2019-12-01T00:00:00Z,2022-03-31T00:00:00Z,226.76,-0.3931469394955018,89.14999999999998
Sonoran Central,Roosevelt,131,2019-11-22T00:00:00Z,2020-03-25T00:00:00Z,208.54,2019-12-01T00:00:00Z,2020-03-30T00:00:00Z,202.05,0.032120762187577236,-6.489999999999981
Sonoran Central,Roosevelt,132,2019-11-22T00:00:00Z,2020-10-15T00:00:00Z,34.34,2019-12-01T00:00:00Z,2020-10-15T00:00:00Z,158.23999999999998,-0.7829878665318503,123.89999999999998
Sonoran Central,Roosevelt,133,2019-11-22T00:00:00Z,2021-04-01T00:00:00Z,100.2,2019-12-01T00:00:00Z,2021-03-31T00:00:00Z,240.13,-0.5827260234039895,139.93
Sonoran Central,Roosevelt,134,2019-11-22T00:00:00Z,2021-10-08T00:00:00Z,230.7,2019-12-01T00:00:00Z,2021-09-30T00:00:00Z,147.03,0.5690675372372984,-83.66999999999999
Sonoran Central,Roosevelt,135,2019-11-22T00:00:00Z,2022-03-28T00:00:00Z,113.31,2019-12-01T00:00:00Z,2022-03-31T00:00:00Z,251.34,-0.5491764144187157,138.03
