Code,n,perc_freq,Frequency,Plant,Plot,Sites,Type
AMTO3,13,1.0030864197530864,0.010030864197530864,Native recruit,drier,NA,"Native recruit, drier"
CHER2,11,0.8487654320987654,0.008487654320987654,Native recruit,drier,NA,"Native recruit, drier"
OESP.BarTBar,11,0.8487654320987654,0.008487654320987654,Native recruit,drier,NA,"Native recruit, drier"
BOSI2,9,0.6944444444444444,0.006944444444444444,Native recruit,drier,NA,"Native recruit, drier"
CHAL11,8,0.6172839506172839,0.006172839506172839,Native recruit,drier,NA,"Native recruit, drier"
CHEN.MOWE,8,0.6172839506172839,0.006172839506172839,Native recruit,drier,NA,"Native recruit, drier"
SARE3,7,0.5401234567901234,0.005401234567901234,Native recruit,drier,NA,"Native recruit, drier"
SUNGR1.PEFO,7,0.5401234567901234,0.005401234567901234,Native recruit,drier,NA,"Native recruit, drier"
SPSP.PEFO,5,0.38580246913580246,0.0038580246913580245,Native recruit,drier,NA,"Native recruit, drier"
LILE3,4,0.30864197530864196,0.0030864197530864196,Native recruit,drier,NA,"Native recruit, drier"
PLJA,4,0.30864197530864196,0.0030864197530864196,Native recruit,drier,NA,"Native recruit, drier"
BOSPP.Spiderweb,3,0.23148148148148145,0.0023148148148148147,Native recruit,drier,NA,"Native recruit, drier"
CHEN.PEFO,3,0.23148148148148145,0.0023148148148148147,Native recruit,drier,NA,"Native recruit, drier"
SUNGR.BabbittPJ,3,0.23148148148148145,0.0023148148148148147,Native recruit,drier,NA,"Native recruit, drier"
SUNGR.Spiderweb,3,0.23148148148148145,0.0023148148148148147,Native recruit,drier,NA,"Native recruit, drier"
ATSP.TLE,2,0.15432098765432098,0.0015432098765432098,Native recruit,drier,NA,"Native recruit, drier"
AmaranthusSpp.FlyingM,2,0.15432098765432098,0.0015432098765432098,Native recruit,drier,NA,"Native recruit, drier"
BOBAB3,2,0.15432098765432098,0.0015432098765432098,Native recruit,drier,NA,"Native recruit, drier"
BOGR2,2,0.15432098765432098,0.0015432098765432098,Native recruit,drier,NA,"Native recruit, drier"
BOSPP.MOWE,2,0.15432098765432098,0.0015432098765432098,Native recruit,drier,NA,"Native recruit, drier"
CHWA,2,0.15432098765432098,0.0015432098765432098,Native recruit,drier,NA,"Native recruit, drier"
DACA7,2,0.15432098765432098,0.0015432098765432098,Native recruit,drier,NA,"Native recruit, drier"
ELSPP.FlyingM,2,0.15432098765432098,0.0015432098765432098,Native recruit,drier,NA,"Native recruit, drier"
HEBO,2,0.15432098765432098,0.0015432098765432098,Native recruit,drier,NA,"Native recruit, drier"
HESP.BabbittPJ,2,0.15432098765432098,0.0015432098765432098,Native recruit,drier,NA,"Native recruit, drier"
HYVE,2,0.15432098765432098,0.0015432098765432098,Native recruit,drier,NA,"Native recruit, drier"
LECI4,2,0.15432098765432098,0.0015432098765432098,Native recruit,drier,NA,"Native recruit, drier"
POSE,2,0.15432098765432098,0.0015432098765432098,Native recruit,drier,NA,"Native recruit, drier"
SPOspp.Spiderweb,2,0.15432098765432098,0.0015432098765432098,Native recruit,drier,NA,"Native recruit, drier"
BAMU,1,0.07716049382716049,7.716049382716049e-4,Native recruit,drier,NA,"Native recruit, drier"
CHEN.TLE,1,0.07716049382716049,7.716049382716049e-4,Native recruit,drier,NA,"Native recruit, drier"
Cymopterus,1,0.07716049382716049,7.716049382716049e-4,Native recruit,drier,NA,"Native recruit, drier"
DEPI,1,0.07716049382716049,7.716049382716049e-4,Native recruit,drier,NA,"Native recruit, drier"
ELEL5,1,0.07716049382716049,7.716049382716049e-4,Native recruit,drier,NA,"Native recruit, drier"
ELSP.BabbittPJ,1,0.07716049382716049,7.716049382716049e-4,Native recruit,drier,NA,"Native recruit, drier"
ERISP.BarTBar,1,0.07716049382716049,7.716049382716049e-4,Native recruit,drier,NA,"Native recruit, drier"
ERISPP.BarTBar,1,0.07716049382716049,7.716049382716049e-4,Native recruit,drier,NA,"Native recruit, drier"
ERTR8,1,0.07716049382716049,7.716049382716049e-4,Native recruit,drier,NA,"Native recruit, drier"
HECO26,1,0.07716049382716049,7.716049382716049e-4,Native recruit,drier,NA,"Native recruit, drier"
LUSPP.PEFO,1,0.07716049382716049,7.716049382716049e-4,Native recruit,drier,NA,"Native recruit, drier"
MEAL6,1,0.07716049382716049,7.716049382716049e-4,Native recruit,drier,NA,"Native recruit, drier"
MENSPP.PEFO,1,0.07716049382716049,7.716049382716049e-4,Native recruit,drier,NA,"Native recruit, drier"
PASM,1,0.07716049382716049,7.716049382716049e-4,Native recruit,drier,NA,"Native recruit, drier"
SPSP.MOWE,1,0.07716049382716049,7.716049382716049e-4,Native recruit,drier,NA,"Native recruit, drier"
SUNGR.MOWE,1,0.07716049382716049,7.716049382716049e-4,Native recruit,drier,NA,"Native recruit, drier"
SUNGR.PEFO,1,0.07716049382716049,7.716049382716049e-4,Native recruit,drier,NA,"Native recruit, drier"
SUNGR.TLE,1,0.07716049382716049,7.716049382716049e-4,Native recruit,drier,NA,"Native recruit, drier"
HESP.BabbittPJ,209,9.517304189435336,0.09517304189435336,Native recruit,wettest,NA,"Native recruit, wettest"
LEPA6,137,6.238615664845173,0.06238615664845173,Native recruit,wettest,NA,"Native recruit, wettest"
CHAL11,101,4.599271402550091,0.04599271402550091,Native recruit,wettest,NA,"Native recruit, wettest"
ATCO,82,3.7340619307832426,0.037340619307832425,Native recruit,wettest,NA,"Native recruit, wettest"
UNGR3.AguaFria,56,2.5500910746812386,0.025500910746812388,Native recruit,wettest,NA,"Native recruit, wettest"
CHCO2,55,2.504553734061931,0.025045537340619307,Native recruit,wettest,NA,"Native recruit, wettest"
CHEN.BabbittPJ,35,1.5938069216757742,0.015938069216757743,Native recruit,wettest,NA,"Native recruit, wettest"
PHSPP.BabbittPJ,32,1.4571948998178506,0.014571948998178506,Native recruit,wettest,NA,"Native recruit, wettest"
SCMU6,28,1.2750455373406193,0.012750455373406194,Native recruit,wettest,NA,"Native recruit, wettest"
SOEL,27,1.2295081967213115,0.012295081967213115,Native recruit,wettest,NA,"Native recruit, wettest"
UNGR3.PEFO,27,1.2295081967213115,0.012295081967213115,Native recruit,wettest,NA,"Native recruit, wettest"
SAAB,24,1.092896174863388,0.010928961748633882,Native recruit,wettest,NA,"Native recruit, wettest"
SPSP.BarTBar,24,1.092896174863388,0.010928961748633882,Native recruit,wettest,NA,"Native recruit, wettest"
SUNGR.Spiderweb,24,1.092896174863388,0.010928961748633882,Native recruit,wettest,NA,"Native recruit, wettest"
LOESE2,21,0.9562841530054645,0.009562841530054645,Native recruit,wettest,NA,"Native recruit, wettest"
COAU2,19,0.8652094717668488,0.008652094717668488,Native recruit,wettest,NA,"Native recruit, wettest"
UNGR1.PEFO,19,0.8652094717668488,0.008652094717668488,Native recruit,wettest,NA,"Native recruit, wettest"
LILE3,18,0.819672131147541,0.00819672131147541,Native recruit,wettest,NA,"Native recruit, wettest"
BOSI2,17,0.7741347905282332,0.007741347905282332,Native recruit,wettest,NA,"Native recruit, wettest"
UNFO9.BarTBar,17,0.7741347905282332,0.007741347905282332,Native recruit,wettest,NA,"Native recruit, wettest"
CHEN.PEFO,16,0.7285974499089253,0.007285974499089253,Native recruit,wettest,NA,"Native recruit, wettest"
SPAI,13,0.5919854280510018,0.005919854280510018,Native recruit,wettest,NA,"Native recruit, wettest"
CLESP.Spiderweb,11,0.5009107468123861,0.005009107468123861,Native recruit,wettest,NA,"Native recruit, wettest"
GUSA2,11,0.5009107468123861,0.005009107468123861,Native recruit,wettest,NA,"Native recruit, wettest"
LECI4,11,0.5009107468123861,0.005009107468123861,Native recruit,wettest,NA,"Native recruit, wettest"
BOGR2,9,0.4098360655737705,0.004098360655737705,Native recruit,wettest,NA,"Native recruit, wettest"
BOSPP.PEFO,9,0.4098360655737705,0.004098360655737705,Native recruit,wettest,NA,"Native recruit, wettest"
CYAC,9,0.4098360655737705,0.004098360655737705,Native recruit,wettest,NA,"Native recruit, wettest"
UNFO1.BabbittPJ,8,0.36429872495446264,0.0036429872495446266,Native recruit,wettest,NA,"Native recruit, wettest"
LUSPP.AguaFria,5,0.22768670309653918,0.002276867030965392,Native recruit,wettest,NA,"Native recruit, wettest"
UNGR.AguaFria,5,0.22768670309653918,0.002276867030965392,Native recruit,wettest,NA,"Native recruit, wettest"
AMBSPP.BabbittPJ,4,0.18214936247723132,0.0018214936247723133,Native recruit,wettest,NA,"Native recruit, wettest"
BOSPP.Spiderweb,4,0.18214936247723132,0.0018214936247723133,Native recruit,wettest,NA,"Native recruit, wettest"
PLPA2,4,0.18214936247723132,0.0018214936247723133,Native recruit,wettest,NA,"Native recruit, wettest"
PORSPP.BarTBar,4,0.18214936247723132,0.0018214936247723133,Native recruit,wettest,NA,"Native recruit, wettest"
SPSP.BabbittPJ,4,0.18214936247723132,0.0018214936247723133,Native recruit,wettest,NA,"Native recruit, wettest"
UNGR1.AguaFria,4,0.18214936247723132,0.0018214936247723133,Native recruit,wettest,NA,"Native recruit, wettest"
ACMI2,3,0.1366120218579235,0.0013661202185792352,Native recruit,wettest,NA,"Native recruit, wettest"
ATCA2,3,0.1366120218579235,0.0013661202185792352,Native recruit,wettest,NA,"Native recruit, wettest"
LUSP.AguaFria,3,0.1366120218579235,0.0013661202185792352,Native recruit,wettest,NA,"Native recruit, wettest"
PASM,3,0.1366120218579235,0.0013661202185792352,Native recruit,wettest,NA,"Native recruit, wettest"
SARE3,3,0.1366120218579235,0.0013661202185792352,Native recruit,wettest,NA,"Native recruit, wettest"
SECO10,3,0.1366120218579235,0.0013661202185792352,Native recruit,wettest,NA,"Native recruit, wettest"
BAMU,2,0.09107468123861566,9.107468123861566e-4,Native recruit,wettest,NA,"Native recruit, wettest"
BOSPP.AguaFria,2,0.09107468123861566,9.107468123861566e-4,Native recruit,wettest,NA,"Native recruit, wettest"
BOSPP.BabbittPJ,2,0.09107468123861566,9.107468123861566e-4,Native recruit,wettest,NA,"Native recruit, wettest"
CLLU2,2,0.09107468123861566,9.107468123861566e-4,Native recruit,wettest,NA,"Native recruit, wettest"
DACA7,2,0.09107468123861566,9.107468123861566e-4,Native recruit,wettest,NA,"Native recruit, wettest"
DAPU7,2,0.09107468123861566,9.107468123861566e-4,Native recruit,wettest,NA,"Native recruit, wettest"
UNGR2.AguaFria,2,0.09107468123861566,9.107468123861566e-4,Native recruit,wettest,NA,"Native recruit, wettest"
ALIN,1,0.04553734061930783,4.553734061930783e-4,Native recruit,wettest,NA,"Native recruit, wettest"
AMASPP.BarTBar,1,0.04553734061930783,4.553734061930783e-4,Native recruit,wettest,NA,"Native recruit, wettest"
ARSPP.BarTBar,1,0.04553734061930783,4.553734061930783e-4,Native recruit,wettest,NA,"Native recruit, wettest"
ASTU,1,0.04553734061930783,4.553734061930783e-4,Native recruit,wettest,NA,"Native recruit, wettest"
ELEL5,1,0.04553734061930783,4.553734061930783e-4,Native recruit,wettest,NA,"Native recruit, wettest"
ELSPP.AguaFria,1,0.04553734061930783,4.553734061930783e-4,Native recruit,wettest,NA,"Native recruit, wettest"
ELSPP.BabbittPJ,1,0.04553734061930783,4.553734061930783e-4,Native recruit,wettest,NA,"Native recruit, wettest"
GILSPP.Spiderweb,1,0.04553734061930783,4.553734061930783e-4,Native recruit,wettest,NA,"Native recruit, wettest"
HEBO,1,0.04553734061930783,4.553734061930783e-4,Native recruit,wettest,NA,"Native recruit, wettest"
HECO26,1,0.04553734061930783,4.553734061930783e-4,Native recruit,wettest,NA,"Native recruit, wettest"
MEMO4,1,0.04553734061930783,4.553734061930783e-4,Native recruit,wettest,NA,"Native recruit, wettest"
PEPA8,1,0.04553734061930783,4.553734061930783e-4,Native recruit,wettest,NA,"Native recruit, wettest"
PORSPP.PEFO,1,0.04553734061930783,4.553734061930783e-4,Native recruit,wettest,NA,"Native recruit, wettest"
SUNFO.Spiderweb,1,0.04553734061930783,4.553734061930783e-4,Native recruit,wettest,NA,"Native recruit, wettest"
SOEL,100,7.716049382716049,0.07716049382716049,Native recruit,driest,NA,"Native recruit, driest"
ATCO,48,3.7037037037037033,0.037037037037037035,Native recruit,driest,NA,"Native recruit, driest"
CHEN.BabbittPJ,36,2.7777777777777777,0.027777777777777776,Native recruit,driest,NA,"Native recruit, driest"
PHNE3,36,2.7777777777777777,0.027777777777777776,Native recruit,driest,NA,"Native recruit, driest"
HECI,33,2.5462962962962963,0.02546296296296296,Native recruit,driest,NA,"Native recruit, driest"
DAPU7,30,2.314814814814815,0.02314814814814815,Native recruit,driest,NA,"Native recruit, driest"
SPSP.TLE,27,2.083333333333333,0.02083333333333333,Native recruit,driest,NA,"Native recruit, driest"
MEMO4,21,1.6203703703703702,0.016203703703703703,Native recruit,driest,NA,"Native recruit, driest"
SPSP.FlyingM,21,1.6203703703703702,0.016203703703703703,Native recruit,driest,NA,"Native recruit, driest"
SPAI,17,1.3117283950617282,0.013117283950617281,Native recruit,driest,NA,"Native recruit, driest"
BOSPP.FlyingM,16,1.2345679012345678,0.012345679012345678,Native recruit,driest,NA,"Native recruit, driest"
CHCO2,12,0.9259259259259258,0.009259259259259259,Native recruit,driest,NA,"Native recruit, driest"
ATCA2,11,0.8487654320987654,0.008487654320987654,Native recruit,driest,NA,"Native recruit, driest"
AMTO3,10,0.7716049382716049,0.007716049382716049,Native recruit,driest,NA,"Native recruit, driest"
GUSA2,10,0.7716049382716049,0.007716049382716049,Native recruit,driest,NA,"Native recruit, driest"
CHEN.MOWE,8,0.6172839506172839,0.006172839506172839,Native recruit,driest,NA,"Native recruit, driest"
MAGR10,8,0.6172839506172839,0.006172839506172839,Native recruit,driest,NA,"Native recruit, driest"
VEEN,8,0.6172839506172839,0.006172839506172839,Native recruit,driest,NA,"Native recruit, driest"
SARE3,5,0.38580246913580246,0.0038580246913580245,Native recruit,driest,NA,"Native recruit, driest"
SPSP.BarTBar,5,0.38580246913580246,0.0038580246913580245,Native recruit,driest,NA,"Native recruit, driest"
CHAL11,3,0.23148148148148145,0.0023148148148148147,Native recruit,driest,NA,"Native recruit, driest"
CHER2,3,0.23148148148148145,0.0023148148148148147,Native recruit,driest,NA,"Native recruit, driest"
AmaranthusSpp.FlyingM,2,0.15432098765432098,0.0015432098765432098,Native recruit,driest,NA,"Native recruit, driest"
ELSPP.FlyingM,2,0.15432098765432098,0.0015432098765432098,Native recruit,driest,NA,"Native recruit, driest"
HYVE,2,0.15432098765432098,0.0015432098765432098,Native recruit,driest,NA,"Native recruit, driest"
KRLA2,2,0.15432098765432098,0.0015432098765432098,Native recruit,driest,NA,"Native recruit, driest"
BAMU,1,0.07716049382716049,7.716049382716049e-4,Native recruit,driest,NA,"Native recruit, driest"
BOSPP.BarTBar,1,0.07716049382716049,7.716049382716049e-4,Native recruit,driest,NA,"Native recruit, driest"
BOSPP.MOWE,1,0.07716049382716049,7.716049382716049e-4,Native recruit,driest,NA,"Native recruit, driest"
CHEN.TLE,1,0.07716049382716049,7.716049382716049e-4,Native recruit,driest,NA,"Native recruit, driest"
CRYSPP.PEFO,1,0.07716049382716049,7.716049382716049e-4,Native recruit,driest,NA,"Native recruit, driest"
DEPI,1,0.07716049382716049,7.716049382716049e-4,Native recruit,driest,NA,"Native recruit, driest"
ELEL5,1,0.07716049382716049,7.716049382716049e-4,Native recruit,driest,NA,"Native recruit, driest"
ERISPP.BarTBar,1,0.07716049382716049,7.716049382716049e-4,Native recruit,driest,NA,"Native recruit, driest"
ERTR8,1,0.07716049382716049,7.716049382716049e-4,Native recruit,driest,NA,"Native recruit, driest"
HECO26,1,0.07716049382716049,7.716049382716049e-4,Native recruit,driest,NA,"Native recruit, driest"
HESP.BabbittPJ,1,0.07716049382716049,7.716049382716049e-4,Native recruit,driest,NA,"Native recruit, driest"
MENSPP.PEFO,1,0.07716049382716049,7.716049382716049e-4,Native recruit,driest,NA,"Native recruit, driest"
PASM,1,0.07716049382716049,7.716049382716049e-4,Native recruit,driest,NA,"Native recruit, driest"
POSE,1,0.07716049382716049,7.716049382716049e-4,Native recruit,driest,NA,"Native recruit, driest"
SPCR,1,0.07716049382716049,7.716049382716049e-4,Native recruit,driest,NA,"Native recruit, driest"
SPSP.PEFO,1,0.07716049382716049,7.716049382716049e-4,Native recruit,driest,NA,"Native recruit, driest"
SUNGR.MOWE,1,0.07716049382716049,7.716049382716049e-4,Native recruit,driest,NA,"Native recruit, driest"
SUNGR.PEFO,1,0.07716049382716049,7.716049382716049e-4,Native recruit,driest,NA,"Native recruit, driest"
SUNGR.TLE,1,0.07716049382716049,7.716049382716049e-4,Native recruit,driest,NA,"Native recruit, driest"
SATR12,876,25.085910652920962,0.2508591065292096,Weed,total,NA,"Weed, total"
UNFO1.FlyingM,365,10.452462772050401,0.10452462772050401,Weed,total,NA,"Weed, total"
ERCI6,234,6.701030927835052,0.06701030927835051,Weed,total,NA,"Weed, total"
UNGR.FlyingM,232,6.643757159221077,0.06643757159221077,Weed,total,NA,"Weed, total"
UNGR.BarTBar,230,6.5864833906071025,0.06586483390607102,Weed,total,NA,"Weed, total"
UNFO8.BarTBar,209,5.985108820160367,0.05985108820160367,Weed,total,NA,"Weed, total"
HAGL,203,5.813287514318442,0.058132875143184416,Weed,total,NA,"Weed, total"
UNGR1.MOWE,178,5.097365406643757,0.05097365406643757,Weed,total,NA,"Weed, total"
UNFO13.BarTBar,177,5.0687285223367695,0.0506872852233677,Weed,total,NA,"Weed, total"
BRNI,175,5.011454753722795,0.05011454753722795,Weed,total,NA,"Weed, total"
BRRU2,127,3.6368843069874,0.036368843069874,Weed,total,NA,"Weed, total"
UNSH.BarTBar,127,3.6368843069874,0.036368843069874,Weed,total,NA,"Weed, total"
TRTE,116,3.3218785796105386,0.033218785796105384,Weed,total,NA,"Weed, total"
UNGR2.MOWE,113,3.2359679266895767,0.032359679266895765,Weed,total,NA,"Weed, total"
UNFO1.PEFO,103,2.949599083619702,0.029495990836197018,Weed,total,NA,"Weed, total"
UCHEN2.PEFO,80,2.290950744558992,0.022909507445589918,Weed,total,NA,"Weed, total"
UNGR4.AguaFria,64,1.8327605956471937,0.018327605956471937,Weed,total,NA,"Weed, total"
UNGR.Spiderweb,63,1.804123711340206,0.01804123711340206,Weed,total,NA,"Weed, total"
DESO2,59,1.6895761741122566,0.016895761741122565,Weed,total,NA,"Weed, total"
UNFO2.AguaFria,54,1.5463917525773196,0.015463917525773196,Weed,total,NA,"Weed, total"
UNFO1.MOWE,46,1.3172966781214204,0.013172966781214204,Weed,total,NA,"Weed, total"
UNFO4.AguaFria,41,1.1741122565864834,0.011741122565864834,Weed,total,NA,"Weed, total"
UNGR5.AguaFria,39,1.1168384879725086,0.011168384879725086,Weed,total,NA,"Weed, total"
UNGR.BabbittPJ,36,1.0309278350515463,0.010309278350515462,Weed,total,NA,"Weed, total"
UNFO5.MOWE,35,1.002290950744559,0.010022909507445589,Weed,total,NA,"Weed, total"
UNGR4.MOWE,34,0.9736540664375716,0.009736540664375716,Weed,total,NA,"Weed, total"
UNFO5.FlyingM,32,0.9163802978235969,0.009163802978235968,Weed,total,NA,"Weed, total"
CHTE2,30,0.859106529209622,0.00859106529209622,Weed,total,NA,"Weed, total"
UNFO1.AguaFria,30,0.859106529209622,0.00859106529209622,Weed,total,NA,"Weed, total"
UNFO7.Spiderweb,29,0.8304696449026346,0.008304696449026346,Weed,total,NA,"Weed, total"
HOMU,25,0.715922107674685,0.00715922107674685,Weed,total,NA,"Weed, total"
SCBA,25,0.715922107674685,0.00715922107674685,Weed,total,NA,"Weed, total"
UNFO4.BarTBar,24,0.6872852233676976,0.006872852233676976,Weed,total,NA,"Weed, total"
UNKM.PEFO,24,0.6872852233676976,0.006872852233676976,Weed,total,NA,"Weed, total"
UNFO2.FlyingM,23,0.6586483390607102,0.006586483390607102,Weed,total,NA,"Weed, total"
UNGR.PEFO,18,0.5154639175257731,0.005154639175257731,Weed,total,NA,"Weed, total"
UNFO1.BarTBar,17,0.4868270332187858,0.004868270332187858,Weed,total,NA,"Weed, total"
SIIR,14,0.40091638029782356,0.004009163802978236,Weed,total,NA,"Weed, total"
UNFO6.FlyingM,13,0.37227949599083615,0.0037227949599083613,Weed,total,NA,"Weed, total"
UNFO8.Spiderweb,13,0.37227949599083615,0.0037227949599083613,Weed,total,NA,"Weed, total"
UNGR.TLE,12,0.3436426116838488,0.003436426116838488,Weed,total,NA,"Weed, total"
UNFO12.BarTBar,11,0.3150057273768614,0.003150057273768614,Weed,total,NA,"Weed, total"
AVFA,10,0.286368843069874,0.0028636884306987398,Weed,total,NA,"Weed, total"
BRTE,10,0.286368843069874,0.0028636884306987398,Weed,total,NA,"Weed, total"
MEOF,10,0.286368843069874,0.0028636884306987398,Weed,total,NA,"Weed, total"
UNFO6.Spiderweb,9,0.25773195876288657,0.0025773195876288655,Weed,total,NA,"Weed, total"
UNFO7.BarTBar,9,0.25773195876288657,0.0025773195876288655,Weed,total,NA,"Weed, total"
UNFO1.TLE,8,0.22909507445589922,0.002290950744558992,Weed,total,NA,"Weed, total"
UNFO4.MOWE,8,0.22909507445589922,0.002290950744558992,Weed,total,NA,"Weed, total"
UNFO7.FlyingM,8,0.22909507445589922,0.002290950744558992,Weed,total,NA,"Weed, total"
MAAF,7,0.20045819014891178,0.002004581901489118,Weed,total,NA,"Weed, total"
UNFO3.FlyingM,6,0.1718213058419244,0.001718213058419244,Weed,total,NA,"Weed, total"
UNFO14.BarTBar,5,0.143184421534937,0.0014318442153493699,Weed,total,NA,"Weed, total"
UNFO4.FlyingM,5,0.143184421534937,0.0014318442153493699,Weed,total,NA,"Weed, total"
UNGR3.MOWE,4,0.11454753722794961,0.001145475372279496,Weed,total,NA,"Weed, total"
ERCI.MOWE,3,0.0859106529209622,8.59106529209622e-4,Weed,total,NA,"Weed, total"
UNFO8.AguaFria,3,0.0859106529209622,8.59106529209622e-4,Weed,total,NA,"Weed, total"
UNGR5.Spiderweb,3,0.0859106529209622,8.59106529209622e-4,Weed,total,NA,"Weed, total"
ASNU5,2,0.057273768613974804,5.72737686139748e-4,Weed,total,NA,"Weed, total"
UCHEN1.PEFO,2,0.057273768613974804,5.72737686139748e-4,Weed,total,NA,"Weed, total"
UNFO18.BarTBar,2,0.057273768613974804,5.72737686139748e-4,Weed,total,NA,"Weed, total"
UNFO3.AguaFria,2,0.057273768613974804,5.72737686139748e-4,Weed,total,NA,"Weed, total"
UNFO3.Spiderweb,2,0.057273768613974804,5.72737686139748e-4,Weed,total,NA,"Weed, total"
UNGR1.FlyingM,2,0.057273768613974804,5.72737686139748e-4,Weed,total,NA,"Weed, total"
ALNI.Spiderweb,1,0.028636884306987402,2.86368843069874e-4,Weed,total,NA,"Weed, total"
DASPUL.Spiderweb,1,0.028636884306987402,2.86368843069874e-4,Weed,total,NA,"Weed, total"
HCI.BabbittPJ,1,0.028636884306987402,2.86368843069874e-4,Weed,total,NA,"Weed, total"
SALRE.FlyingM,1,0.028636884306987402,2.86368843069874e-4,Weed,total,NA,"Weed, total"
SIAL2,1,0.028636884306987402,2.86368843069874e-4,Weed,total,NA,"Weed, total"
UNAM.BabbittPJ,1,0.028636884306987402,2.86368843069874e-4,Weed,total,NA,"Weed, total"
UNFO13.FlyingM,1,0.028636884306987402,2.86368843069874e-4,Weed,total,NA,"Weed, total"
UNFO15.BarTBar,1,0.028636884306987402,2.86368843069874e-4,Weed,total,NA,"Weed, total"
UNFO16.BarTBar,1,0.028636884306987402,2.86368843069874e-4,Weed,total,NA,"Weed, total"
UNFO2.BarTBar,1,0.028636884306987402,2.86368843069874e-4,Weed,total,NA,"Weed, total"
UNFO2.MOWE,1,0.028636884306987402,2.86368843069874e-4,Weed,total,NA,"Weed, total"
UNFO2.PEFO,1,0.028636884306987402,2.86368843069874e-4,Weed,total,NA,"Weed, total"
UNFO2.TLE,1,0.028636884306987402,2.86368843069874e-4,Weed,total,NA,"Weed, total"
UNFO3.BarTBar,1,0.028636884306987402,2.86368843069874e-4,Weed,total,NA,"Weed, total"
UNFO5.AguaFria,1,0.028636884306987402,2.86368843069874e-4,Weed,total,NA,"Weed, total"
UNFO5.Spiderweb,1,0.028636884306987402,2.86368843069874e-4,Weed,total,NA,"Weed, total"
UNFO6.AguaFria,1,0.028636884306987402,2.86368843069874e-4,Weed,total,NA,"Weed, total"
UNFO7.AguaFria,1,0.028636884306987402,2.86368843069874e-4,Weed,total,NA,"Weed, total"
UNFO9.Spiderweb,1,0.028636884306987402,2.86368843069874e-4,Weed,total,NA,"Weed, total"
UNGRs.FlyingM,1,0.028636884306987402,2.86368843069874e-4,Weed,total,NA,"Weed, total"
UNK_AMARANTH.Spiderweb,1,0.028636884306987402,2.86368843069874e-4,Weed,total,NA,"Weed, total"
UnkAster.BabbittPJ,1,0.028636884306987402,2.86368843069874e-4,Weed,total,NA,"Weed, total"
Unkaster.PEFO,1,0.028636884306987402,2.86368843069874e-4,Weed,total,NA,"Weed, total"
SATR12,526,23.95264116575592,0.2395264116575592,Weed,wetter,NA,"Weed, wetter"
UNFO1.FlyingM,266,12.112932604735883,0.12112932604735883,Weed,wetter,NA,"Weed, wetter"
UNGR.BarTBar,228,10.382513661202186,0.10382513661202186,Weed,wetter,NA,"Weed, wetter"
UNGR.FlyingM,214,9.744990892531877,0.09744990892531877,Weed,wetter,NA,"Weed, wetter"
UNFO8.BarTBar,209,9.517304189435336,0.09517304189435336,Weed,wetter,NA,"Weed, wetter"
ERCI6,188,8.561020036429873,0.08561020036429873,Weed,wetter,NA,"Weed, wetter"
UNGR1.MOWE,178,8.105646630236794,0.08105646630236794,Weed,wetter,NA,"Weed, wetter"
UNFO13.BarTBar,177,8.060109289617486,0.08060109289617486,Weed,wetter,NA,"Weed, wetter"
BRNI,175,7.969034608378871,0.07969034608378871,Weed,wetter,NA,"Weed, wetter"
HAGL,135,6.147540983606557,0.06147540983606557,Weed,wetter,NA,"Weed, wetter"
UNSH.BarTBar,127,5.783242258652095,0.05783242258652095,Weed,wetter,NA,"Weed, wetter"
UNGR2.MOWE,113,5.145719489981785,0.05145719489981784,Weed,wetter,NA,"Weed, wetter"
UNFO1.PEFO,103,4.6903460837887065,0.046903460837887066,Weed,wetter,NA,"Weed, wetter"
UCHEN2.PEFO,80,3.642987249544627,0.03642987249544627,Weed,wetter,NA,"Weed, wetter"
TRTE,75,3.415300546448088,0.03415300546448088,Weed,wetter,NA,"Weed, wetter"
UNGR4.AguaFria,64,2.914389799635701,0.029143897996357013,Weed,wetter,NA,"Weed, wetter"
UNGR.Spiderweb,63,2.8688524590163933,0.02868852459016393,Weed,wetter,NA,"Weed, wetter"
UNFO2.AguaFria,54,2.459016393442623,0.02459016393442623,Weed,wetter,NA,"Weed, wetter"
BRRU2,46,2.0947176684881605,0.020947176684881604,Weed,wetter,NA,"Weed, wetter"
UNFO1.MOWE,46,2.0947176684881605,0.020947176684881604,Weed,wetter,NA,"Weed, wetter"
UNFO4.AguaFria,41,1.8670309653916213,0.018670309653916212,Weed,wetter,NA,"Weed, wetter"
UNGR5.AguaFria,39,1.7759562841530054,0.017759562841530054,Weed,wetter,NA,"Weed, wetter"
UNFO5.MOWE,35,1.5938069216757742,0.015938069216757743,Weed,wetter,NA,"Weed, wetter"
UNGR.BabbittPJ,35,1.5938069216757742,0.015938069216757743,Weed,wetter,NA,"Weed, wetter"
DESO2,34,1.5482695810564664,0.015482695810564663,Weed,wetter,NA,"Weed, wetter"
UNGR4.MOWE,34,1.5482695810564664,0.015482695810564663,Weed,wetter,NA,"Weed, wetter"
CHTE2,30,1.366120218579235,0.01366120218579235,Weed,wetter,NA,"Weed, wetter"
UNFO1.AguaFria,30,1.366120218579235,0.01366120218579235,Weed,wetter,NA,"Weed, wetter"
UNFO7.Spiderweb,29,1.3205828779599271,0.013205828779599272,Weed,wetter,NA,"Weed, wetter"
