AccSpeciesName,DispersalSyndrome28,SeedDryMass26,SLA3117,GerminationRate95,LeafN14,LeafArea3113,LeafArea3114,LeafDryMass55,LeafCN146
Acacia holotricha,1,1,25,0,0,0,25,0,0
Acacia homalophylla,2,11,3,0,0,2,0,1,0
Acacia hopperiana,1,1,0,0,0,0,0,0,0
Acacia howittii,2,13,0,0,0,0,0,0,0
Acacia hubbardiana,2,15,25,4,0,0,25,0,0
Acacia huegelii,0,0,0,0,0,1,0,0,0
Acacia humifusa,1,7,0,4,0,0,0,0,0
Acacia hyaloneura,1,7,0,4,0,0,0,0,0
Acacia imbricata,1,7,0,4,0,0,0,0,0
Acacia imitans,3,3,0,0,0,0,0,0,0
Acacia implexa,4,15,1,4,4,0,0,0,0
Acacia inaequilatera,1,7,0,0,0,0,0,0,0
Acacia incanicarpa,1,7,0,0,0,0,0,0,0
Acacia inceana subsp. conformis,1,7,0,4,0,0,0,0,0
Acacia ingramii,1,7,0,4,0,0,0,0,0
Acacia inophyloia,0,0,0,4,0,0,0,0,0
Acacia insolita subsp. efoliolata,0,6,0,5,0,0,0,0,0
Acacia irrorata,0,2,4,0,2,4,0,2,0
Acacia irrorata subsp. irrorata,2,7,0,5,0,0,0,0,0
Acacia iteaphylla,2,11,2,4,2,0,1,0,0
Acacia ixiophylla,3,13,0,4,0,0,0,0,0
Acacia ixodes,0,0,0,4,0,0,0,0,0
Acacia jennerae,2,8,0,5,0,0,0,0,0
Acacia jibberdingensis,1,1,0,0,0,0,0,0,0
Acacia johnsonii,1,1,0,0,0,0,0,0,0
Acacia jonesii,1,7,0,4,0,0,0,0,0
Acacia jucunda,1,7,0,4,0,0,0,0,0
Acacia julifera subsp. gilbertensis,1,7,0,4,0,0,0,0,0
Acacia juncifolia,1,14,25,0,0,0,25,0,0
Acacia juncifolia subsp. serpentinicola,0,6,0,5,0,0,0,0,0
Acacia kempeana,15,20,14,0,12,1,4,1,0
Acacia kettlewelliae,3,10,0,4,0,0,0,0,0
Acacia koa,1,13,3,0,5,0,0,0,1
Acacia koaia,0,1,0,0,0,0,0,0,0
Acacia kybeanensis,3,12,0,0,0,0,0,0,0
Acacia kydrensis,1,7,0,4,0,0,0,0,0
Acacia lachnophylla,1,7,0,0,0,0,0,0,0
Acacia lanigera,2,18,0,4,0,0,0,0,0
Acacia lanuginophylla,1,1,0,0,0,0,0,0,0
Acacia lasiocalyx,2,11,35,6,0,0,35,0,20
Acacia lasiocarpa,3,15,0,4,1,0,0,0,0
Acacia lasiocarpa var. sedifolia,1,7,0,4,0,0,0,0,0
Acacia latescens,1,3,5,4,5,0,0,0,0
Acacia latipes subsp. licina,1,7,0,0,0,0,0,0,0
Acacia latisepala,3,8,0,4,0,0,0,0,0
Acacia latzii,11,10,0,0,0,1,0,0,0
Acacia legnota,1,7,0,4,0,0,0,0,0
Acacia leiocalyx,1,10,25,0,0,0,25,0,0
Acacia leiocalyx subsp. leiocalyx,1,7,0,4,0,0,0,0,0
Acacia leiophylla,2,11,0,4,0,0,0,0,0
Acacia leprosa,1,15,0,4,0,0,0,0,0
Acacia leprosa var. graveolens,1,1,0,0,0,0,0,0,0
Acacia leptocarpa,4,11,0,4,0,0,0,0,0
Acacia leptoclada,2,9,0,4,0,0,0,0,0
Acacia leptoloba,1,1,0,4,0,0,0,0,0
Acacia leptospermoides subsp. psammophila,1,7,0,0,0,0,0,0,0
Acacia leptostachya,1,7,1,4,1,0,1,0,0
Acacia leucoclada,0,0,1,0,0,0,0,0,0
Acacia leucoclada subsp. argentifolia,1,1,0,0,0,0,0,0,0
Acacia leucoclada subsp. leucoclada,1,7,0,5,0,0,0,0,0
Acacia leucolobia,1,7,0,4,0,0,0,0,0
Acacia ligulata,27,27,21,4,20,3,18,0,0
Acacia limbata,1,1,0,4,0,0,0,0,0
Acacia linearifolia,0,0,0,1,0,1,0,0,0
Acacia lineata,1,7,2,4,0,1,0,1,0
Acacia lineolata subsp. lineolata,2,8,0,6,0,0,0,0,0
Acacia linifolia,32,39,1,4,0,1,0,0,0
Acacia lirellata,0,6,0,0,0,0,0,0,0
Acacia littorea,1,1,0,0,0,0,0,0,0
Acacia loderi,2,2,0,0,0,0,0,0,0
Acacia longifolia,19,37,100,0,95,2,9,0,1
Acacia longifolia subsp. longifolia,2,0,0,0,0,0,0,0,0
Acacia longifolia subsp. sophorae,4,8,0,4,0,0,0,0,0
Acacia longiphyllodinea,1,1,0,0,0,0,0,0,0
Acacia longispicata,1,7,0,4,0,0,0,0,0
Acacia longispinea,1,7,0,6,0,0,0,0,0
Acacia longissima,2,9,9,4,0,2,5,2,0
Acacia lunata,1,1,0,0,0,0,0,0,0
Acacia lysiphloia,0,6,0,4,0,0,0,0,0
Acacia mabellae,2,11,0,4,0,0,0,0,0
Acacia macdonnellensis,1,1,0,0,0,0,0,0,0
Acacia macnuttiana,1,7,0,4,0,0,0,0,0
Acacia maconochieana,1,1,0,0,0,0,0,0,0
Acacia macradenia,1,1,0,4,0,0,0,0,0
Acacia maidenii,16,15,0,5,0,0,0,0,0
Acacia maitlandii,11,11,0,0,0,1,0,0,0
Acacia malloclada,1,1,0,0,0,0,0,0,0
Acacia mangium,3,14,10,0,14,1,1,0,1
Acacia marramamba,1,1,0,0,0,0,0,0,0
Acacia masliniana,1,1,0,0,0,0,0,0,0
Acacia matthewii,1,1,0,0,0,0,0,0,0
Acacia mearnsii,21,32,0,4,3,0,0,0,0
Acacia megacephala,2,8,0,4,0,0,0,0,0
Acacia meiosperma,1,1,0,0,0,0,0,0,0
Acacia meisneri,1,8,0,0,0,0,0,0,0
Acacia melanoxylon,31,36,20,5,26,4,7,1,0
Acacia melleodora,2,8,4,4,4,0,0,0,0
Acacia melvillei,1,1,0,4,0,0,0,0,0
Acacia menzelii,2,8,0,4,0,0,0,0,0
Acacia merinthophora,1,1,0,0,0,0,0,0,0
Acacia merrallii,5,7,0,4,0,0,0,0,0
Acacia merrickiae,1,7,0,0,0,0,0,0,0
Acacia microbotrya,2,8,1,6,0,0,0,0,0
Acacia microcarpa,1,10,1,0,0,0,0,0,0
Acacia midgleyi,1,1,0,0,0,0,0,0,0
Acacia mimula,0,2,8,0,11,0,0,0,0
Acacia minutifolia,8,8,0,0,0,1,0,0,0
Acacia mitchellii,2,8,0,4,0,0,0,0,0
Acacia mollifolia,1,7,0,5,0,0,0,0,0
Acacia montana,4,18,2,6,1,0,0,0,0
Acacia monticola,2,10,0,4,0,1,0,0,0
Acacia mucronata,3,9,1,4,0,0,0,0,0
Acacia mucronata subsp. longifolia,1,7,0,4,0,0,0,0,0
Acacia mucronata subsp. mucronata,1,8,0,0,0,0,0,0,0
Acacia muelleriana,2,2,2,0,0,1,0,1,0
Acacia multisiliqua,1,7,0,4,0,0,0,0,0
Acacia multispicata,3,10,0,6,0,0,0,0,0
Acacia murrayana,15,17,12,5,12,1,4,0,0
Acacia mutabilis subsp. incurva,1,7,0,0,0,0,0,0,0
Acacia myrtifolia,27,30,19,4,16,1,10,0,0
Acacia nana,0,6,0,4,0,0,0,0,0
Acacia nanodealbata,1,7,0,4,0,0,0,0,0
Acacia nematophylla,1,7,0,4,0,0,0,0,0
Acacia neovernicosa,0,10,0,5,0,0,0,4,0
Acacia neriifolia,4,19,25,4,0,0,25,0,0
Acacia nervosa,1,1,0,0,0,0,0,0,0
Acacia nesophila,1,1,0,4,0,0,0,0,0
Acacia neurophylla subsp. erugata,1,7,0,4,0,0,0,0,0
Acacia neurophylla subsp. neurophylla,1,7,0,0,0,0,0,0,0
Acacia nigricans,1,1,0,0,0,0,0,0,0
Acacia nigripilosa subsp. latifolia,1,7,0,0,0,0,0,0,0
Acacia nodiflora,1,7,0,7,0,0,0,0,0
Acacia notabilis,1,7,1,7,0,0,0,0,0
Acacia nova-anglica,0,6,0,0,0,0,0,0,0
Acacia nyssophylla,1,1,0,4,0,0,0,0,0
Acacia obliquinervia,3,12,3,4,0,0,0,0,0
Acacia obtusata,3,19,0,0,0,0,0,0,0
Acacia obtusifolia,1,7,0,4,0,0,0,0,0
Acacia olgana,1,1,0,0,2,0,0,0,0
Acacia oligoneura,1,1,0,0,0,0,0,0,0
Acacia olsenii,1,7,0,4,0,0,0,0,0
Acacia omalophylla,1,1,0,0,0,0,0,0,0
Acacia oncinocarpa,1,3,3,4,3,0,1,0,0
Acacia oncinophylla subsp. patulifolia,2,2,0,0,0,0,0,0,0
Acacia ophiolithica,1,7,0,6,0,0,0,0,0
Acacia oraria,2,9,0,0,0,0,0,0,0
Acacia orites,1,1,0,0,0,1,0,0,0
Acacia oshanesii,1,7,25,4,0,0,25,0,0
Acacia oswaldii,11,19,14,4,17,3,6,1,0
Acacia oxycedrus,3,19,2,4,1,1,0,0,0
Acacia pachyacra,1,1,0,0,0,0,0,0,0
Acacia pachycarpa,2,9,0,4,0,0,0,0,0
Acacia papulosa,1,7,0,0,0,0,0,0,0
Acacia papyrocarpa,1,1,0,0,0,0,0,0,0
Acacia paradoxa,11,19,12,4,8,2,7,2,0
Acacia paraneura,1,1,0,0,0,0,0,0,0
Acacia parramattensis,1,7,0,4,5,0,0,0,0
Acacia parvifolia,1,7,0,4,0,0,0,0,0
Acacia parvipinnula,1,7,1,4,1,0,0,0,0
Acacia pedina,1,7,0,4,0,0,0,0,0
Acacia pellita,1,1,0,4,0,0,0,0,0
Acacia pendula,5,24,0,4,0,0,0,0,0
Acacia penninervis,3,14,6,4,0,3,0,3,0
Acacia penninervis var. penninervis,2,8,0,4,0,0,0,0,0
Acacia petraea,1,1,0,4,0,0,0,0,0
Acacia phaeocalyx,1,7,0,6,0,0,0,0,0
Acacia pharangites,1,1,0,0,0,0,0,0,0
Acacia phasmoides,1,7,0,4,0,0,0,0,0
Acacia phlebocarpa,1,7,2,4,2,0,1,0,0
Acacia phlebopetala var. phlebopetala,1,1,0,0,0,0,0,0,0
Acacia phlebophylla,1,1,0,0,0,0,0,0,0
Acacia piligera,1,7,0,4,0,0,0,0,0
Acacia pilligaensis,1,7,0,5,0,0,0,0,0
Acacia pinguiculosa,1,7,0,0,0,0,0,0,0
Acacia pinguifolia,1,7,0,4,0,0,0,0,0
Acacia platycarpa,1,11,1,4,1,1,0,0,0
Acacia plectocarpa,1,8,0,0,0,0,0,0,0
Acacia plectocarpa subsp. plectocarpa,1,1,0,4,0,0,0,0,0
Acacia plicata,2,8,0,7,0,0,0,0,0
Acacia podalyriaefolia,0,3,0,0,0,0,0,0,0
Acacia podalyriifolia,7,16,0,4,0,0,0,0,0
Acacia polyacantha subsp. campylacantha,1,8,0,5,0,2,0,0,0
Acacia polybotrya,3,14,1,4,0,0,0,0,0
Acacia polystachya,1,7,0,4,0,0,0,0,0
Acacia prainii,9,9,0,7,0,1,0,0,0
Acacia pravissima,4,16,1,4,0,0,0,0,0
Acacia pringlei subsp. californica,0,0,0,4,0,0,0,0,0
Acacia profusa,1,1,0,0,0,0,0,0,0
Acacia prominens,5,13,0,4,0,0,0,0,0
Acacia pruinocarpa,12,13,0,0,0,1,0,0,0
Acacia pruinosa,0,1,0,0,0,0,0,0,0
Acacia ptychoclada,1,7,0,0,0,0,0,0,0
Acacia pubescens,2,11,0,4,0,0,0,0,0
Acacia pubifolia,2,8,0,4,0,0,0,0,0
Acacia pulchella,14,14,0,4,0,1,0,0,0
Acacia pulchella var. glaberrima,4,11,0,4,0,0,0,0,0
Acacia purpurii,0,0,0,1,0,0,0,0,0
Acacia pusilla,1,7,0,0,0,0,0,0,0
Acacia pustula,2,8,5,4,0,0,5,0,0
Acacia pycnantha,24,26,16,5,15,1,12,0,0
Acacia pycnostachya,1,7,0,4,0,0,0,0,0
Acacia pyrifolia,1,7,0,4,0,0,0,0,0
Acacia pyrifolia var. pyrifolia,1,7,0,0,0,0,0,0,0
Acacia quadrilateralis,2,8,0,4,0,0,0,0,0
Acacia quornensis,2,11,0,0,0,0,0,0,0
Acacia racospermoides,1,7,0,4,0,0,0,0,0
Acacia ramulosa,12,12,0,0,0,1,0,0,0
Acacia ramulosa var. linophylla,1,7,0,7,0,0,0,0,0
Acacia ramulosa var. ramulosa,1,7,0,4,0,0,0,0,0
Acacia recurvata,1,1,0,0,0,0,0,0,0
Acacia redolens,3,3,0,0,0,0,0,0,0
Acacia repanda,1,7,0,5,0,0,0,0,0
Acacia resinimarginea,1,7,0,0,0,0,0,0,0
Acacia restiacea,2,2,0,0,0,0,0,0,0
Acacia retinodes,4,10,1,5,0,0,0,0,0
Acacia retinodes var. retinodes,0,6,0,4,0,0,0,0,0
Acacia retivenea,1,13,0,4,0,0,0,0,0
Acacia retivenea subsp. retivenea,1,1,0,4,0,0,0,0,0
Acacia rhamphophylla,1,1,0,0,0,0,0,0,0
Acacia rhetinocarpa,1,7,0,0,0,0,0,0,0
Acacia rhigiophylla,2,8,0,4,0,0,0,0,0
Acacia rhodophloia,1,7,0,0,0,0,0,0,0
Acacia riceana,2,9,0,0,0,0,0,0,0
Acacia rigens,2,9,3,5,0,0,0,0,0
Acacia robur,0,0,0,0,1,0,0,0,0
Acacia rossei,1,7,0,6,0,0,0,0,0
Acacia rostellifera,1,7,0,7,4,0,0,0,1
Acacia rostriformis,2,2,0,0,0,0,0,0,0
Acacia rothii,1,7,0,0,0,0,0,0,0
Acacia rubida,4,20,0,8,0,0,0,0,0
Acacia rupicola,1,7,0,4,0,0,0,0,0
Acacia ruppii,2,14,0,4,0,0,0,0,0
Acacia saliciformis,1,7,0,4,0,0,0,0,0
Acacia salicina,20,21,0,4,0,1,0,0,0
Acacia saligna,28,37,95,5,92,0,0,0,0
Acacia schinoides,2,11,0,0,0,0,0,0,0
Acacia sciophanes,1,1,0,0,0,0,0,0,0
Acacia scirpifolia,1,7,0,0,0,0,0,0,0
Acacia sclerophylla,2,11,1,4,0,0,0,0,0
Acacia sclerophylla var. teretiuscula,1,1,0,0,0,0,0,0,0
Acacia sclerosperma,2,14,0,8,0,0,0,0,0
Acacia sedifolia subsp. pulvinata,1,1,0,0,0,0,0,0,0
Acacia semilunata,1,1,0,4,0,0,0,0,0
Acacia semirigida,2,11,0,4,0,0,0,0,0
Acacia sericophylla,1,1,0,0,0,0,0,0,0
Acacia serpentinicola,1,1,0,0,0,0,0,0,0
Acacia sertiformis,2,8,0,5,0,0,0,0,0
Acacia seyal var. fistula,0,6,0,6,0,0,0,0,0
Acacia shirleyi,2,9,0,4,0,1,0,0,0
Acacia sibilans,1,1,0,0,0,0,0,0,0
Acacia siculiformis,4,13,0,4,0,0,0,0,0
Acacia silvestris,2,9,0,4,0,0,0,0,0
Acacia simsii,2,9,0,4,0,0,0,0,0
Acacia sp,1,12,17,16,50,50,11,2,0
Acacia sparsiflora,1,1,0,4,0,0,0,0,0
Acacia spathulifolia,0,0,0,0,1,0,0,0,1
Acacia spectabilis,3,17,0,4,0,0,0,0,0
Acacia spilleriana,1,7,0,4,0,0,0,0,0
Acacia spinescens,1,7,0,4,0,0,0,0,0
Acacia splendens,1,7,0,0,0,0,0,0,0
Acacia spondylophylla,8,8,0,0,0,1,0,0,0
Acacia sporadica,5,7,0,0,0,0,0,0,0
Acacia squamata,1,7,0,0,0,0,0,0,0
Acacia stanleyi,1,1,0,0,0,0,0,0,0
Acacia startii,1,7,0,4,0,0,0,0,0
Acacia steedmanii,1,7,0,0,0,0,0,0,0
Acacia steedmanii subsp. borealis,1,7,0,0,0,0,0,0,0
Acacia stellaticeps,2,8,0,4,0,0,0,0,0
Acacia stenophylla,14,14,1,4,0,2,0,1,0
Acacia stenoptera,1,1,0,0,0,0,0,0,0
Acacia stereophylla,0,0,0,2,0,0,0,0,0
Acacia stereophylla var. cylindrata,1,7,0,6,0,0,0,0,0
Acacia stipuligera,2,8,0,4,0,0,0,0,0
Acacia storyi,1,1,0,4,0,0,0,0,0
Acacia stricta,3,17,4,4,0,0,1,0,0
Acacia strongylophylla,1,7,0,0,0,0,0,0,0
Acacia suaveolens,36,39,18,4,14,6,0,3,0
Acacia subcaerulea,1,7,0,4,0,0,0,0,0
Acacia subflexuosa subsp. capillata,3,3,0,0,0,0,0,0,0
Acacia sublanata,1,1,1,0,1,0,0,0,0
Acacia subporosa,1,7,0,4,0,0,0,0,0
Acacia subracemosa,1,7,0,4,0,0,0,0,0
Acacia subtilinervis,1,1,0,4,0,0,0,0,0
Acacia subulata,2,9,0,5,0,0,0,0,0
Acacia sulcata,1,1,0,4,0,0,0,0,0
Acacia sulcata var. platyphylla,1,7,0,2,0,0,0,0,0
Acacia synchronicia,2,2,0,0,0,0,0,0,0
Acacia synoria,1,1,0,0,0,0,0,0,0
Acacia tarculensis,1,1,0,0,0,0,0,0,0
Acacia telmica,1,7,0,6,0,0,0,0,0
Acacia terminalis,26,30,3,0,2,1,1,0,0
Acacia tetragonophylla,26,22,51,6,45,5,41,3,0
Acacia thomsonii,1,1,4,4,4,0,2,0,0
Acacia torulosa,2,8,0,4,0,0,0,0,0
Acacia trachycarpa,6,9,0,0,0,0,0,0,0
Acacia trachyphloia,2,8,0,4,0,0,0,0,0
Acacia translucens,2,2,0,0,0,0,0,0,0
Acacia tratmaniana,1,7,0,4,0,0,0,0,0
Acacia trinervata,2,14,0,4,0,0,0,0,0
Acacia trineura,2,9,2,4,0,1,0,1,0
Acacia triptera,2,11,1,5,0,1,0,0,0
Acacia triptycha,1,1,0,0,0,0,0,0,0
Acacia triquetra,1,7,0,0,0,0,0,0,0
Acacia tropica,1,7,0,4,0,0,0,0,0
Acacia trulliformis,1,1,0,0,0,0,0,0,0
Acacia truncata,1,7,0,0,1,0,0,0,0
Acacia tuberculata,1,1,0,0,0,0,0,0,0
Acacia tumida,1,8,0,0,0,0,0,0,0
Acacia tumida var. pilbarensis,1,7,0,4,0,0,0,0,0
Acacia tumida var. tumida,1,1,0,0,0,0,0,0,0
Acacia tysonii,1,1,0,0,0,0,0,0,0
Acacia ulicifolia,21,32,3,4,0,2,0,1,0
Acacia ulicina,0,0,0,1,0,0,0,0,0
Acacia umbellata,1,7,0,4,0,0,0,0,0
Acacia uncinata,2,5,2,0,0,1,0,1,0
Acacia undoolyana,1,1,0,0,0,0,0,0,0
Acacia undosa,1,7,0,0,0,0,0,0,0
Acacia undulifolia,0,4,0,0,0,0,0,0,0
Acacia unguicula,1,1,0,0,0,0,0,0,0
Acacia urophylla,2,2,0,0,0,0,0,0,0
Acacia validinervia,2,2,0,0,0,0,0,0,0
Acacia varia var. parviflora,1,1,0,0,0,0,0,0,0
Acacia venulosa,3,12,0,4,0,0,0,0,0
Acacia verniciflua,5,20,3,5,1,1,1,0,0
Acacia veronica,1,7,0,5,0,0,0,0,0
Acacia verticillata,2,2,1,4,0,1,0,0,0
Acacia verticillata var. verticillata,0,6,0,0,0,0,0,0,0
Acacia vestita,3,17,0,4,0,0,0,0,0
Acacia victoriae,21,21,15,0,14,2,12,0,0
Acacia victoriae subsp. victoriae,2,8,0,7,0,0,0,0,0
Acacia viscidula,3,13,0,5,0,0,0,0,0
Acacia vittata,2,8,0,6,0,0,0,0,0
Acacia volubilis,3,3,0,0,0,0,0,0,0
Acacia wattsiana,2,9,3,4,2,0,1,0,0
Acacia whibleyana,1,7,0,6,0,0,0,0,0
Acacia wickhamii subsp. cassitera,1,1,0,4,0,0,0,0,0
Acacia wilhelmiana,1,7,12,4,12,3,0,2,0
Acacia williamsonii,1,1,0,0,0,0,0,0,0
Acacia xiphophylla,1,7,0,0,0,0,0,0,0
Acacia yorkrakinensis subsp. acrita,2,8,0,6,0,0,0,0,0
Acaciella glauca,1,8,0,0,0,0,0,0,0
Acaena agnipila,6,0,0,0,0,0,0,0,0
Acaena alpina,0,10,0,0,0,0,0,0,0
Acaena anserinifolia,3,6,0,5,0,2,0,0,0
Acaena anserovina_x,1,1,0,0,0,0,0,0,0
Acaena antarctica,2,2,0,0,0,1,0,0,0
Acaena argentea,1,7,0,6,0,0,0,0,0
Acaena echinata,2,12,0,4,0,0,0,0,0
Acaena fissistipula,1,7,0,4,0,0,0,0,0
Acaena lucida,1,7,0,0,0,0,0,0,0
Acaena magellanica,11,14,73,7,5,0,10,0,0
Acaena montana,1,1,0,0,0,0,0,0,0
ACAENA NOVAE-ZELANDIAE,18,16,11,5,0,0,10,10,0
Acaena ovalifolia,3,9,0,6,0,1,0,0,0
Acaena ovina,8,1,1,0,0,0,1,1,0
Acaena pallida,2,8,0,4,0,0,0,0,0
Acaena pinnatifida,0,10,0,0,0,2,0,0,0
Acaena platyacantha,1,1,0,0,0,0,0,0,0
Acaena pumila,1,1,0,0,0,0,0,0,0
Acaena saccaticupula,1,2,1,0,0,0,0,0,0
Acaena sarmentosa,1,1,0,0,0,0,0,0,0
Acaena sp,0,0,1,6,0,1,1,1,0
Acaena splendens,0,0,0,0,0,2,0,0,0
Acaena tenera,4,4,0,4,4,0,0,0,0
Acaena trifida var. glabrescens,1,1,0,4,0,0,0,0,0
Acalypha amblyodonta,1,0,0,0,0,0,0,0,0
Acalypha australis,0,6,0,0,0,0,0,0,0
Acalypha bipartita,0,0,0,0,0,1,0,0,0
Acalypha brachiata,1,1,0,0,0,0,0,0,0
Acalypha brasiliensis,1,0,1,0,0,0,1,0,0
Acalypha capillipes,1,1,25,0,0,0,25,0,0
Acalypha caturus,0,0,8,0,5,2,0,0,0
Acalypha chirindica,1,1,0,0,0,0,0,0,0
Acalypha chorisandra,1,0,0,0,0,0,0,0,0
Acalypha ciliata,2,8,0,0,0,0,0,0,0
Acalypha cincta,6,0,0,0,0,0,0,0,0
Acalypha claussenii,1,0,0,0,0,0,0,0,0
Acalypha communis,3,2,2,0,4,0,0,0,2
Acalypha cuneata,0,0,13,0,3,0,10,1,0
Acalypha digynostachya,1,0,0,0,0,0,0,0,0
Acalypha dimorpha,1,0,0,0,0,0,0,0,0
Acalypha diversifolia,7,0,22,0,2,2,6,27,0
Acalypha eremorum,1,1,0,0,0,0,0,0,0
Acalypha filipes,6,0,0,0,0,0,0,0,0
Acalypha fimbriata,1,1,0,0,0,0,0,0,0
Acalypha fruticosa,0,0,0,0,0,1,0,0,0
Acalypha glabrata,0,0,0,0,1,0,0,0,0
Acalypha gracilis,1,0,2,0,0,0,0,0,0
Acalypha havanensis,1,7,0,0,0,0,0,0,0
Acalypha hispida,0,0,0,0,0,1,0,0,0
Acalypha indica,1,7,0,0,0,0,0,0,0
Acalypha lagoensis,1,0,0,0,0,0,0,0,0
Acalypha lanceolata,1,7,0,0,0,0,0,0,0
Acalypha langiana var. vigens,6,0,0,0,0,0,0,0,0
Acalypha macrostachya,8,1,39,0,3,2,1,26,0
Acalypha mapirensis,6,0,0,0,0,0,1,0,0
Acalypha martiana,1,0,0,0,0,0,0,0,0
Acalypha monococca,1,53,0,0,0,0,0,0,52
Acalypha multicaulis,1,0,0,0,0,0,0,0,0
Acalypha nemorum,1,0,0,0,0,0,0,0,0
Acalypha omissa,1,0,0,0,0,0,0,0,0
Acalypha ornata,1,7,0,0,0,0,0,0,0
Acalypha oxyodonta,1,0,0,0,0,0,0,0,0
Acalypha peduncularis,1,7,0,0,0,0,0,0,0
Acalypha persimilis,1,7,1,0,2,0,0,0,1
Acalypha phleoides,1,7,0,0,0,0,0,0,0
Acalypha pruriens,1,0,0,0,0,0,0,0,0
Acalypha pub,0,0,0,0,1,0,0,1,0
Acalypha pubiflora,0,0,2,0,2,0,0,0,0
Acalypha punctata,2,2,0,0,0,0,0,0,0
Acalypha riedeliana,1,0,0,0,0,0,0,0,0
Acalypha segetalis,1,1,0,0,0,0,0,0,0
Acalypha seminuda,1,0,0,0,0,0,0,0,0
Acalypha sharpdent,0,0,2,0,3,0,0,1,0
Acalypha sharpub,0,0,2,0,3,0,0,1,0
Acalypha skutchii,1,8,9,1,5,3,0,1,0
Acalypha sp,0,0,0,0,0,8,0,0,0
Acalypha spiciflora,1,1,0,0,0,0,0,0,0
Acalypha vellamea,1,0,0,0,0,0,0,0,0
Acalypha villosa,1,0,0,0,0,0,0,0,0
Acalypha virginica,6,22,1,0,6,0,0,10,4
Acalypha virginica var. rhomboidea,2,2,0,4,0,0,0,0,0
Acampe pachyglossa,2,2,0,0,0,0,0,0,0
Acamptopappus shockleyi,1,7,0,5,1,0,0,0,0
Acamptopappus sphaerocephalus,1,7,10,0,2,0,0,11,0
Acamptopappus sphaerocephalus var. hirtellus,1,8,0,0,0,0,0,0,0
Acanthaceae sp,0,0,0,0,0,2,0,0,0
Acanthella sprucei,1,1,0,0,1,0,0,0,0
Acanthephippium sylhetense,1,4,0,0,0,0,0,0,0
Acanthocalycium leucanthum,1,1,0,0,0,0,0,0,0
Acanthocalycium rhodotrichum,1,0,0,0,0,0,0,0,0
Acanthocarpus preissii,1,3,0,0,1,0,0,0,1
Acanthocladium dockeri,1,1,0,4,0,0,0,0,0
Acanthocladus scleroxylon,0,0,0,0,0,2,0,0,0
Acantholimon armenum,1,1,0,0,0,0,0,0,0
Acantholimon cymosum,0,0,2,0,0,0,2,2,0
Acantholimon diapensioides,0,0,3,0,0,2,0,2,0
Acantholimon fominii,1,1,0,0,0,0,0,0,0
Acantholimon lycopodioides,1,1,0,0,0,0,0,0,0
Acantholimon pterostegium,0,0,0,0,0,0,10,1,0
Acantholimon quinquelobum,0,0,0,0,0,0,9,0,0
Acantholimon sarytavicum,1,1,0,0,0,0,0,0,0
Acantholimon sp,0,0,0,0,0,0,0,1,0
Acantholippia seriphioides,1,8,0,0,0,1,0,0,0
Acanthopale confertiflora,1,1,0,0,0,0,0,0,0
Acanthophyllum glandulosum,0,0,0,0,0,0,5,1,0
Acanthophyllum korshinskyi,0,0,0,0,0,0,3,0,0
Acanthophyllum mucronatum,1,1,0,0,0,0,0,0,0
Acanthophyllum pungens,0,0,0,0,0,0,0,1,0
Acanthopsis disperma,0,6,1,4,0,0,0,0,0
Acanthosicyos horridus,1,7,0,0,0,0,0,0,0
Acanthosicyos naudinianus,12,14,0,5,0,0,0,0,0
Acanthospermum australe,3,8,0,5,0,0,0,0,0
Acanthospermum hispidum,14,9,0,5,0,1,0,20,0
Acanthospermum sp,0,0,0,0,0,1,0,0,0
Acanthostachys strobilacea,2,1,0,0,0,0,0,0,0
Acanthostyles buniifolius,1,1,0,0,2,1,0,0,1
Acanthosyris annonagustata,0,0,2,0,3,2,0,1,0
Acanthosyris falcata,0,0,0,0,0,1,0,0,0
Acanthus hirsutus,3,22,0,5,0,0,0,0,0
Acanthus hirsutus subsp. syriacus,1,1,0,0,0,0,0,0,0
Acanthus ilicifolius,0,0,1,0,0,1,0,0,0
Acanthus leucostachyus,0,0,0,0,1,0,1,0,0
Acanthus mollis,1,8,0,0,0,0,0,0,0
Acanthus mollis subsp. mollis,1,1,0,0,0,0,0,0,0
Acanthus montanus,0,0,1,0,0,0,0,0,0
Acanthus pubescens,5,7,0,0,0,0,0,0,0
Acanthus sp,0,0,0,0,0,1,0,0,0
Acanthus spinosus,1,0,0,0,0,0,0,0,0
Acardium excelsum,0,0,0,0,2,0,0,0,0
Acaulimalva acaulis,0,0,0,0,1,0,0,0,0
Acca sellowiana,5,11,8,0,1,0,7,17,0
Accolacuarina rigida,0,2,0,0,0,0,0,0,0
Acer acuminatum,1,7,0,0,0,0,0,0,0
Acer amplum,0,0,6,0,6,0,5,0,6
Acer argutum,1,10,1,0,0,0,0,0,0
Acer barbinerve,0,6,11,0,6,2,11,30,5
Acer buergerianum,1,8,8,0,6,2,3,0,2
Acer caesium,1,8,0,4,0,0,0,0,0
Acer calcaratum,1,1,0,0,0,0,0,0,0
Acer campbellii,1,8,1,0,1,0,1,0,0
Acer campestre,318,143,46,4,46,0,2,54,7
Acer capillipes,1,1,0,0,0,0,0,0,0
Acer cappadocicum,7,15,0,4,0,0,0,0,0
Acer cappadocicum subsp. cappadocicum,2,2,0,0,0,0,0,0,0
